bundles_count	numberOfGoals	variability	execIndex	changing_goals_0	dam_updated_0	deployment_change_planned_0	deployment_change_excuted_0	dam_updated_1	deployment_change_planned_1	deployment_change_excuted_1	dam_updated_2	deployment_change_planned_2	deployment_change_excuted_2	dam_updated_3	deployment_change_planned_3	deployment_change_excuted_3	dam_updated_4	deployment_change_planned_4	deployment_change_excuted_4	dam_updated_5	deployment_change_planned_5	deployment_change_excuted_5	dam_updated_6	deployment_change_planned_6	deployment_change_excuted_6	dam_updated_7	deployment_change_planned_7	deployment_change_excuted_7	dam_updated_8	deployment_change_planned_8	deployment_change_excuted_8	dam_updated_9	deployment_change_planned_9	deployment_change_excuted_9	dam_updated_10	deployment_change_planned_10	deployment_change_excuted_10	
2294	37	5	2	89	883522	1293136	34629	5096	780379	112344	56884	637964	901	14212	499716	95832	69159	728805	1039	4309	625380	96332	60841	473475	500	2062	428178	79823	40915	423678	364	1106	424540	77399	44837	414190	339	
2294	37	6	2	126	933936	996419	32173	1850	456914	86752	28567	620753	836	2836	515279	90570	32110	468355	381	1671	462645	86214	31658	454034	396	1180	489547	93552	28225	536065	679	2343	519348	87825	33067	457479	605	
2294	37	7	2	93	652147	891608	31432	2124	444058	84975	27724	420516	311	1159	430474	107735	27342	464552	660	2157	449232	87817	25389	474781	444	1486	473795	85020	32081	723691	803	3082	509162	83877	31006	458477	411	
2294	37	8	2	162	984962	1385433	40350	4500	576642	99528	55576	464168	403	1480	486206	80294	40129	427210	514	1759	420830	81503	40370	420102	320	1108	431471	80879	40966	420470	313	1292	425707	81893	35132	420757	393	
2294	37	9	2	117	925959	1069930	33804	3443	496149	85138	42766	419242	357	1488	424206	81310	39907	415712	350	1254	793844	186563	62036	595442	736	2630	475018	87065	44186	440999	309	1459	425539	80902	43455	450990	325	
2294	37	10	2	297	1059534	1021670	31209	2986	446225	85605	26871	437826	386	1161	431473	88324	19795	437626	365	1454	465069	84364	27124	425628	330	1267	422518	84900	23667	507015	757	2243	544686	86635	25929	444105	529	
2356	38	1	2	92	668606	908967	32595	2305	443998	82349	23615	425102	300	1193	433127	87222	23495	426838	317	1339	478784	82718	27872	433358	335	1306	461222	81586	36389	478633	603	2001	491223	87566	20417	469977	722	
2356	38	2	2	150	849191	1130335	33610	3891	698438	180742	90666	761657	1784	4963	540716	93011	47843	457841	381	1639	462787	121985	92190	493277	690	2323	467270	97549	46287	459702	377	1327	548675	97179	33508	447254	432	
2356	38	3	2	125	957473	1059065	32050	2122	501328	80570	24394	433837	343	1221	574377	88114	28075	472583	503	1624	472844	88933	28183	438056	406	1082	452012	85663	28139	443220	304	1159	491206	89104	29570	436655	320	
2356	38	4	2	86	657083	993489	31966	1805	484750	81258	24725	452949	375	1274	487676	93822	92444	637401	922	3318	472462	104719	32415	455408	348	1420	459659	88820	29709	469442	388	1842	545524	109911	28865	460360	292	
2356	38	5	2	106	1094235	1410968	37610	5460	557712	86740	50006	464500	323	1021	441897	84150	35120	421482	311	1271	450078	87530	36097	427130	311	1067	427602	79317	40844	429500	337	1204	435504	83378	36398	425348	335	
2356	38	6	2	117	962044	1160208	41364	3709	597731	143146	54174	461640	478	1633	437129	87361	38700	426844	372	1398	433849	83427	41787	563730	476	2009	612709	86302	40279	459598	416	1563	433121	85204	39882	424559	365	
2356	38	7	2	130	1016874	1048947	33293	3035	471586	80313	31073	442524	397	1335	570619	91074	34536	481553	469	1748	480942	99590	33417	689497	1000	3023	708463	118634	39055	512240	680	2648	560531	91802	38769	465905	479	
2356	38	8	2	102	713871	1131718	32906	3648	530806	127093	54982	566709	582	2581	609554	92805	39229	483549	453	1858	596886	89928	49340	650879	846	3008	531651	91445	64060	608858	701	2688	749996	93078	71777	487351	581	
2356	38	9	2	123	1006870	1064451	33081	2657	453710	85818	30448	431403	314	1323	435148	82432	24158	433023	394	1313	438523	85807	28453	428917	373	1113	436221	85355	26457	428452	314	1223	435136	85491	27915	428167	340	
2356	38	10	2	78	683286	921303	32214	2154	479242	86709	30011	482638	744	1658	671489	126482	38143	478049	670	1897	470738	101625	26163	527440	660	2339	484001	96582	32803	517117	911	2743	499138	161842	38687	585765	796	
2418	39	1	2	112	818954	1015762	32711	2842	505166	84567	27805	622821	1371	4475	708640	102364	38910	468106	464	1691	576933	111005	73016	1182986	2364	9978	1234248	209606	91088	740779	1108	3990	727101	114516	73362	628092	996	
2418	39	2	2	119	1124239	1303297	54165	5322	821238	117992	56428	555112	953	2847	543477	128452	52812	874032	10951	4192	691609	96127	49150	562921	621	1999	509188	89462	41055	462098	441	1477	495135	80591	33674	450184	330	
2418	39	3	2	125	768029	955037	30865	1905	518119	83676	24039	446027	355	1162	510118	82666	23295	467653	302	1112	459126	84295	21807	485128	347	1082	503554	83990	21433	534464	382	1532	458521	86411	31000	445227	305	
2418	39	4	2	84	757588	1154951	34095	3188	531077	84355	43197	447676	319	1196	545258	83817	34926	443618	339	1863	496554	100766	43493	541898	880	11992	598687	136915	108532	549691	644	2050	525515	93904	51473	456989	393	
2418	39	5	2	120	1005247	1666372	36927	5620	632222	96863	47951	450318	333	1314	445534	82839	41213	463437	346	1137	466584	88156	40129	467926	327	1170	468025	89853	35137	583754	710	2222	465579	83692	39855	449477	321	
2418	39	6	2	136	910566	949926	31771	1965	746459	106656	35246	467811	565	1670	497241	88327	24815	574829	771	2785	463669	87273	31673	468814	400	1383	654076	94862	45926	492409	547	1805	466809	92107	31476	600237	848	
2418	39	7	2	96	757120	1011486	35523	2357	523121	104853	34151	492210	431	1563	470161	86320	47408	463473	341	1423	463970	90093	46530	498737	380	1408	684354	127090	62735	679732	1427	4092	563683	97956	90664	698269	966	
2418	39	8	2	200	1091163	1090884	33662	3932	555536	97360	50281	448616	439	1301	521058	96011	49620	549102	693	2626	651559	100417	45465	588093	805	2704	662464	91657	51154	536049	650	2144	581933	89900	50967	464803	396	
2418	39	9	2	124	1025241	1073957	37301	2290	518912	92556	30710	477095	381	1379	481328	92548	33966	474186	340	1391	485683	99085	20698	464931	403	1247	465073	99360	38100	432353	368	1099	558795	89182	31049	467238	518	
2418	39	10	2	96	677700	983333	35096	2779	552497	89428	34473	510880	425	1794	547018	100189	41431	476088	378	1504	509168	88542	49249	503045	737	2366	466973	83133	52944	467694	400	1357	501408	95154	144944	749019	1263	
2480	40	1	2	159	1118912	1123093	35236	4463	516485	91821	37954	447489	371	1183	453324	87752	34510	444451	351	1331	445730	90310	38495	443160	371	1071	451768	96345	19325	449568	344	1103	453985	92168	35825	490560	450	
2480	40	2	2	126	923152	990341	34162	2599	471328	91758	28717	447795	345	1165	450155	87340	22847	444293	371	1254	454485	85266	27673	449566	407	1410	455197	88615	25312	446736	330	1049	493165	93845	29235	581419	688	
2480	40	3	2	98	860727	1113090	35129	3298	524693	90499	32161	469706	416	1193	491573	87579	26299	526290	529	2036	612579	87456	51255	465153	367	1172	498887	90988	44049	483931	359	1280	500170	93089	31686	471189	337	
2480	40	4	2	317	1423697	1302795	35216	4447	525729	90104	50654	449686	321	1275	450934	91181	45160	447247	345	1274	448196	94284	23076	449870	331	1192	454251	89567	37395	446187	323	1026	456223	89237	39435	467105	355	
2480	40	5	2	117	1091113	1534338	40140	6929	736570	97625	58411	603954	728	2653	628475	102076	35910	499384	431	1809	468194	96969	52586	463632	437	1335	460241	89103	48815	455901	424	1492	469073	87718	45725	581615	917	
2480	40	6	2	109	1217731	1177163	36202	3692	523614	95686	34460	483950	364	1392	476866	89043	28751	448507	303	1541	454015	89285	32390	448322	333	1158	454564	87843	28350	465329	377	1460	455559	91176	29577	667717	1085	
2480	40	7	2	113	898152	1884112	54103	7461	901373	117662	66854	544638	341	1620	494998	103223	34600	491353	343	1819	456371	90397	45477	638062	987	3973	584658	95944	57491	833524	1411	4353	559567	89069	58202	468950	360	
2480	40	8	2	115	1047546	1161898	33225	1800	500676	87062	25588	528092	564	1755	576438	90471	33818	505769	424	1589	595980	120487	31277	654479	878	3183	612737	95340	43414	727640	1161	3868	516648	102860	38332	555218	841	
2480	40	9	2	97	831325	1042617	35558	2948	489508	86877	30992	456183	300	1150	466552	88984	28767	456554	453	1533	538242	94841	27786	462076	515	1742	453650	96475	26093	450467	397	1408	721414	105111	53175	554790	861	
2480	40	10	2	119	1104756	1560017	39313	5404	583079	89607	52911	452447	368	1241	454639	91205	44193	452771	338	1337	449440	85882	45369	446796	350	1211	457283	94713	24193	931528	1739	6395	653844	105287	59781	685312	879	
2542	41	1	2	378	1313648	1291946	36173	4149	552226	93216	36552	467473	411	1563	484236	92696	44392	512893	356	1723	503878	98924	33056	632123	826	2356	590353	92841	30230	459771	352	1394	457604	91193	28338	451339	331	
2542	41	2	2	93	712040	962946	34518	2254	511782	90370	28540	457975	353	1278	463726	90267	29054	567401	866	2683	659987	98239	31914	685919	857	2717	604087	104202	44924	569425	476	1564	519282	97023	47310	661013	1121	
2542	41	3	2	123	1127837	1337111	44736	5499	720708	102990	65473	513730	392	1748	520230	98885	53729	714418	855	3268	573208	99056	36388	491528	429	1817	467838	92729	47909	468253	341	1198	466031	96494	37625	463911	311	
2542	41	4	2	125	1143566	1185755	36553	1875	486223	87442	27263	465824	330	1325	470462	113284	39656	674388	820	2391	483855	91784	35839	464665	375	1271	457555	93466	26348	453956	360	1349	696116	146346	47290	737091	704	
2542	41	5	2	97	763330	967800	35184	2800	472559	87480	29289	454557	334	1373	460756	91723	26316	666131	851	3644	739592	124063	71927	605309	964	4304	497974	98168	48702	463601	368	1518	468514	98554	55058	576156	730	
2542	41	6	2	116	1238541	1333690	40513	3585	538741	94263	44482	471835	326	1134	551985	98401	44375	460937	345	1419	506334	104261	28973	580618	982	3285	504732	90540	38331	456524	370	1334	485692	95358	41577	633274	1053	
2542	41	7	2	99	954871	1139672	35897	2646	509620	92329	32797	744351	1438	4777	738714	114209	37456	571329	664	2499	525857	93349	30910	503265	448	1602	462853	91245	31318	478217	415	1345	497059	99968	31148	481831	379	
2542	41	8	2	92	720208	968407	34750	2030	556843	112662	36441	678308	942	2839	538310	101191	45623	510007	521	1662	543534	107208	45433	519623	371	1853	548005	101728	55941	521990	490	1872	535010	102304	68633	755116	1190	
2542	41	9	2	273	1377623	1135311	57934	3571	681498	102749	36761	553437	573	2042	526244	88481	35765	507073	366	1358	473320	88705	37046	463692	317	1241	530173	127752	42110	542736	720	1895	533276	151374	39344	534782	665	
2542	41	10	2	138	822407	1069656	39513	2314	622627	90826	37866	467651	370	1450	480073	93639	30172	463268	332	1400	469199	90169	33444	460926	331	1186	513718	93546	31391	469771	339	1290	510118	90715	30472	571458	904	
2604	42	1	2	92	1107474	1392320	41049	4532	607498	140396	77229	784534	1291	4278	662161	108349	61813	506399	367	1953	468932	100207	44218	462482	303	1344	468706	91088	39121	484664	468	1614	484154	97542	50969	469380	338	
2604	42	2	2	124	1070262	1419460	39196	4010	942932	102007	48468	573902	551	2070	517419	93871	41834	476413	338	1585	596619	93549	36250	482384	362	1216	495035	195196	46127	598682	695	2149	505893	89774	40692	517252	366	
2604	42	3	2	125	972135	1193927	38812	3404	517061	105423	32237	470954	323	1174	467503	95340	32246	460445	326	1280	472090	97841	31334	462877	350	1041	468723	101581	23356	601628	852	2527	633397	109136	40698	506913	642	
2604	42	4	2	103	789122	1605407	41318	3703	573565	93682	33677	476514	319	1209	475604	93680	36022	471262	365	1317	614305	100548	38400	561671	904	2605	925194	106009	45490	592487	920	3105	532475	103657	35098	546363	481	
2604	42	5	2	96	921331	1192694	41297	3164	544282	129634	44337	500836	490	1567	485924	95167	35489	475201	341	1219	477975	100208	21448	497069	379	1327	536473	96263	56817	477092	383	1354	480356	93934	59498	480268	370	
2604	42	6	2	126	1455245	1480075	44474	6161	749058	100938	64788	493435	378	1794	482692	100409	40878	462834	344	1539	479639	99499	47351	498992	385	1421	761022	99561	43235	515853	539	1799	608166	127028	80780	599728	977	
2604	42	7	2	134	1222523	1269137	37157	3024	510013	100251	33785	474875	320	1201	487713	92460	32520	474572	345	1326	481852	92441	30628	476168	384	1166	475949	87059	28951	493168	634	1756	614498	90846	29319	516642	589	
2604	42	8	2	83	735462	989003	35051	2704	565309	103812	35096	485311	334	1344	468876	96427	41667	497037	356	1386	497602	104127	47871	592284	1022	4044	575752	110034	58062	933287	1510	5013	585409	107127	68400	505324	440	
2604	42	9	2	187	1115082	1356536	37918	4892	606216	110904	55455	641370	924	3339	663884	99601	86670	619471	1122	3441	568854	99811	35064	693708	921	2704	572606	93509	52082	480156	525	1606	479952	92019	43384	525145	498	
2604	42	10	2	125	1035736	1237819	39363	2745	540193	96619	55519	600847	809	3101	531108	101103	32634	512197	420	1390	760115	99897	38814	506231	367	1554	494080	95390	30738	589053	720	2322	627761	100902	35763	517457	376	
2666	43	1	2	91	837950	1293180	38906	4195	556392	98091	53711	493452	377	1587	482375	100869	47755	577528	920	3236	625722	99492	59662	744324	1584	5457	706923	113059	95648	578855	680	2611	527427	110659	39209	504876	404	
2666	43	2	2	113	1170598	1207925	44621	3409	632319	97477	41767	493662	426	1638	520670	100364	82125	774732	905	2856	543166	95833	32101	488679	379	1416	481684	96592	33527	477135	325	1119	477909	103972	34547	483914	362	
2666	43	3	2	138	763428	1057191	36825	2006	920532	134428	45009	674467	722	2475	704856	168398	41159	534572	560	1811	528604	94255	35619	519581	340	1283	632065	111526	44094	522307	309	1423	504299	92014	54185	523587	337	
2666	43	4	2	120	1459249	1475992	38450	5505	884696	207491	80284	709567	1057	2754	634135	96874	55955	484722	502	1580	476067	94374	41960	480935	423	1471	482319	103274	39177	494359	399	1613	484699	99196	48983	467889	352	
2666	43	5	2	130	1075162	1275968	40645	3384	599953	95564	39215	480639	374	1398	510058	103560	36648	600344	922	3144	515817	96895	31475	561546	618	1855	489998	93675	28542	473408	319	1250	483980	98945	33037	473898	332	
2666	43	6	2	84	820394	1187722	39758	3687	1196057	184489	66064	776013	955	3391	560952	113707	36104	513467	369	1644	508780	109227	31953	470697	318	1197	480080	104091	29678	470868	335	1064	497442	91138	29338	491143	357	
2666	43	7	2	98	1362314	1366673	41340	5968	640755	104911	57441	509761	421	1347	504468	100814	45026	504268	363	1462	505770	120474	30398	510981	360	1229	500458	120942	46867	514896	402	1586	534557	101894	52323	678680	941	
2666	43	8	2	230	1257385	1320487	39687	3249	507190	95375	36223	468749	380	1335	508421	98519	31932	472754	350	1325	478722	98923	25982	810258	1063	3602	604325	100510	48089	554223	439	1942	577066	98646	35348	509925	446	
2666	43	9	2	92	934819	1128590	38317	2962	521391	98144	34831	481904	323	1298	486321	90499	35000	533403	376	1322	552384	98448	55108	480724	333	1896	493238	94905	47660	503289	316	1418	633909	108107	61625	518582	587	
2666	43	10	2	129	1400008	1680518	39730	5287	597841	103410	56863	486567	328	1171	488177	95406	50302	482811	355	1341	480731	103811	23319	544377	825	3070	620509	103596	34877	535852	502	1748	520682	111134	33558	671350	1004	
2728	44	1	2	128	1149894	1062638	37838	3321	728643	107768	36595	602338	763	2412	509895	102820	37436	487872	331	1212	694824	132666	31894	627689	690	2164	504723	96514	35233	503343	389	1298	701909	147314	47350	557950	565	
2728	44	2	2	98	910175	1462049	41926	3490	593643	126189	62013	571847	722	2727	783071	110286	80739	647255	1376	3167	662854	111177	63444	609372	449	2067	577327	103975	54400	498258	418	1805	482901	102010	53817	498314	441	
2728	44	3	2	128	1203216	1335293	49931	7292	1202568	118996	89839	811706	1028	3883	614921	106100	98615	678858	767	3018	894033	150917	69325	550807	594	2021	516644	100662	53363	481122	371	1361	483382	95787	44709	482340	349	
2728	44	4	2	125	1225471	1249891	40080	3128	569972	108716	35721	544178	427	1461	527090	111601	35691	539233	373	1625	670271	113797	56138	568675	612	2063	515432	98551	34892	481547	382	1231	489834	97136	25266	489199	337	
2728	44	5	2	90	856679	1289918	39479	5194	655487	97707	49592	497722	341	1222	521078	93062	63450	669703	1040	19175	835242	112669	63848	977906	1266	4537	700291	108069	63553	494751	410	2233	490524	99624	78274	608347	1014	
2728	44	6	2	118	1135770	1276266	39619	3589	782161	107738	38968	553102	482	1859	505450	104490	36561	501778	397	1293	507867	100115	40009	495074	367	1283	497914	95079	31484	743484	746	2923	580867	107144	42183	516197	440	
2728	44	7	2	93	838925	1167520	43428	3130	759463	108300	44759	570287	535	1641	500716	115874	42170	561548	368	1421	492110	102439	50159	484496	360	1472	487957	209723	107878	1007613	1336	4887	760938	111315	82629	591291	653	
2728	44	8	2	129	1225493	1253195	38742	4175	574263	100201	47831	492417	387	1374	489480	106565	21736	479606	346	1425	629585	105263	57411	786373	985	3347	530988	100644	52757	481924	386	1592	559793	102756	44138	497643	497	
2728	44	9	2	212	1505439	1343881	38461	3471	580456	110821	34061	526312	363	1774	866227	102152	39532	677556	933	3250	542574	106500	74658	792311	1145	3709	764220	108629	46989	573929	711	2653	688634	105268	41095	808311	1577	
2728	44	10	2	94	1138230	1538361	42513	4658	736921	120296	44559	761045	841	3200	711942	111641	52645	742249	881	4123	980282	213519	67318	670503	876	2922	590941	99710	45187	557085	436	1606	689311	124364	37083	654231	687	
2790	45	1	2	119	913670	1194222	40813	2674	560944	105962	37819	700464	759	2450	653129	119164	50852	568146	511	2054	667248	120636	41970	515937	476	1406	520344	182549	50435	600016	781	2949	635196	99446	38139	528845	471	
2790	45	2	2	91	792342	1046150	38549	2657	654468	106856	35914	524128	399	1732	653410	115498	63848	638899	884	2724	537804	97203	35050	589994	822	2587	1008136	114101	41957	629884	785	2564	582736	103511	39280	500242	431	
2790	45	3	2	91	803319	1244762	43342	3709	603073	120838	34739	674448	645	2191	572188	156947	36201	549295	677	1778	669687	100524	48176	521628	456	1656	531358	120370	45884	546618	366	1683	516724	102712	59372	495778	360	
2790	45	4	2	124	1251287	1526212	45537	5934	941845	113271	91219	748930	796	2987	567347	101807	54377	499795	399	1482	495820	109295	45415	492372	360	1137	491534	107291	31537	496618	367	6911	503838	97353	44978	486937	347	
2790	45	5	2	125	1164282	1500213	42449	3575	964407	113059	48849	618813	664	2639	556489	100759	38197	496945	337	1323	502452	106512	32912	491592	325	1272	509005	101962	34691	530909	417	1461	540510	98618	35599	518608	347	
2790	45	6	2	99	887679	1755740	43489	3605	612620	107495	39260	505396	380	1277	518325	112100	65030	514626	705	1673	500178	103553	50790	538533	349	1503	531392	110717	43344	523667	364	1566	530338	156704	77458	582308	693	
2790	45	7	2	126	1342662	1760947	43134	5332	703084	103992	64750	520862	451	1579	507707	100777	55009	546096	515	1986	716748	124752	61555	576889	462	1880	565575	108074	56150	575399	449	1746	756455	108085	55138	705755	912	
2790	45	8	2	221	1369793	1394639	43557	3178	638223	102147	40571	526577	392	1429	518567	102876	37255	533945	346	1434	547721	110589	39315	592756	605	1988	610387	159602	46253	712177	901	2547	643697	134063	45096	603382	552	
2790	45	9	2	137	1297895	1712245	42010	4947	692695	111413	67039	537871	473	1608	502807	96854	51027	520594	423	1557	1100737	125728	59978	648748	806	2330	540469	108971	57080	487164	341	1297	489450	105466	49348	484767	411	
2790	45	10	2	116	1118360	1199998	41605	2489	560315	109690	34327	723372	2605	3033	882487	121617	43946	563198	582	1784	604296	116232	39130	592158	640	2210	539867	98135	34530	511928	361	1230	512234	107822	26626	513395	314	
2852	46	1	2	92	900349	1536815	53457	2665	858687	112243	48134	666451	802	2791	683169	105319	52784	595843	459	1803	555321	113489	39332	530224	351	1212	545934	118381	40393	674354	808	2671	578575	113104	45346	542932	420	
2852	46	2	2	91	855543	1491158	45350	3545	574687	108366	41180	525328	351	1315	509804	105386	38818	501278	328	1370	512265	103208	32630	498352	349	1214	495584	105803	34301	610006	1234	2014	609310	121313	71298	517903	397	
2852	46	3	2	414	1478551	2005196	64856	7565	1141450	122986	87513	641984	470	1973	582580	100775	70497	558326	423	1484	589639	109104	60669	646895	797	3099	722515	180761	73549	657387	895	2794	631464	114799	66170	518499	439	
2852	46	4	2	129	1145538	1261323	40704	1825	528276	106655	34289	513575	391	1243	532132	100737	31851	763099	931	3227	807935	127636	54845	891658	1326	4362	762093	167194	86727	699913	812	2802	534866	110775	39425	496333	377	
2852	46	5	2	90	801240	1054563	41498	2321	526622	105926	31453	491212	320	1111	751721	159844	51079	661037	804	2698	645215	116399	43938	509796	470	1593	514216	104641	36559	507594	361	1225	530718	111556	60388	516029	384	
2852	46	6	2	121	1430896	1571325	60910	7289	999470	127996	99285	860461	940	3404	673828	104088	72575	541887	411	1651	533919	107816	61540	510963	419	1748	522503	101925	52220	508176	409	1598	528800	113405	36616	534414	455	
2852	46	7	2	136	1420849	1454552	47857	3521	652686	100673	36093	511620	332	1316	514916	100506	38118	508596	330	1209	516142	110834	24797	644512	469	1974	549171	113994	36570	536826	361	1336	541489	162255	44468	731895	755	
2852	46	8	2	102	1097847	1685788	46311	3958	604492	104519	35668	532012	328	1307	558200	98822	31833	509976	376	1586	546509	103937	42071	550710	298	1141	531270	102832	44408	529526	362	1095	708570	111690	67290	717566	1140	
2852	46	9	2	132	1328628	1467869	42818	3492	569497	108025	51614	504903	352	1167	518274	108492	46801	503811	311	1382	506754	109490	39761	495613	381	1326	658446	112780	94737	636687	796	2622	523049	103598	43067	512256	391	
2852	46	10	2	373	1334658	1433839	44160	2499	564148	107659	30799	602008	1155	3344	596214	116334	29124	530822	511	1886	587268	100513	40544	599384	734	2758	526684	101280	34457	521054	389	1310	503543	111846	23266	496688	401	
2914	47	1	2	91	900452	1337227	42844	4021	644179	105285	58754	516731	309	1447	514659	104082	42786	640343	609	2604	592496	155810	91222	540208	572	2070	530883	106987	53621	655910	839	3035	713591	123065	55811	543009	522	
2914	47	2	2	115	1233088	1448578	42848	3056	582413	178027	57993	641353	639	2573	618051	106451	49340	529824	560	2135	612117	116798	61474	674663	1062	3243	586996	116197	44952	507923	318	1284	512975	112546	23834	512511	390	
2914	47	3	2	129	996326	1295666	62216	3659	709646	115284	45305	631805	668	2460	572368	108928	38337	569077	464	1694	599237	148785	68994	557185	486	1584	529872	97449	33852	514318	334	1283	536014	108060	36095	508197	344	
2914	47	4	2	98	1054729	1850892	50422	5463	919210	138538	88420	685891	712	2001	644050	121945	77579	643137	372	2222	629015	119521	77177	584670	331	1553	625921	115285	72372	726558	931	3328	621142	103893	66403	536475	479	
2914	47	5	2	127	1315346	1313361	39372	2261	749368	116809	38729	565746	454	1785	555366	102075	30247	548098	316	1447	569094	109608	34727	675258	789	2898	623541	105237	34437	536917	384	1548	538600	107638	32391	515150	345	
2914	47	6	2	97	826624	1076972	39432	2146	577333	101027	34134	534395	358	1184	619643	127389	47649	506234	671	1368	507052	105379	51275	702750	1168	3687	582546	107509	49931	538529	393	1332	528475	113144	49421	636059	877	
2914	47	7	2	117	1515305	1636986	54186	3636	635665	110823	65818	595856	926	3347	593284	103496	57353	520199	430	1449	524451	107232	47539	517874	388	1233	515877	103989	47313	513096	358	1265	518378	112889	33826	512883	334	
2914	47	8	2	126	1186854	1301592	41557	2190	628078	108661	46351	591866	485	1788	550169	102257	32826	505267	360	1369	508327	101966	36440	502238	352	1164	514334	110716	32883	510040	316	1049	516965	102298	31448	648092	908	
2914	47	9	2	199	914900	1591163	44205	3496	680100	112404	35568	571743	437	1500	548420	109110	37651	517630	390	1620	525734	107854	36384	512293	388	1177	517473	100810	37012	526681	381	1479	551564	115980	32236	537367	322	
2914	47	10	2	90	968841	1482609	46600	4943	688440	105740	59508	539111	376	1375	536811	103749	66603	530419	336	1908	563680	112665	73509	675333	1031	3087	550664	107169	65736	544653	348	1645	635807	170075	74537	595314	572	
2976	48	1	2	125	1403237	1482483	49959	1890	593369	111914	37753	567621	343	1213	631952	109670	44801	585180	347	1522	606031	111862	40182	555888	352	1358	613347	103440	38632	534155	327	1368	577330	115170	35813	520688	375	
2976	48	2	2	96	841099	1209451	42414	2229	549428	109165	34434	529455	371	1181	555636	108538	39964	529315	420	1498	578575	126640	45495	603131	379	2062	735537	120951	72097	603022	376	1625	574442	112633	63878	548938	349	
2976	48	3	2	119	1289846	1692288	66447	4229	805256	146011	72263	600022	390	2444	556683	101830	49325	531449	326	1521	529451	110574	46878	566816	412	1721	589734	114296	59103	650159	812	2572	561175	108161	59159	623999	821	
2976	48	4	2	117	1234272	1453055	42339	3724	578682	164700	49453	704326	902	2690	581426	110405	42285	517700	358	1365	524625	114183	35064	519755	319	1088	522456	115807	33615	554851	376	1075	562376	121549	39495	578761	319	
2976	48	5	2	137	1278095	1703020	45325	4738	665675	110785	52923	635861	604	1869	612883	110348	56883	586508	331	1742	602857	110938	50636	554037	339	1356	552215	106068	45653	530771	429	1303	616689	109590	68925	637597	767	
2976	48	6	2	126	1193986	1268606	41667	2681	574130	110065	31252	563214	352	1119	599777	102008	32768	514487	358	1202	543318	105950	33568	564292	381	1023	565864	112511	24998	515910	337	1039	553407	106378	33619	529698	345	
2976	48	7	2	65	839461	1122705	40518	2205	593598	97813	31662	555440	350	1111	540688	108240	30717	613391	467	1878	613675	102571	43286	516899	320	1521	541434	103101	48190	565774	357	1127	570899	110401	39404	516053	307	
2976	48	8	2	137	1144475	1290324	42132	3198	655547	107365	43557	560411	402	1040	596022	122272	56420	541779	319	1323	569692	98939	49142	541695	497	1248	568987	102394	45819	517491	355	1230	568045	103804	49125	538814	318	
2976	48	9	2	206	1154123	1275864	42061	3260	723269	111675	55037	580199	406	1503	615390	100912	61857	547502	370	1439	566920	110109	56217	554444	308	1118	782078	112187	71379	590407	437	1693	567292	121261	61384	560506	428	
2976	48	10	2	125	1322939	1371590	42807	2041	591795	109676	37542	555826	358	1279	556114	100470	38495	526809	322	1124	556363	120964	42293	600180	449	1581	548818	117886	36134	541778	343	1176	550831	114171	35099	548820	378	
3038	49	1	2	98	885000	1114641	41020	2073	590576	104800	30432	524529	340	1018	556705	106612	31661	548890	388	1403	845835	133658	48019	708379	683	2337	613128	122496	70582	577984	366	1337	572980	122571	50197	573746	354	
3038	49	2	2	331	1280444	1497731	46271	5117	800516	116742	78889	538283	366	1223	638148	123627	75305	574869	619	1839	582402	112613	54580	544344	408	1287	559880	105501	52042	555763	380	1409	582641	102675	46682	530117	362	
3038	49	3	2	124	1140875	1251606	40391	1609	596960	162102	51124	592569	584	1623	615547	106408	42672	548235	359	1167	595339	122935	40266	563213	343	1173	594970	105631	40240	571409	339	1157	591248	107121	40991	578499	359	
3038	49	4	2	129	1011018	1749982	55105	3291	756334	112849	64541	712232	932	2440	604777	105097	50314	556399	395	1514	581608	107354	53667	533976	384	1358	664239	111965	52190	565704	390	1569	586759	100771	52377	596959	428	
3038	49	5	2	206	1431648	1613701	42769	3497	690733	107748	60699	651872	639	2385	566279	108374	56039	528251	366	1599	544761	128852	41709	584826	342	1260	589045	116808	50932	667410	767	2156	626257	113350	47644	537268	554	
3038	49	6	2	125	1153188	1250343	41711	2383	589093	114353	38469	533424	330	1323	534144	109987	34410	522801	337	1320	526250	108642	32929	645467	599	1983	719650	117497	43432	545978	484	1665	580807	120827	44946	569193	404	
3038	49	7	2	98	959949	1598988	47185	4327	734211	115347	70768	656225	333	1974	581422	109816	99176	742456	1092	3648	753362	109865	64943	690557	800	2883	585431	107950	52913	552191	361	1080	533475	115311	49830	564179	416	
3038	49	8	2	263	1230913	1323999	68944	3439	1049387	110692	41490	545145	513	1649	544658	103810	38654	531120	318	1336	527985	115207	34478	524099	344	1256	523893	107824	37951	519255	368	1155	536787	110198	36824	525403	350	
3038	49	9	2	89	863438	1342507	51687	2143	656087	111027	37484	561597	411	1548	560078	111174	34534	607143	396	1320	599980	113676	49017	527312	354	1115	550665	115582	54814	549508	342	1134	604505	112303	43532	562145	358	
3038	49	10	2	116	1341649	1733825	52219	5034	736762	116977	72683	579542	390	1738	562705	112636	64173	548653	335	1527	556946	112640	56454	546332	346	1415	551978	112059	54795	539076	341	1427	709587	118943	50438	587324	508	
