size	variability	time
2790	2	1751.364324
2821	2	1799.61535
2852	2	1850.806896
2883	2	1846.471802
2914	2	1915.715081
2945	2	1964.395995
2976	2	2045.231361
3007	2	2029.473244
3038	2	2057.906778
3069	2	2132.783059
3100	2	2172.615153
0	2	0.0218
31	2	0.324999
62	2	0.798997
93	2	1.586595
124	2	2.746992
155	2	4.132987
186	2	5.867283
217	2	8.080976
248	2	10.367169
279	2	13.513361
310	2	16.509652
341	2	20.050541
372	2	24.16683
403	2	30.206413
434	2	33.330904
465	2	39.045688
496	2	45.583272
527	2	51.662955
558	2	57.843539
589	2	66.886115
620	2	72.931602
651	2	79.209587
682	2	88.056768
713	2	98.052546
744	2	104.373534
775	2	114.743615
806	2	125.692295
837	2	139.361871
868	2	149.082958
899	2	163.929135
930	2	178.592216
961	2	189.942208
992	2	208.680989
1023	2	222.311283
1054	2	228.363793
1085	2	244.72299
1116	2	263.795887
1147	2	275.202399
1178	2	292.244309
1209	2	308.532827
1240	2	331.478341
1271	2	335.37388
1302	2	364.432703
1333	2	376.207745
1364	2	396.791088
1395	2	409.055941
1426	2	442.912093
1457	2	444.019162
1488	2	466.43093
1519	2	478.930108
1550	2	501.468691
1581	2	521.724083
1612	2	555.510697
1643	2	593.839823
1674	2	618.249448
1705	2	634.585875
1736	2	659.240319
1767	2	686.547576
1798	2	719.456152
1829	2	733.113504
1860	2	772.379611
1891	2	803.689113
1922	2	830.201814
1953	2	869.263954
1984	2	904.363795
2015	2	922.893197
2046	2	943.275209
2077	2	981.20918
2108	2	1015.319746
2139	2	1046.752508
2170	2	1070.622449
2201	2	1098.293707
2232	2	1134.702302
2263	2	1188.363376
2294	2	1175.090773
2325	2	1240.784006
2356	2	1293.554491
2387	2	1291.004528
2418	2	1348.854942
2449	2	1382.512246
2480	2	1411.150926
2511	2	1450.000354
2542	2	1506.299972
2573	2	1519.49757
2604	2	1543.77672
2635	2	1585.894763
2666	2	1637.039554
2697	2	1641.367288
2728	2	1711.533779
2759	2	1768.315298
2790	2	1806.592209
2821	2	1804.588989
2852	2	1846.567814
2883	2	1883.028705
2914	2	1925.703029
2945	2	1988.535767
2976	2	2008.343452
3007	2	2030.988548
3038	2	2082.366411
3069	2	2117.611814
3100	2	2193.707926
0	2	0.021
31	2	0.321502
62	2	0.829904
93	2	1.625207
124	2	2.666312
155	2	4.31412
186	2	6.081229
217	2	8.092838
248	2	10.980252
279	2	14.001766
310	2	16.693779
341	2	20.176196
372	2	24.891917
403	2	28.382434
434	2	34.140061
465	2	40.02959
496	2	45.510215
527	2	52.427148
558	2	59.457882
589	2	65.29781
620	2	74.922856
651	2	81.128586
682	2	87.765618
713	2	110.141725
744	2	106.90131
775	2	121.743582
806	2	127.127909
837	2	140.462173
868	2	153.396737
899	2	181.176472
930	2	173.360036
961	2	186.289202
992	2	199.394567
1023	2	221.105175
1054	2	230.549124
1085	2	245.520901
1116	2	260.341577
1147	2	277.412665
1178	2	296.342163
1209	2	310.051237
1240	2	322.760205
1271	2	352.80306
1302	2	360.678707
1333	2	370.068061
1364	2	388.886264
1395	2	410.021878
1426	2	429.355985
1457	2	442.966764
1488	2	461.176767
1519	2	476.456056
1550	2	502.500801
1581	2	540.073008
1612	2	560.296226
1643	2	604.16017
1674	2	601.276668
1705	2	623.4398
1736	2	654.945282
1767	2	685.049959
1798	2	715.450039
1829	2	745.136315
1860	2	767.636355
1891	2	806.148382
1922	2	832.540846
1953	2	857.286401
1984	2	890.541504
2015	2	915.270161
2046	2	938.581511
2077	2	973.038624
2108	2	1007.407037
2139	2	1066.54879
2170	2	1062.883791
2201	2	1109.046972
2232	2	1143.632791
2263	2	1173.380481
2294	2	1211.44672
2325	2	1230.675652
2356	2	1271.98901
2387	2	1306.379428
2418	2	1330.89679
2449	2	1396.62409
2480	2	1430.781107
2511	2	1447.334723
2542	2	1487.610376
2573	2	1512.935141
2604	2	1596.146345
2635	2	1600.91389
2666	2	1620.25222
2697	2	1648.922503
2728	2	1718.89643
2759	2	1725.683484
2790	2	1790.311979
2821	2	1793.454711
2852	2	1843.370118
2883	2	1891.345613
2914	2	1926.597133
2945	2	1953.635303
2976	2	1988.46872
3007	2	2092.141845
3038	2	2063.18348
3069	2	2122.976737
3100	2	2167.734896
0	2	0.0219
31	2	0.314801
62	2	0.838804
93	2	1.568107
124	2	2.897412
155	2	4.338117
186	2	5.947924
217	2	7.870232
248	2	10.748044
279	2	13.235353
310	2	16.346566
341	2	20.886584
372	2	23.838396
403	2	28.398314
434	2	33.500935
465	2	40.433263
496	2	44.978782
527	2	52.908913
558	2	57.392433
589	2	69.837983
620	2	74.452503
651	2	80.789129
682	2	87.959758
713	2	96.562794
744	2	108.481844
775	2	117.715083
806	2	125.695117
837	2	138.684872
868	2	147.886312
899	2	163.140378
930	2	177.60714
961	2	185.550076
992	2	202.892951
1023	2	217.179615
1054	2	235.092495
1085	2	244.372539
1116	2	263.404025
1147	2	285.491326
1178	2	289.57985
1209	2	305.502925
1240	2	322.563907
1271	2	351.300541
1302	2	354.889565
1333	2	371.176947
1364	2	397.306273
1395	2	414.939863
1426	2	428.677036
1457	2	453.628661
1488	2	465.036527
1519	2	478.700703
1550	2	504.678637
1581	2	548.847059
1612	2	548.748175
1643	2	573.055907
1674	2	605.263477
1705	2	630.99222
1736	2	666.701712
1767	2	681.186904
1798	2	711.889076
1829	2	741.922246
1860	2	775.011634
1891	2	794.351754
1922	2	836.856991
1953	2	857.471722
1984	2	907.055199
2015	2	935.320871
2046	2	941.598931
2077	2	1002.741373
2108	2	999.655086
2139	2	1063.665548
2170	2	1093.777335
2201	2	1106.40463
2232	2	1140.035936
2263	2	1183.052193
2294	2	1212.007576
2325	2	1228.300092
2356	2	1269.162039
2387	2	1305.954265
2418	2	1336.463258
2449	2	1368.866061
2480	2	1400.002756
2511	2	1438.14929
2542	2	1475.721721
2573	2	1518.936883
2604	2	1555.748609
2635	2	1586.736403
2666	2	1620.760014
2697	2	1651.333604
2728	2	1689.385036
2759	2	1729.228977
2790	2	1748.728804
2821	2	1815.223594
2852	2	1848.810499
2883	2	1867.813921
2914	2	1943.903964
2945	2	1975.316955
2976	2	1983.599314
3007	2	2036.946527
3038	2	2065.857502
3069	2	2095.072211
3100	2	2153.684942
0	2	0.0221
31	2	0.286501
62	2	0.787905
93	2	1.645711
124	2	2.830918
155	2	4.068525
186	2	5.875936
217	2	7.92165
248	2	10.461566
279	2	13.289483
310	2	16.457903
341	2	21.552936
372	2	24.364853
403	2	29.118983
434	2	33.968113
465	2	41.763662
496	2	44.955882
527	2	51.221521
558	2	60.120377
589	2	67.161621
620	2	74.666668
651	2	81.152008
682	2	89.108058
713	2	97.193209
744	2	106.672567
775	2	115.037719
806	2	128.572504
837	2	136.084751
868	2	150.268439
899	2	167.949448
930	2	172.618976
961	2	189.063078
992	2	200.84245
1023	2	226.033607
1054	2	230.071931
1085	2	243.621914
1116	2	256.077289
1147	2	275.386407
1178	2	293.691018
1209	2	306.001393
1240	2	323.251498
1271	2	339.199594
1302	2	358.134908
1333	2	400.228864
1364	2	392.831716
1395	2	410.823623
1426	2	424.673904
1457	2	437.702481
1488	2	458.020402
1519	2	475.764006
1550	2	506.366189
1581	2	533.372149
1612	2	572.839585
1643	2	573.520183
1674	2	604.839668
1705	2	696.263715
1736	2	660.326092
1767	2	683.613726
1798	2	713.104397
1829	2	757.785961
1860	2	772.653642
1891	2	804.801529
1922	2	824.505638
1953	2	866.916085
1984	2	893.136134
2015	2	914.681554
2046	2	951.914168
2077	2	979.271523
2108	2	1012.416812
2139	2	1047.21091
2170	2	1075.605469
2201	2	1113.838987
2232	2	1153.765315
2263	2	1177.242045
2294	2	1203.046489
2325	2	1233.571661
2356	2	1284.12355
2387	2	1304.973065
2418	2	1382.041109
2449	2	1394.598974
2480	2	1404.393525
2511	2	1431.449275
2542	2	1478.191842
2573	2	1515.513154
2604	2	1555.758681
2635	2	1574.903187
2666	2	1664.843604
2697	2	1645.615787
2728	2	1690.16944
2759	2	1735.445799
2790	2	1782.153565
2821	2	1833.312158
2852	2	1832.550648
2883	2	1895.317509
2914	2	1908.12558
2945	2	1976.807674
2976	2	1980.820694
3007	2	2040.338736
3038	2	2079.47456
3069	2	2115.965569
3100	2	2163.254679
0	2	0.0196
31	2	0.315602
62	2	0.797005
93	2	1.58241
124	2	2.892318
155	2	4.292227
186	2	6.034338
217	2	8.226952
248	2	10.614067
279	2	13.392985
310	2	16.554505
341	2	19.857026
372	2	24.008753
403	2	29.331187
434	2	34.217318
465	2	40.762359
496	2	48.352207
527	2	53.51574
558	2	58.700773
589	2	65.704317
620	2	75.994282
651	2	79.725606
682	2	87.043052
713	2	94.832101
744	2	111.005104
775	2	113.370319
806	2	124.366188
837	2	137.769172
868	2	151.68256
899	2	162.652629
930	2	181.639149
961	2	189.633298
992	2	205.127494
1023	2	217.438171
1054	2	230.386452
1085	2	245.843248
1116	2	263.629259
1147	2	279.198355
1178	2	295.261454
1209	2	305.058014
1240	2	326.481646
1271	2	340.599032
1302	2	356.312828
1333	2	379.817673
1364	2	385.130103
1395	2	410.049755
1426	2	427.995564
1457	2	447.13718
1488	2	463.046575
1519	2	505.937337
1550	2	502.471511
1581	2	527.059859
1612	2	549.206592
1643	2	584.616105
1674	2	608.201745
1705	2	634.2634
1736	2	673.959138
1767	2	692.757948
1798	2	729.400066
1829	2	740.99533
1860	2	766.61378
1891	2	802.897094
1922	2	832.041465
1953	2	853.059185
1984	2	907.66641
2015	2	924.848106
2046	2	941.823301
2077	2	974.34969
2108	2	1000.598841
2139	2	1035.101841
2170	2	1072.232357
2201	2	1097.252899
2232	2	1145.505082
2263	2	1166.690402
2294	2	1254.996623
2325	2	1257.755031
2356	2	1281.493665
2387	2	1311.546637
2418	2	1360.495622
2449	2	1360.235613
2480	2	1454.511169
2511	2	1436.124152
2542	2	1480.790311
2573	2	1519.528534
2604	2	1552.538424
2635	2	1597.103283
2666	2	1624.550439
2697	2	1646.345763
2728	2	1693.511038
2759	2	1734.374975
2790	2	1769.804479
2821	2	1833.741454
2852	2	1846.998327
2883	2	1889.945177
2914	2	1914.075416
2945	2	1949.377122
2976	2	2007.599762
3007	2	2029.189986
3038	2	2083.089702
3069	2	2142.69485
3100	2	2216.216543
0	2	0.0206
31	2	0.308302
62	2	0.831904
93	2	1.577607
124	2	2.775014
155	2	4.327321
186	2	5.778728
217	2	8.031439
248	2	10.950753
279	2	13.839067
310	2	16.812782
341	2	19.868596
372	2	24.63772
403	2	29.022541
434	2	34.229767
465	2	41.519902
496	2	44.988919
527	2	51.909753
558	2	62.475405
589	2	65.942122
620	2	86.05882
651	2	79.88019
682	2	92.783454
713	2	97.526277
744	2	107.659227
775	2	114.136059
806	2	127.384325
837	2	137.988478
868	2	149.665737
899	2	161.532997
930	2	177.644877
961	2	189.93284
992	2	202.932105
1023	2	229.707041
1054	2	234.665567
1085	2	246.865431
1116	2	259.216095
1147	2	273.845971
1178	2	291.955565
1209	2	302.950924
1240	2	320.581117
1271	2	340.609322
1302	2	355.1492
1333	2	375.923511
1364	2	393.226705
1395	2	419.335143
1426	2	425.640082
1457	2	448.275204
1488	2	464.225594
1519	2	478.446174
1550	2	502.377806
1581	2	534.440781
1612	2	564.653547
1643	2	586.018968
1674	2	604.092973
1705	2	630.683424
1736	2	661.650097
1767	2	725.136245
1798	2	719.85103
1829	2	749.4915
1860	2	795.48656
1891	2	809.129646
1922	2	832.018783
1953	2	854.041616
1984	2	896.313959
2015	2	916.021481
2046	2	950.158482
2077	2	978.616653
2108	2	1018.557686
2139	2	1051.479782
2170	2	1084.089777
2201	2	1105.30151
2232	2	1183.473958
2263	2	1175.833331
2294	2	1205.11781
2325	2	1235.092291
2356	2	1268.662194
2387	2	1316.868278
2418	2	1331.752076
2449	2	1406.860712
2480	2	1412.954761
2511	2	1440.56303
2542	2	1509.640233
2573	2	1521.057411
2604	2	1566.314879
2635	2	1597.444768
2666	2	1620.139108
2697	2	1662.397859
2728	2	1703.967107
2759	2	1730.005065
2790	2	1768.585194
2821	2	1830.209855
2852	2	1893.075023
2883	2	1885.519988
2914	2	1927.921038
2945	2	1969.536983
2976	2	2011.372629
3007	2	2013.052145
3038	2	2084.932863
3069	2	2141.508693
3100	2	2163.887307

0	3	0.018999
31	3	0.333695
62	3	0.961088
93	3	4.312544
124	3	3.777551
155	3	4.946137
186	3	6.693014
217	3	9.511878
248	3	11.888848
279	3	15.865797
310	3	18.942959
341	3	23.681599
372	3	35.271955
403	3	33.328679
434	3	39.08291
465	3	44.426046
496	3	52.48565
527	3	58.032992
558	3	68.346171
589	3	73.257624
620	3	92.204912
651	3	93.808409
682	3	101.621343
713	3	107.675591
744	3	124.850429
775	3	127.688534
806	3	144.340695
837	3	163.158851
868	3	168.185953
899	3	184.186654
930	3	210.325187
961	3	220.669886
992	3	235.291956
1023	3	246.850771
1054	3	265.95854
1085	3	284.383749
1116	3	292.55744
1147	3	314.689977
1178	3	333.732353
1209	3	354.287159
1240	3	375.599883
1271	3	388.096875
1302	3	415.585551
1333	3	425.932094
1364	3	443.972361
1395	3	457.403053
1426	3	490.857375
1457	3	499.809133
1488	3	518.997522
1519	3	548.18707
1550	3	571.400748
1581	3	598.27659
1612	3	628.12609
1643	3	662.085868
1674	3	678.422399
1705	3	711.290183
1736	3	758.58662
1767	3	784.572764
1798	3	816.104896
1829	3	847.939484
1860	3	869.260693
1891	3	902.781183
1922	3	941.038377
1953	3	984.964204
1984	3	1033.897664
2015	3	1029.164889
2046	3	1075.757688
2077	3	1128.053738
2108	3	1158.59077
2139	3	1190.963262
2170	3	1218.339788
2201	3	1253.185561
2232	3	1308.475765
2263	3	1339.126109
2294	3	1374.200452
2325	3	1411.116745
2356	3	1426.94058
2387	3	1489.028356
2418	3	1522.152384
2449	3	1573.36764
2480	3	1625.010223
2511	3	1677.499636
2542	3	1670.990478
2573	3	1720.454899
2604	3	1749.112086
2635	3	1797.694474
2666	3	1857.766362
2697	3	1868.805138
2728	3	1905.024964
2759	3	1948.882082
2790	3	2002.419955
2821	3	2028.635754
2852	3	2101.005626
2883	3	2112.103566
2914	3	2199.389439
2945	3	2211.965476
2976	3	2250.557735
3007	3	2302.995779
3038	3	2342.133052
3069	3	2376.917112
3100	3	2449.425855
0	3	0.019099
31	3	0.348183
62	3	0.939157
93	3	1.863014
124	3	3.055658
155	3	4.896573
186	3	6.892081
217	3	9.221672
248	3	12.092538
279	3	15.435684
310	3	18.623638
341	3	23.835797
372	3	27.568028
403	3	33.410763
434	3	39.97486
465	3	44.367763
496	3	50.728784
527	3	62.197368
558	3	67.79363
589	3	72.898408
620	3	83.376955
651	3	117.758154
682	3	104.391276
713	3	112.098575
744	3	119.853277
775	3	129.033624
806	3	140.033099
837	3	152.578632
868	3	170.634448
899	3	187.044768
930	3	200.789015
961	3	221.18591
992	3	236.869328
1023	3	241.461996
1054	3	265.78885
1085	3	282.403404
1116	3	294.364292
1147	3	310.180654
1178	3	329.259943
1209	3	350.01212
1240	3	363.411281
1271	3	384.558647
1302	3	402.425026
1333	3	419.667707
1364	3	439.574325
1395	3	461.43526
1426	3	488.165604
1457	3	515.864093
1488	3	520.597438
1519	3	544.773835
1550	3	580.452714
1581	3	604.827862
1612	3	635.781622
1643	3	653.263655
1674	3	694.852285
1705	3	718.24133
1736	3	769.334586
1767	3	779.994264
1798	3	808.189732
1829	3	862.492448
1860	3	872.296901
1891	3	898.804883
1922	3	930.639279
1953	3	979.940903
1984	3	1005.416671
2015	3	1040.065933
2046	3	1082.368937
2077	3	1111.194563
2108	3	1156.507583
2139	3	1195.250476
2170	3	1224.136713
2201	3	1257.001177
2232	3	1333.379866
2263	3	1332.102913
2294	3	1349.207078
2325	3	1395.468288
2356	3	1439.101208
2387	3	1497.682964
2418	3	1570.216643
2449	3	1564.492954
2480	3	1604.718502
2511	3	1614.518061
2542	3	1665.51029
2573	3	1720.747978
2604	3	1778.341501
2635	3	1779.867363
2666	3	1828.142753
2697	3	1891.771221
2728	3	1917.215586
2759	3	2012.540362
2790	3	2017.780802
2821	3	2034.246442
2852	3	2108.853201
2883	3	2106.232397
2914	3	2191.768991
2945	3	2283.029771
2976	3	2244.027883
3007	3	2275.337859
3038	3	2338.620263
3069	3	2388.96008
3100	3	2451.962972
0	3	0.0186
31	3	0.341192
62	3	0.911979
93	3	1.861058
124	3	3.082131
155	3	4.667095
186	3	6.868646
217	3	9.450089
248	3	11.906734
279	3	15.182861
310	3	18.764983
341	3	23.80227
372	3	28.104476
403	3	34.014545
434	3	37.867062
465	3	46.056084
496	3	51.556166
527	3	59.055009
558	3	64.861486
589	3	74.455886
620	3	86.473937
651	3	91.944031
682	3	103.223909
713	3	108.750706
744	3	119.986692
775	3	127.889451
806	3	142.131792
837	3	159.594073
868	3	171.551675
899	3	183.300185
930	3	201.181293
961	3	214.349102
992	3	229.747589
1023	3	248.80302
1054	3	261.054385
1085	3	284.937068
1116	3	294.687112
1147	3	312.083551
1178	3	356.449761
1209	3	346.13188
1240	3	369.490585
1271	3	383.75495
1302	3	403.997148
1333	3	419.264146
1364	3	458.380438
1395	3	462.300044
1426	3	492.750723
1457	3	516.533929
1488	3	521.043473
1519	3	544.079334
1550	3	568.539013
1581	3	601.070145
1612	3	622.911329
1643	3	658.437127
1674	3	682.111461
1705	3	716.275755
1736	3	741.787549
1767	3	777.604418
1798	3	804.488783
1829	3	870.107707
1860	3	874.535045
1891	3	910.319194
1922	3	983.440891
1953	3	1005.178167
1984	3	1010.910575
2015	3	1044.083465
2046	3	1134.448788
2077	3	1127.518741
2108	3	1153.634315
2139	3	1186.464613
2170	3	1264.723129
2201	3	1276.282224
2232	3	1296.776343
2263	3	1345.169965
2294	3	1369.768209
2325	3	1400.775482
2356	3	1435.169474
2387	3	1518.782848
2418	3	1504.87538
2449	3	1558.916406
2480	3	1597.201138
2511	3	1641.066705
2542	3	1627.796046
2573	3	1703.019734
2604	3	1760.100296
2635	3	1820.930093
2666	3	1851.920036
2697	3	1857.706542
2728	3	1921.124441
2759	3	1975.590257
2790	3	1995.966445
2821	3	2053.569871
2852	3	2081.109194
2883	3	2110.996923
2914	3	2166.415193
2945	3	2197.613305
2976	3	2248.524806
3007	3	2296.396663
3038	3	2350.608342
3069	3	2379.479195
3100	3	2442.11727
0	3	0.0195
31	3	0.332398
62	3	0.920093
93	3	1.839186
124	3	3.239176
155	3	4.923464
186	3	6.75395
217	3	9.54223
248	3	14.82319
279	3	15.590185
310	3	19.121359
341	3	22.590734
372	3	27.083602
403	3	31.866067
434	3	39.430913
465	3	47.597155
496	3	50.282237
527	3	60.232767
558	3	66.468726
589	3	73.811377
620	3	83.044216
651	3	93.946548
682	3	100.593607
713	3	108.198565
744	3	122.48178
775	3	129.182746
806	3	149.207327
837	3	154.917308
868	3	169.816033
899	3	182.22798
930	3	201.19819
961	3	213.823847
992	3	228.285194
1023	3	252.1861
1054	3	260.7409
1085	3	282.490632
1116	3	297.022912
1147	3	313.372397
1178	3	326.042503
1209	3	345.204686
1240	3	362.129293
1271	3	381.027604
1302	3	411.344879
1333	3	421.605847
1364	3	437.488799
1395	3	462.379837
1426	3	480.887609
1457	3	502.643583
1488	3	521.62238
1519	3	557.669952
1550	3	566.050497
1581	3	598.569517
1612	3	628.181561
1643	3	657.358426
1674	3	689.872105
1705	3	719.013111
1736	3	739.980429
1767	3	781.450771
1798	3	813.961435
1829	3	850.193717
1860	3	880.232315
1891	3	907.437824
1922	3	947.926675
1953	3	973.43561
1984	3	998.237153
2015	3	1044.542869
2046	3	1079.52497
2077	3	1111.131373
2108	3	1169.470287
2139	3	1171.946303
2170	3	1214.839281
2201	3	1291.289925
2232	3	1317.997565
2263	3	1333.805051
2294	3	1374.897763
2325	3	1397.392785
2356	3	1438.506606
2387	3	1475.619508
2418	3	1505.28877
2449	3	1567.093726
2480	3	1601.018815
2511	3	1627.946358
2542	3	1660.53613
2573	3	1699.405842
2604	3	1755.145771
2635	3	1799.507216
2666	3	1836.265206
2697	3	1879.443336
2728	3	1933.134341
2759	3	1972.983638
2790	3	1979.659376
2821	3	2062.59259
2852	3	2062.214053
2883	3	2070.597475
2914	3	2151.917665
2945	3	2199.383283
2976	3	2287.102019
3007	3	2305.391891
3038	3	2325.641033
3069	3	2364.291207
3100	3	2425.588297
0	3	0.0204
31	3	0.326399
62	3	0.920997
93	3	1.851794
124	3	3.26959
155	3	4.755586
186	3	6.80178
217	3	9.317572
248	3	11.910165
279	3	15.356256
310	3	19.195644
341	3	22.837633
372	3	35.108499
403	3	32.191107
434	3	39.276587
465	3	45.69407
496	3	54.094247
527	3	59.997231
558	3	68.71621
589	3	73.709397
620	3	80.96738
651	3	90.050459
682	3	99.433138
713	3	110.631915
744	3	117.103803
775	3	132.835671
806	3	140.674958
837	3	159.682022
868	3	167.796615
899	3	184.464892
930	3	195.433283
961	3	216.427756
992	3	230.182946
1023	3	243.639743
1054	3	265.586131
1085	3	273.556044
1116	3	296.906339
1147	3	311.45195
1178	3	325.521569
1209	3	352.140377
1240	3	369.917401
1271	3	387.293236
1302	3	402.949776
1333	3	426.088616
1364	3	438.812671
1395	3	457.746427
1426	3	479.85049
1457	3	502.037662
1488	3	525.127942
1519	3	551.14083
1550	3	562.519823
1581	3	589.61803
1612	3	629.536058
1643	3	661.781593
1674	3	690.940737
1705	3	728.909302
1736	3	748.405354
1767	3	778.316233
1798	3	813.713529
1829	3	843.129626
1860	3	880.104548
1891	3	910.019766
1922	3	946.201109
1953	3	981.243358
1984	3	1008.743197
2015	3	1038.48425
2046	3	1079.845545
2077	3	1108.212505
2108	3	1156.026537
2139	3	1179.073591
2170	3	1205.705761
2201	3	1256.358427
2232	3	1287.976826
2263	3	1332.993685
2294	3	1336.142669
2325	3	1406.152742
2356	3	1443.473377
2387	3	1478.738803
2418	3	1527.821998
2449	3	1567.203048
2480	3	1601.438373
2511	3	1639.799016
2542	3	1690.632824
2573	3	1710.16117
2604	3	1762.245381
2635	3	1793.359281
2666	3	1835.141436
2697	3	1853.939962
2728	3	1928.819792
2759	3	2016.824998
2790	3	1995.413185
2821	3	2027.93377
2852	3	2083.223682
2883	3	2141.74621
2914	3	2196.605615
2945	3	2237.571836
2976	3	2247.320368
3007	3	2289.032584
3038	3	2320.927738
3069	3	2367.928551
3100	3	2416.904179
0	3	0.0196
31	3	0.341501
62	3	0.904504
93	3	1.922009
124	3	3.091014
155	3	4.959923
186	3	6.971533
217	3	9.192543
248	3	12.276658
279	3	15.088571
310	3	18.899089
341	3	22.815308
372	3	28.224933
403	3	32.418153
434	3	38.992384
465	3	47.752125
496	3	51.905745
527	3	58.388176
558	3	65.52851
589	3	74.037851
620	3	82.338291
651	3	90.641731
682	3	98.185367
713	3	108.583318
744	3	116.687156
775	3	128.798716
806	3	152.129828
837	3	154.938643
868	3	172.409329
899	3	183.431284
930	3	200.014566
961	3	214.155236
992	3	233.957935
1023	3	246.935402
1054	3	264.058488
1085	3	280.03067
1116	3	296.683656
1147	3	312.999341
1178	3	328.493823
1209	3	348.201026
1240	3	368.791935
1271	3	388.132738
1302	3	402.223216
1333	3	447.22605
1364	3	450.521676
1395	3	461.45694
1426	3	485.537672
1457	3	491.855415
1488	3	528.493114
1519	3	540.733988
1550	3	570.971857
1581	3	595.144195
1612	3	636.159923
1643	3	648.413803
1674	3	703.135806
1705	3	726.420946
1736	3	745.703567
1767	3	771.615323
1798	3	804.500418
1829	3	836.800011
1860	3	874.170734
1891	3	903.050511
1922	3	970.706302
1953	3	1007.209025
1984	3	1010.569467
2015	3	1052.363921
2046	3	1078.030587
2077	3	1112.369002
2108	3	1153.564856
2139	3	1185.393759
2170	3	1221.541487
2201	3	1259.384726
2232	3	1280.61067
2263	3	1328.177765
2294	3	1363.706392
2325	3	1458.70996
2356	3	1438.80797
2387	3	1488.115077
2418	3	1509.283822
2449	3	1565.146368
2480	3	1619.332304
2511	3	1638.281936
2542	3	1720.673737
2573	3	1693.289197
2604	3	1771.331573
2635	3	1787.740288
2666	3	1820.139096
2697	3	1864.847075
2728	3	1907.832445
2759	3	1959.763267
2790	3	1992.543275
2821	3	2048.183819
2852	3	2105.34817
2883	3	2115.245042
2914	3	2160.825724
2945	3	2197.14355
2976	3	2257.59482
3007	3	2291.30473
3038	3	2386.066704
3069	3	2394.411863
3100	3	2429.510643
0	3	0.02
31	3	0.349601
62	3	0.897903
93	3	1.810408
124	3	3.291814
155	3	4.92232
186	3	6.715227
217	3	9.051537
248	3	13.605755
279	3	15.107261
310	3	18.656175
341	3	23.579995
372	3	27.15301
403	3	32.049429
434	3	38.893256
465	3	44.69358
496	3	53.502016
527	3	58.200635
558	3	66.033868
589	3	74.137501
620	3	82.745536
651	3	92.434376
682	3	97.848699
713	3	108.804844
744	3	116.879978
775	3	131.55674
806	3	144.293293
837	3	153.221632
868	3	175.154225
899	3	185.684171
930	3	197.646124
961	3	215.2154
992	3	235.124187
1023	3	244.13843
1054	3	265.512624
1085	3	281.182197
1116	3	297.359671
1147	3	315.104854
1178	3	332.512336
1209	3	354.279338
1240	3	372.285624
1271	3	383.722184
1302	3	406.894296
1333	3	418.554858
1364	3	444.765086
1395	3	473.120225
1426	3	484.396389
1457	3	498.656567
1488	3	528.841719
1519	3	547.21182
1550	3	558.99189
1581	3	589.80775
1612	3	626.918644
1643	3	664.562541
1674	3	681.134141
1705	3	715.474327
1736	3	772.252523
1767	3	789.820833
1798	3	806.50204
1829	3	852.344691
1860	3	874.809929
1891	3	919.472279
1922	3	947.099146
1953	3	975.591719
1984	3	1018.930069
2015	3	1040.49101
2046	3	1089.424392
2077	3	1113.186647
2108	3	1141.679326
2139	3	1167.371191
2170	3	1210.44575
2201	3	1256.540324
2232	3	1272.916042
2263	3	1333.441796
2294	3	1372.706438
2325	3	1404.568941
2356	3	1452.019027
2387	3	1483.389128
2418	3	1504.09957
2449	3	1545.310224
2480	3	1582.962359
2511	3	1639.208496
2542	3	1651.251089
2573	3	1698.194374
2604	3	1734.4292
2635	3	1781.897688
2666	3	1865.578577
2697	3	1880.256682
2728	3	1913.221888
2759	3	1955.347145
2790	3	1992.05927
2821	3	2036.76374
2852	3	2092.127469
2883	3	2113.281005
2914	3	2181.910508
2945	3	2219.614236
2976	3	2238.282355
3007	3	2312.071086
3038	3	2349.011107
3069	3	2368.320046
3100	3	2423.683539
0	3	0.0197
31	3	0.350502
62	3	0.877805
93	3	1.806312
124	3	3.256021
155	3	4.76983
186	3	6.654342
217	3	9.107657
248	3	11.945675
279	3	15.780899
310	3	18.860819
341	3	23.492148
372	3	26.682068
403	3	33.659811
434	3	38.532442
465	3	44.884781
496	3	52.011626
527	3	58.000864
558	3	66.309716
589	3	74.358067
620	3	80.250303
651	3	89.980164
682	3	101.982838
713	3	108.905282
744	3	116.62853
775	3	125.291584
806	3	144.630504
837	3	162.153813
868	3	172.118074
899	3	183.403844
930	3	197.387431
961	3	218.855464
992	3	227.344616
1023	3	253.254876
1054	3	260.380518
1085	3	281.73525
1116	3	300.770666
1147	3	315.997059
1178	3	326.735524
1209	3	359.875526
1240	3	363.487546
1271	3	383.219065
1302	3	398.782058
1333	3	452.739487
1364	3	445.099437
1395	3	465.534559
1426	3	484.788673
1457	3	502.282977
1488	3	528.548133
1519	3	536.790179
1550	3	573.201996
1581	3	594.126818
1612	3	631.033338
1643	3	654.180473
1674	3	688.500974
1705	3	731.043626
1736	3	746.892415
1767	3	782.829525
1798	3	807.045264
1829	3	870.379137
1860	3	874.872855
1891	3	910.491162
1922	3	938.682121
1953	3	983.131379
1984	3	1021.339699
2015	3	1047.030543
2046	3	1078.657822
2077	3	1140.971384
2108	3	1150.200029
2139	3	1191.750366
2170	3	1210.347566
2201	3	1257.876138
2232	3	1299.836376
