
# Curve 0 of 1, 1019 points
# Curve title: "filename u A:A"
# x y type
 6.8051  6.8051  o
 1.45998  1.45998  i
 1.56689  1.56689  i
 2.93082  2.93082  o
 2.76676  2.76676  o
 3.83876  3.83876  o
 7.57686  7.57686  o
 9.80586  9.80586  o
 7.30589  7.30589  o
 8.71815  8.71815  o
 10.4185  10.4185  o
 23.038  23.038  o
 26.8668  26.8668  o
 15.769  15.769  o
 18.8801  18.8801  o
 21.4202  21.4202  o
 25.4844  25.4844  o
 27.7789  27.7789  o
 31.9057  31.9057  o
 35.5379  35.5379  o
 38.8758  38.8758  o
 46.6924  46.6924  o
 49.7391  49.7391  o
 54.3483  54.3483  o
 59.3569  59.3569  o
 63.0018  63.0018  o
 69.4788  69.4788  o
 81.5772  81.5772  o
 79.4922  79.4922  o
 88.7797  88.7797  o
 93.8856  93.8856  o
 101.568  101.568  o
 121.276  121.276  o
 118.796  118.796  o
 123.992  123.992  o
 132.629  132.629  o
 140.964  140.964  o
 150.15  150.15  o
 158.811  158.811  o
 165.654  165.654  o
 172.9  172.9  o
 182.123  182.123  o
 189.619  189.619  o
 200.478  200.478  o
 210.979  210.979  o
 217.01  217.01  o
 228.447  228.447  o
 237.006  237.006  o
 246.017  246.017  o
 260.73  260.73  o
 265.979  265.979  o
 280.295  280.295  o
 293.087  293.087  o
 305.85  305.85  o
 320.578  320.578  o
 335.502  335.502  o
 350.511  350.511  o
 361.929  361.929  o
 384.866  384.866  o
 393.676  393.676  o
 408.793  408.793  o
 424.692  424.692  o
 438.336  438.336  o
 522.03  522.03  o
 471.985  471.985  o
 484.236  484.236  o
 501.187  501.187  o
 521.673  521.673  o
 534.187  534.187  o
 555.886  555.886  o
 568.621  568.621  o
 587.906  587.906  o
 600.944  600.944  o
 623.274  623.274  o
 636.454  636.454  o
 652.526  652.526  o
 670.218  670.218  o
 699.138  699.138  o
 710.089  710.089  o
 722.84  722.84  o
 741.757  741.757  o
 765.467  765.467  o
 781.239  781.239  o
 805.7  805.7  o
 816.784  816.784  o
 834.693  834.693  o
 857.649  857.649  o
 879.374  879.374  o
 899.78  899.78  o
 921.105  921.105  o
 937.804  937.804  o
 962.656  962.656  o
 971.942  971.942  o
 993.636  993.636  o
 1055.61  1055.61  o
 1037.91  1037.91  o
 1062.87  1062.87  o
 1076.34  1076.34  o
 1109.67  1109.67  o
 1156.66  1156.66  o
 1146.6  1146.6  o

 0.334994  0.334994  i
 0.920054  0.920054  i
 1.26678  1.26678  i
 2.66944  2.66944  o
 4.10707  4.10707  o
 5.9222  5.9222  o
 4.10513  4.10513  o
 10.2512  10.2512  o
 6.96249  6.96249  o
 8.60562  8.60562  o
 11.0258  11.0258  o
 24.0707  24.0707  o
 1299.02  1299.02  o
 15.5527  15.5527  o
 18.878  18.878  o
 22.1349  22.1349  o
 26.1291  26.1291  o
 28.9956  28.9956  o
 31.5112  31.5112  o
 38.028  38.028  o
 47.2173  47.2173  o
 45.4773  45.4773  o
 55.493  55.493  o
 55.3364  55.3364  o
 57.8049  57.8049  o
 60.6091  60.6091  o
 68.7993  68.7993  o
 79.7783  79.7783  o
 81.3319  81.3319  o
 90.3526  90.3526  o
 93.6248  93.6248  o
 101.9  101.9  o
 109.768  109.768  o
 116.222  116.222  o
 124.851  124.851  o
 132.995  132.995  o
 139.295  139.295  o
 147.376  147.376  o
 156.733  156.733  o
 165.313  165.313  o
 177.949  177.949  o
 179.935  179.935  o
 190.214  190.214  o
 199.362  199.362  o
 208.262  208.262  o
 234.659  234.659  o
 223.708  223.708  o
 247.79  247.79  o
 241.597  241.597  o
 250.969  250.969  o
 262.068  262.068  o
 276.963  276.963  o
 289.247  289.247  o
 302.353  302.353  o
 316.037  316.037  o
 333.99  333.99  o
 344.57  344.57  o
 358.084  358.084  o
 372.833  372.833  o
 391.699  391.699  o
 409.762  409.762  o
 421.368  421.368  o
 439.677  439.677  o
 447.652  447.652  o
 465.637  465.637  o
 481.473  481.473  o
 533.242  533.242  o
 509.768  509.768  o
 528.443  528.443  o
 540.452  540.452  o
 564.407  564.407  o
 577.76  577.76  o
 590.461  590.461  o
 611.791  611.791  o
 630.578  630.578  o
 650.298  650.298  o
 709.061  709.061  o
 682.455  682.455  o
 698.976  698.976  o
 713.609  713.609  o
 738.322  738.322  o
 858.65  858.65  o
 775.836  775.836  o
 790.317  790.317  o
 843.36  843.36  o
 829.705  829.705  o
 847.445  847.445  o
 867.642  867.642  o
 886.897  886.897  o
 904.621  904.621  o
 925.49  925.49  o
 946.812  946.812  o
 973.55  973.55  o
 988.657  988.657  o
 1015.76  1015.76  o
 1028.96  1028.96  o
 1055.86  1055.86  o
 1079.67  1079.67  o
 1090.52  1090.52  o
 1112.45  1112.45  o
 1145.94  1145.94  o

 0.316998  0.316998  i
 0.826955  0.826955  i
 1.24922  1.24922  i
 2.66696  2.66696  o
 4.11148  4.11148  o
 5.64478  5.64478  o
 4.14284  4.14284  o
 5.59844  5.59844  o
 6.96293  6.96293  o
 15.1285  15.1285  o
 11.127  11.127  o
 21.389  21.389  o
 25.838  25.838  o
 15.7173  15.7173  o
 18.6111  18.6111  o
 21.6958  21.6958  o
 106.475  106.475  o
 31.286  31.286  o
 35.2946  35.2946  o
 35.6728  35.6728  o
 42.3994  42.3994  o
 42.567  42.567  o
 48.5018  48.5018  o
 55.3189  55.3189  o
 57.806  57.806  o
 60.0891  60.0891  o
 71.9382  71.9382  o
 79.9512  79.9512  o
 80.5322  80.5322  o
 87.2257  87.2257  o
 93.8504  93.8504  o
 101.954  101.954  o
 110.201  110.201  o
 118.23  118.23  o
 125.232  125.232  o
 132.746  132.746  o
 147.461  147.461  o
 148.167  148.167  o
 158.433  158.433  o
 164.515  164.515  o
 171.72  171.72  o
 182.261  182.261  o
 188.493  188.493  o
 199.838  199.838  o
 209.613  209.613  o
 216.488  216.488  o
 225.901  225.901  o
 233.401  233.401  o
 249.611  249.611  o
 253.561  253.561  o
 265.476  265.476  o
 281.817  281.817  o
 290.959  290.959  o
 304.366  304.366  o
 319.865  319.865  o
 331.621  331.621  o
 347.801  347.801  o
 362.409  362.409  o
 374.247  374.247  o
 392.957  392.957  o
 409.498  409.498  o
 422.218  422.218  o
 435.092  435.092  o
 451.974  451.974  o
 471.524  471.524  o
 484.793  484.793  o
 498.419  498.419  o
 512.651  512.651  o
 535.261  535.261  o
 546.196  546.196  o
 566.773  566.773  o
 587.257  587.257  o
 598.252  598.252  o
 614.626  614.626  o
 631.927  631.927  o
 650.958  650.958  o
 667.069  667.069  o
 687.452  687.452  o
 707.037  707.037  o
 727.305  727.305  o
 743.892  743.892  o
 759.029  759.029  o
 782.705  782.705  o
 814.894  814.894  o
 816.302  816.302  o
 875.295  875.295  o
 860.801  860.801  o
 877.054  877.054  o
 895.473  895.473  o
 920.307  920.307  o
 936.938  936.938  o
 962.502  962.502  o
 983.572  983.572  o
 1001.88  1001.88  o
 1020.77  1020.77  o
 1046.54  1046.54  o
 1072.62  1072.62  o
 1083.18  1083.18  o
 1149.29  1149.29  o
 1132.66  1132.66  o
 1160.09  1160.09  o

 0.308752  0.308752  i
 0.838062  0.838062  i
 1.24823  1.24823  i
 2.65773  2.65773  o
 2.45523  2.45523  i
 6.26166  6.26166  o
 4.40814  4.40814  o
 6.12415  6.12415  o
 10.2997  10.2997  o
 15.7966  15.7966  o
 20.0587  20.0587  o
 23.4955  23.4955  o
 25.6343  25.6343  o
 16.2299  16.2299  o
 20.0375  20.0375  o
 23.8573  23.8573  o
 24.3499  24.3499  o
 27.786  27.786  o
 31.1426  31.1426  o
 37.3983  37.3983  o
 41.9413  41.9413  o
 43.3246  43.3246  o
 48.1007  48.1007  o
 53.883  53.883  o
 57.3638  57.3638  o
 64.309  64.309  o
 70.4084  70.4084  o
 79.3486  79.3486  o
 79.5186  79.5186  o
 88.2064  88.2064  o
 105.92  105.92  o
 100.372  100.372  o
 108.127  108.127  o
 116.416  116.416  o
 123.751  123.751  o
 129.438  129.438  o
 139.456  139.456  o
 147.381  147.381  o
 155.462  155.462  o
 165.558  165.558  o
 171.807  171.807  o
 180.235  180.235  o
 188.095  188.095  o
 199.643  199.643  o
 205.391  205.391  o
 216.162  216.162  o
 225.056  225.056  o
 252.987  252.987  o
 243.98  243.98  o
 252.795  252.795  o
 263.73  263.73  o
 276.063  276.063  o
 290.014  290.014  o
 308.635  308.635  o
 316.126  316.126  o
 332.91  332.91  o
 351.294  351.294  o
 363.552  363.552  o
 375.036  375.036  o
 391.124  391.124  o
 404.24  404.24  o
 425.584  425.584  o
 437.574  437.574  o
 453.461  453.461  o
 468.235  468.235  o
 490.032  490.032  o
 498.588  498.588  o
 514.832  514.832  o
 532.829  532.829  o
 551.913  551.913  o
 563.247  563.247  o
 579.628  579.628  o
 602.174  602.174  o
 613.161  613.161  o
 632.382  632.382  o
 651.706  651.706  o
 669.61  669.61  o
 690.279  690.279  o
 707.598  707.598  o
 720.263  720.263  o
 739.75  739.75  o
 770.538  770.538  o
 777.632  777.632  o
 799.877  799.877  o
 816.44  816.44  o
 833.207  833.207  o
 849.899  849.899  o
 877.608  877.608  o
 897.122  897.122  o
 917.361  917.361  o
 939.415  939.415  o
 963.446  963.446  o
 975.406  975.406  o
 1050.24  1050.24  o
 1020.51  1020.51  o
 1033.58  1033.58  o
 1073.4  1073.4  o
 1082.79  1082.79  o
 1102.42  1102.42  o
 1119.81  1119.81  o
 1161.24  1161.24  o

 0.383446  0.383446  i
 0.839645  0.839645  i
 1.19926  1.19926  i
 9.56346  9.56346  o
 2.40469  2.40469  i
 4.9809  4.9809  o
 7.33093  7.33093  o
 5.51948  5.51948  o
 12.8259  12.8259  o
 15.8931  15.8931  o
 10.9384  10.9384  o
 22.27  22.27  o
 25.8008  25.8008  o
 15.9387  15.9387  o
 18.8904  18.8904  o
 22.2384  22.2384  o
 24.8016  24.8016  o
 28.9169  28.9169  o
 35.3533  35.3533  o
 60.399  60.399  o
 46.4051  46.4051  o
 44.7961  44.7961  o
 52.1245  52.1245  o
 52.6549  52.6549  o
 60.7586  60.7586  o
 62.5756  62.5756  o
 74.1456  74.1456  o
 81.9394  81.9394  o
 84.0404  84.0404  o
 89.9398  89.9398  o
 97.9319  97.9319  o
 101.886  101.886  o
 110.778  110.778  o
 116.73  116.73  o
 123.346  123.346  o
 131.304  131.304  o
 138.989  138.989  o
 148.854  148.854  o
 157.174  157.174  o
 167.454  167.454  o
 174.48  174.48  o
 181.314  181.314  o
 189.449  189.449  o
 197.794  197.794  o
 208.221  208.221  o
 217.383  217.383  o
 226.67  226.67  o
 242.259  242.259  o
 244.02  244.02  o
 253.018  253.018  o
 264.542  264.542  o
 278.761  278.761  o
 295.873  295.873  o
 305.337  305.337  o
 317.271  317.271  o
 333.559  333.559  o
 345.91  345.91  o
 369.204  369.204  o
 381.305  381.305  o
 391.57  391.57  o
 407.201  407.201  o
 421.047  421.047  o
 437.669  437.669  o
 451.897  451.897  o
 474.468  474.468  o
 485.019  485.019  o
 497.707  497.707  o
 524.375  524.375  o
 532.75  532.75  o
 551.011  551.011  o
 570.248  570.248  o
 581.169  581.169  o
 600.226  600.226  o
 618.419  618.419  o
 635.953  635.953  o
 655.018  655.018  o
 674.262  674.262  o
 688.816  688.816  o
 706.843  706.843  o
 725.568  725.568  o
 754.63  754.63  o
 758.712  758.712  o
 784.648  784.648  o
 797.783  797.783  o
 821.131  821.131  o
 842.844  842.844  o
 857.007  857.007  o
 875.182  875.182  o
 896.255  896.255  o
 913.556  913.556  o
 938.1  938.1  o
 956.682  956.682  o
 984.131  984.131  o
 1000.64  1000.64  o
 1021.3  1021.3  o
 1038.59  1038.59  o
 1059.69  1059.69  o
 1075.42  1075.42  o
 1128.17  1128.17  o
 1131.77  1131.77  o
 1148.2  1148.2  o

 0.310128  0.310128  i
 0.844986  0.844986  i
 1.18328  1.18328  i
 1.86517  1.86517  i
 2.53582  2.53582  o
 3.37013  3.37013  o
 6.90399  6.90399  o
 5.39923  5.39923  o
 7.04753  7.04753  o
 15.9975  15.9975  o
 10.9923  10.9923  o
 22.2539  22.2539  o
 14.6202  14.6202  o
 15.8326  15.8326  o
 18.7262  18.7262  o
 21.8129  21.8129  o
 24.9798  24.9798  o
 30.1202  30.1202  o
 36.1372  36.1372  o
 39.4074  39.4074  o
 40.6221  40.6221  o
 45.5211  45.5211  o
 50.5546  50.5546  o
 54.5701  54.5701  o
 59.1872  59.1872  o
 65.3555  65.3555  o
 76.0847  76.0847  o
 82.3855  82.3855  o
 85.6286  85.6286  o
 89.5298  89.5298  o
 98.5354  98.5354  o
 101.659  101.659  o
 111.319  111.319  o
 124.036  124.036  o
 125.611  125.611  o
 134.606  134.606  o
 139.843  139.843  o
 155.178  155.178  o
 157.164  157.164  o
 168.086  168.086  o
 174.978  174.978  o
 183.528  183.528  o
 191.329  191.329  o
 200.628  200.628  o
 210.63  210.63  o
 217.91  217.91  o
 230.503  230.503  o
 235.216  235.216  o
 246.195  246.195  o
 254.561  254.561  o
 270.482  270.482  o
 280.45  280.45  o
 299.973  299.973  o
 305.879  305.879  o
 326.688  326.688  o
 336.733  336.733  o
 347.457  347.457  o
 368.276  368.276  o
 377.144  377.144  o
 391.639  391.639  o
 415.123  415.123  o
 423.543  423.543  o
 440.745  440.745  o
 458.849  458.849  o
 475.927  475.927  o
 493.942  493.942  o
 571.297  571.297  o
 520.234  520.234  o
 538.865  538.865  o
 552.367  552.367  o
 570.76  570.76  o
 586.266  586.266  o
 602.906  602.906  o
 620.916  620.916  o
 638.856  638.856  o
 657.091  657.091  o
 670.641  670.641  o
 688.945  688.945  o
 714.053  714.053  o
 731.404  731.404  o
 744.834  744.834  o
 767.376  767.376  o
 789.641  789.641  o
 805.787  805.787  o
 819.38  819.38  o
 840.985  840.985  o
 864.597  864.597  o
 887.62  887.62  o
 907.846  907.846  o
 923.725  923.725  o
 944.357  944.357  o
 966.401  966.401  o
 982.48  982.48  o
 1007.08  1007.08  o
 1026.54  1026.54  o
 1046.31  1046.31  o
 1070.94  1070.94  o
 1086.18  1086.18  o
