0	2	32.663383	
31	2	2.823179	
62	2	3.690161	
93	2	25.578928	
124	2	35.464832	
155	2	23.33611	
186	2	38.852779	
217	2	39.76365	
248	2	59.760785	
279	2	67.072549	
310	2	82.404059	
341	2	132.808143	
372	2	104.496453	
403	2	127.669679	
434	2	71.530088	
465	2	200.941356	
496	2	111.856024	
527	2	152.688055	
558	2	180.865076	
589	2	216.196563	
620	2	96.114964	
651	2	107.601841	
682	2	555.34471	
713	2	372.346285	
744	2	143.471602	
775	2	184.084439	
806	2	371.836175	
837	2	358.111983	
868	2	356.406549	
899	2	239.766622	
930	2	500.213489	
961	2	345.217219	
992	2	505.450215	
1023	2	385.87792	
1054	2	985.359132	
1085	2	473.568898	
1116	2	422.023127	
1147	2	375.3497	
1178	2	345.707532	
1209	2	393.655265	
1240	2	373.340428	
1271	2	382.186519	
1302	2	600.710122	
1333	2	474.019575	
1364	2	488.966411	
1395	2	467.170138	
1426	2	498.008844	
1457	2	677.398725	
1488	2	654.393203	
1519	2	674.117396	
1550	2	918.840021	
1581	2	837.908232	
1612	2	752.76684	
1643	2	798.521938	
1674	2	1012.24977	
1705	2	897.464221	
1736	2	857.640892	
1767	2	845.134754	
1798	2	931.608515	
1829	2	1112.318693	
1860	2	1386.707611	
1891	2	1189.362865	
1922	2	1057.330265	
1953	2	1142.512368	
1984	2	1341.824112	
2015	2	1794.85929	
2046	2	1122.397609	
2077	2	1249.957106	
2108	2	1333.902461	
2139	2	1760.668693	
2170	2	1437.192583	
2201	2	1494.909725	
2232	2	1353.528882	
2263	2	1894.221989	
2294	2	1593.702418	
2325	2	1572.607227	
2356	2	2340.33627	
2387	2	1926.055709	
2418	2	2126.924434	
2449	2	2576.249908	
2480	2	2499.287388	
2511	2	2820.746771	
2542	2	2002.750578	
2573	2	2086.05312	
2604	2	2122.981466	
2635	2	2487.194903	
2666	2	2080.848167	
2697	2	2177.757675	
2728	2	2515.098226	
2759	2	3401.340881	
2790	2	2885.318186	
2821	2	2507.2513	
2852	2	3224.445617	
2883	2	2729.427749	
2914	2	3762.160244	
2945	2	3118.74625	
2976	2	3676.539151	
3007	2	3828.168052	
3038	2	2901.080305	
3069	2	2848.561684	
3100	2	3127.280579	

