0	2	2.466077	
31	2	2.014843	
62	2	3.571784	
93	2	5.504826	
124	2	6.739559	
155	2	8.748589	
186	2	9.90822	
217	2	21.602427	
248	2	12.659692	
279	2	13.821003	
310	2	66.242823	
341	2	63.35194	
372	2	56.062882	
403	2	57.370195	
434	2	83.90157	
465	2	30.358909	
496	2	48.697208	
527	2	47.04279	
558	2	55.093352	
589	2	88.313536	
620	2	56.512366	
651	2	67.804247	
682	2	92.871714	
713	2	98.785983	
744	2	341.517059	
775	2	605.695873	
806	2	184.836002	
837	2	191.197741	
868	2	176.733211	
899	2	191.125601	
930	2	229.246855	
961	2	249.945512	
992	2	263.120516	
1023	2	851.790484	
1054	2	861.313177	
1085	2	656.212838	
1116	2	189.93828	
1147	2	189.894263	
1178	2	207.604715	
1209	2	288.69071	
1240	2	220.661759	
1271	2	232.758148	
1302	2	247.607077	
1333	2	569.707102	
1364	2	1350.468432	
1395	2	1463.02971	
1426	2	1075.845724	
1457	2	312.011522	
1488	2	315.278127	
1519	2	333.663141	
1550	2	353.451001	
1581	2	402.011428	
1612	2	382.40513	
1643	2	415.437177	
1674	2	418.811375	
1705	2	432.542142	
1736	2	1822.043991	
1767	2	1049.936191	
1798	2	501.535103	
1829	2	514.238354	
1860	2	541.033503	
1891	2	566.979321	
1922	2	676.18753	
1953	2	602.529964	
1984	2	621.458382	
2015	2	645.033811	
2046	2	664.551045	
2077	2	680.725194	
2108	2	704.014301	
2139	2	734.21352	
2170	2	752.455104	
2201	2	772.418111	
2232	2	796.690398	
2263	2	817.869716	
2294	2	856.491968	
2325	2	878.872255	
2356	2	909.726858	
2387	2	960.735571	
2418	2	967.950825	
2449	2	980.701793	
2480	2	1007.252578	
2511	2	1026.035378	
2542	2	1049.34709	
2573	2	1083.262168	
2604	2	1117.253644	
2635	2	1142.334173	
2666	2	1158.944488	
2697	2	1187.679746	
2728	2	1219.908403	
2759	2	1278.833813	
2790	2	1279.495902	
2821	2	1333.159966	
2852	2	1353.448845	
2883	2	1349.547609	
2914	2	1388.326427	
2945	2	1427.126103	
2976	2	1445.891073	
3007	2	1460.060256	
3038	2	1521.138796	
3069	2	1598.200608	
3100	2	1585.964744	
0	2	0.133297	
31	2	0.310082	
62	2	0.800717	
93	2	1.422903	
124	2	2.102481	
155	2	3.069059	
186	2	4.337732	
217	2	5.787884	
248	2	8.026458	
279	2	9.520599	
310	2	12.326271	
341	2	13.807415	
372	2	21.778555	
403	2	25.200427	
434	2	24.572694	
465	2	28.010141	
496	2	38.576362	
527	2	35.862191	
558	2	43.223381	
589	2	45.528909	
620	2	49.668915	
651	2	58.475184	
682	2	60.90025	
713	2	76.351423	
744	2	72.897299	
775	2	87.91215	
806	2	84.578453	
837	2	91.329742	
868	2	102.67597	
899	2	113.571341	
930	2	120.086898	
961	2	134.551062	
992	2	138.632643	
1023	2	149.603799	
1054	2	156.648005	
1085	2	172.135945	
1116	2	181.037813	
1147	2	188.46234	
1178	2	215.339494	
1209	2	209.514123	
1240	2	220.334326	
1271	2	239.999565	
1302	2	245.86439	
1333	2	332.71398	
1364	2	276.0885	
1395	2	292.464944	
1426	2	297.502607	
1457	2	314.61163	
1488	2	332.349236	
1519	2	333.179432	
1550	2	350.115916	
1581	2	381.009264	
1612	2	406.290322	
1643	2	416.221462	
1674	2	426.612699	
1705	2	438.062749	
1736	2	464.332569	
1767	2	504.219664	
1798	2	509.133328	
1829	2	543.674743	
1860	2	553.896457	
1891	2	567.461901	
1922	2	593.506936	
1953	2	612.151569	
1984	2	647.47418	
2015	2	686.158226	
2046	2	727.966105	
2077	2	763.40422	
2108	2	724.155672	
2139	2	845.403243	
2170	2	767.827673	
2201	2	800.261547	
2232	2	938.427781	
2263	2	884.458097	
2294	2	930.724128	
2325	2	909.128961	
2356	2	1033.308552	
2387	2	949.87454	
2418	2	994.975285	
2449	2	1086.433438	
2480	2	1039.793991	
2511	2	1044.870754	
2542	2	1139.871838	
2573	2	1110.644237	
2604	2	1177.120632	
2635	2	1151.060979	
2666	2	1257.684457	
2697	2	1221.150634	
2728	2	1265.010687	
2759	2	1292.460139	
2790	2	1353.694752	
2821	2	1325.910109	
2852	2	1374.330385	
2883	2	1460.2621	
2914	2	1424.500762	
2945	2	1434.53537	
2976	2	1499.545315	
3007	2	1545.992938	
3038	2	1531.181391	
3069	2	1628.733411	
3100	2	1655.206863	
0	2	0.09689	
31	2	0.337957	
62	2	0.732082	
93	2	1.203356	
124	2	2.175215	
155	2	2.975584	
186	2	4.212282	
217	2	5.751199	
248	2	7.848111	
279	2	9.457824	
310	2	11.646256	
341	2	13.857817	
372	2	23.703416	
403	2	19.600362	
434	2	30.688691	
465	2	27.477507	
496	2	32.473752	
527	2	37.113294	
558	2	42.991961	
589	2	50.186006	
620	2	50.4578	
651	2	55.913086	
682	2	61.965581	
713	2	64.715943	
744	2	70.820499	
775	2	76.903858	
806	2	91.644832	
837	2	103.340731	
868	2	108.409409	
899	2	112.636241	
930	2	125.364124	
961	2	131.905343	
992	2	148.16609	
1023	2	150.810677	
1054	2	162.653898	
1085	2	179.508295	
1116	2	182.930834	
1147	2	195.46301	
1178	2	202.474324	
1209	2	219.903561	
1240	2	231.971096	
1271	2	261.9691	
1302	2	252.959648	
1333	2	268.591894	
1364	2	279.078985	
1395	2	283.719212	
1426	2	298.059092	
1457	2	311.107205	
1488	2	325.897942	
1519	2	344.119081	
1550	2	351.888255	
1581	2	370.035739	
1612	2	393.926591	
1643	2	406.474714	
1674	2	429.81667	
1705	2	451.057018	
1736	2	472.062111	
1767	2	500.23795	
1798	2	505.349999	
1829	2	522.156771	
1860	2	574.036287	
1891	2	576.177216	
1922	2	592.834059	
1953	2	670.028498	
1984	2	656.669979	
2015	2	671.031724	
2046	2	694.784692	
2077	2	739.061786	
2108	2	777.880205	
2139	2	749.91949	
2170	2	859.005508	
2201	2	863.886381	
2232	2	858.876552	
2263	2	846.313121	
2294	2	877.937623	
2325	2	925.948391	
2356	2	980.036046	
2387	2	980.119312	
2418	2	976.236973	
2449	2	987.508539	
2480	2	1089.644662	
2511	2	1084.169469	
2542	2	1127.129234	
2573	2	1103.384003	
2604	2	1159.77563	
2635	2	1158.793324	
2666	2	1181.752656	
2697	2	1213.564743	
2728	2	1277.029513	
2759	2	1332.165787	
2790	2	1301.582622	
2821	2	1344.149318	
2852	2	1342.127548	
2883	2	1399.502964	
2914	2	1479.48915	
2945	2	1477.545094	
2976	2	1603.752416	
3007	2	1542.342012	
3038	2	1565.592427	
3069	2	1804.739295	
3100	2	2089.717793	
0	2	0.104003	
31	2	0.282986	
62	2	0.761032	
93	2	1.425351	
124	2	2.283112	
155	2	4.368104	
186	2	4.498503	
217	2	8.330209	
248	2	18.733465	
279	2	20.228093	
310	2	13.329245	
341	2	17.503716	
372	2	23.686752	
403	2	27.034482	
