"variability = 1"
0	1	7.559137
31	1	2.094884
62	1	2.310611
93	1	12.585063
124	1	7.537543
155	1	7.10855
186	1	8.016366
217	1	10.318472
248	1	8.105998
279	1	15.236204
310	1	20.068763
341	1	13.893834
372	1	24.76744
403	1	16.063825
434	1	21.063037
465	1	30.598256
496	1	26.661507
527	1	30.37771
558	1	33.140747
589	1	37.497804
620	1	42.283444
651	1	47.689764
682	1	49.132289
713	1	53.254042
744	1	57.158818
775	1	62.566626
806	1	70.003875
837	1	78.519245
868	1	85.268276
899	1	89.882985
930	1	99.174637
961	1	108.88689
992	1	114.585193
1023	1	122.212887
1054	1	129.107058
1085	1	143.925273
1116	1	160.13988
1147	1	157.983713
1178	1	172.907183
1209	1	174.412074
1240	1	182.656652
1271	1	190.02517
1302	1	200.071166
1333	1	208.070274
1364	1	217.804286
1395	1	226.835187
1426	1	239.212016
1457	1	244.800264
1488	1	254.777447
1519	1	267.788443
1550	1	277.558261
1581	1	299.478614
1612	1	307.222262
1643	1	333.223372
1674	1	338.63858
1705	1	363.94557
1736	1	368.480243
1767	1	381.186113
1798	1	397.651007
1829	1	415.035317
1860	1	428.121848
1891	1	446.752051
1922	1	459.798951
1953	1	478.652574
1984	1	504.285712
2015	1	515.976198
2046	1	529.35848
2077	1	553.966651
2108	1	566.509806
2139	1	584.700982
2170	1	599.673783
2201	1	618.403562
2232	1	678.83511
2263	1	656.72856
2294	1	672.328858
2325	1	711.329556
2356	1	715.289575
2387	1	740.887972
2418	1	755.521244
2449	1	775.673165
2480	1	788.572552
2511	1	810.555191
2542	1	831.701151
2573	1	851.147102
2604	1	867.393282
2635	1	906.171937
2666	1	920.172756
2697	1	935.255239
2728	1	948.66508
2759	1	978.25125
2790	1	999.9782
2821	1	1017.545971
2852	1	1041.296202
2883	1	1073.875254
2914	1	1089.37302
2945	1	1108.024367
2976	1	1128.762145
3007	1	1157.335105
3038	1	1187.920618
3069	1	1213.816714
3100	1	1230.576438


"variability = 2"
00	2	0.331558
31	2	1.256659
62	2	2.973134
93	2	5.538753
124	2	9.193412
155	2	8.129376
186	2	9.493934
217	2	7.638657
248	2	8.983191
279	2	11.336789
310	2	17.379946
341	2	15.855564
372	2	30.927849
403	2	19.571473
434	2	24.370561
465	2	36.938925
496	2	33.288374
527	2	44.778089
558	2	40.568598
589	2	44.704613
620	2	51.13992
651	2	57.860408
682	2	58.562967
713	2	69.417681
744	2	71.733489
775	2	78.53374
806	2	85.308162
837	2	95.576271
868	2	103.42975
899	2	110.343096
930	2	120.463819
961	2	132.739963
992	2	142.490796
1023	2	149.279421
1054	2	213.907234
1085	2	171.683145
1116	2	180.064262
1147	2	192.109666
1178	2	199.82595
1209	2	210.743643
1240	2	229.095394
1271	2	235.171361
1302	2	244.583453
1333	2	255.009173
1364	2	262.212646
1395	2	284.657879
1426	2	287.588016
1457	2	298.638601
1488	2	311.502951
1519	2	327.343596
1550	2	333.751316
1581	2	363.436446
1612	2	370.856659
1643	2	394.197192
1674	2	411.812193
1705	2	454.213545
1736	2	444.96708
1767	2	465.552179
1798	2	672.298117
1829	2	514.193176
1860	2	528.630224
1891	2	542.780146
1922	2	566.774887
1953	2	600.43081
1984	2	600.474307
2015	2	626.666638
2046	2	646.082648
2077	2	669.047583
2108	2	688.627381
2139	2	707.162959
2170	2	733.625999
2201	2	756.075406
2232	2	818.999159
2263	2	809.716229
2294	2	827.920642
2325	2	992.20718
2356	2	891.459951
2387	2	900.088661
2418	2	915.786263
2449	2	948.708361
2480	2	984.5753
2511	2	1000.951125
2542	2	1019.22274
2573	2	1043.39693
2604	2	1073.489389
2635	2	1093.651301
2666	2	1117.981841
2697	2	1142.889014
2728	2	1168.75803
2759	2	1196.685119
2790	2	1227.831801
2821	2	1244.898919
2852	2	1280.625812
2883	2	1308.169305
2914	2	1328.647477
2945	2	1357.469679
2976	2	1397.429104
3007	2	1426.920122
3038	2	1459.741698
3069	2	1468.669439
3100	2	1509.901078


"variability = 3"
00	3	0.363226
31	3	1.583964
62	3	2.978516
93	3	6.38411
124	3	11.528275
155	3	9.269891
186	3	11.414815
217	3	8.251528
248	3	18.181633
279	3	16.605197
310	3	26.300719
341	3	17.575753
372	3	33.642976
403	3	22.197707
434	3	30.00843
465	3	44.881179
496	3	35.334963
527	3	42.092775
558	3	47.705787
589	3	49.518471
620	3	55.126183
651	3	63.237144
682	3	67.561609
713	3	82.042577
744	3	80.817277
775	3	86.852121
806	3	96.971387
837	3	106.525808
868	3	113.810395
899	3	125.208615
930	3	158.053866
961	3	147.459671
992	3	161.118552
1023	3	172.389057
1054	3	200.888975
1085	3	198.596336
1116	3	206.488788
1147	3	226.476329
1178	3	235.422297
1209	3	251.710497
1240	3	252.053699
1271	3	268.853462
1302	3	277.639794
1333	3	292.46297
1364	3	303.943893
1395	3	317.985594
1426	3	329.392578
1457	3	341.134844
1488	3	508.821573
1519	3	369.383038
1550	3	389.22513
1581	3	406.02077
1612	3	428.622665
1643	3	452.222501
1674	3	472.106518
1705	3	494.851335
1736	3	515.533591
1767	3	542.332329
1798	3	563.115581
1829	3	587.406096
1860	3	607.90026
1891	3	634.400569
1922	3	655.184879
1953	3	677.256942
1984	3	699.960981
2015	3	731.370138
2046	3	759.030843
2077	3	775.976918
2108	3	801.286316
2139	3	826.867848
2170	3	852.643394
2201	3	879.286747
2232	3	901.507264
2263	3	937.748148
2294	3	971.055848
2325	3	991.134109
2356	3	1038.079569
2387	3	1044.425858
2418	3	1077.906176
2449	3	1100.814622
2480	3	1129.670364
2511	3	1160.356067
2542	3	1182.160999
2573	3	1225.671649
2604	3	1241.287496
2635	3	1269.807172
2666	3	1367.313006
2697	3	1330.081893
2728	3	1360.723538
2759	3	1426.190719
2790	3	1453.863496
2821	3	1467.227819
2852	3	1486.546832
2883	3	1516.277383
2914	3	1549.43263
2945	3	1587.738065
2976	3	1656.327092
3007	3	1637.262866
3038	3	1684.201862
3069	3	1717.183839
3100	3	1761.584207


"variability = 4"
00	4	0.386066
31	4	1.93165
62	4	3.754217
93	4	7.093731
124	4	12.597803
155	4	10.890344
186	4	12.613557
217	4	12.816868
248	4	20.832582
279	4	19.918025
310	4	29.213677
341	4	20.432226
372	4	39.824439
403	4	25.870074
434	4	34.036512
465	4	57.014014
496	4	42.04975
527	4	46.422709
558	4	53.393196
589	4	61.183444
620	4	66.095575
651	4	74.528536
682	4	80.60635
713	4	84.421485
744	4	92.995603
775	4	97.027156
806	4	112.606886
837	4	120.660725
868	4	138.133373
899	4	143.575271
930	4	157.328909
961	4	170.469109
992	4	182.332234
1023	4	198.038314
1054	4	213.23169
1085	4	226.436842
1116	4	240.710316
1147	4	252.29552
1178	4	260.633099
1209	4	273.832054
1240	4	305.706969
1271	4	302.627904
1302	4	322.404448
1333	4	338.15973
1364	4	348.668842
1395	4	364.591549
1426	4	384.016445
1457	4	404.62308
1488	4	410.102779
1519	4	455.628755
1550	4	451.594275
1581	4	471.620525
1612	4	615.438195
1643	4	522.646282
1674	4	555.900379
1705	4	574.389322
1736	4	598.179457
1767	4	619.998012
1798	4	662.995846
1829	4	687.097231
1860	4	791.228785
1891	4	731.684332
1922	4	759.000925
1953	4	786.701638
1984	4	820.461227
2015	4	845.762762
2046	4	887.961248
2077	4	912.134807
2108	4	938.52071
2139	4	966.200056
2170	4	985.804137
2201	4	1029.005846
2232	4	1063.855087
2263	4	1079.126259
2294	4	1130.270084
2325	4	1151.399123
2356	4	1183.918262
2387	4	1215.792596
2418	4	1250.640237
2449	4	1277.022723
2480	4	1338.102598
2511	4	1349.476185
2542	4	1380.614339
2573	4	1400.200174
2604	4	1438.89472
2635	4	1491.201064
2666	4	1521.104396
2697	4	1551.196852
2728	4	1607.22446
2759	4	1615.895905
2790	4	1689.323691
2821	4	1685.334768
2852	4	1725.526124
2883	4	1759.47579
2914	4	1815.852776
2945	4	1848.997977
2976	4	1870.596546
3007	4	1940.083488
3038	4	1973.31279
3069	4	1986.240807
3100	4	2049.130187


"variability = 5"
00	5	0.346705
31	5	1.847802
62	5	2.711799
93	5	9.053609
124	5	10.545281
155	5	12.631651
186	5	14.708422
217	5	99.928557
248	5	15.721976
279	5	16.909248
310	5	31.129238
341	5	26.593395
372	5	43.787043
403	5	29.173606
434	5	34.754323
465	5	58.116122
496	5	46.539906
527	5	53.445736
558	5	60.220182
589	5	63.878899
620	5	82.642392
651	5	80.548294
682	5	88.411445
713	5	95.696593
744	5	109.121886
775	5	117.680051
806	5	128.906071
837	5	141.068393
868	5	151.433595
899	5	177.31411
930	5	178.690368
961	5	193.441595
992	5	220.589392
1023	5	223.634968
1054	5	250.209342
1085	5	263.959466
1116	5	266.938911
1147	5	287.175511
1178	5	309.183329
1209	5	314.285342
1240	5	336.077038
1271	5	349.910289
1302	5	377.247457
1333	5	381.229734
1364	5	408.668015
1395	5	415.939048
1426	5	434.084529
1457	5	450.87893
1488	5	479.619837
1519	5	494.927804
1550	5	512.698475
1581	5	547.745321
1612	5	579.72002
1643	5	597.405152
1674	5	627.541894
1705	5	654.532649
1736	5	683.187702
1767	5	713.62864
1798	5	780.749077
1829	5	803.375449
1860	5	811.430297
1891	5	841.876714
1922	5	871.780353
1953	5	905.329129
1984	5	942.004455
2015	5	968.874032
2046	5	1021.856813
2077	5	1035.887441
2108	5	1072.150401
2139	5	1098.983848
2170	5	1147.288406
2201	5	1180.366526
2232	5	1205.437731
2263	5	1245.646203
2294	5	1275.075723
2325	5	1322.781454
2356	5	1353.304551
2387	5	1382.802146
2418	5	1430.454484
2449	5	1479.698722
2480	5	1500.04411
2511	5	1536.025813
2542	5	1590.186181
2573	5	1644.924105
2604	5	1643.680626
2635	5	1692.969758
2666	5	1733.164416
2697	5	1772.891923
2728	5	1815.654045
2759	5	1853.576012
2790	5	1896.76071
2821	5	1939.64043
2852	5	2012.941344
2883	5	2019.436723
2914	5	2065.337059
2945	5	2129.234692
2976	5	2152.294008
3007	5	2191.305982
3038	5	2256.073546
3069	5	2293.035287
3100	5	2402.210443


"variability = 6"
00	6	0.252837
31	6	1.677637
62	6	1.552791
93	6	8.770547
124	6	5.402932
155	6	14.249092
186	6	15.986559
217	6	16.293652
248	6	18.692537
279	6	25.801476
310	6	39.171625
341	6	30.280796
372	6	46.639295
403	6	34.598113
434	6	40.847094
465	6	44.020881
496	6	53.01061
527	6	59.776905
558	6	67.332397
589	6	75.294283
620	6	82.955347
651	6	88.507027
682	6	97.853962
713	6	105.244711
744	6	152.130309
775	6	121.714783
806	6	138.179027
837	6	153.838858
868	6	171.053964
899	6	179.471548
930	6	198.050102
961	6	209.958134
992	6	230.337229
1023	6	243.037055
1054	6	261.338722
1085	6	282.531138
1116	6	295.39476
1147	6	313.500845
1178	6	324.978576
1209	6	342.093602
1240	6	361.742347
1271	6	387.398787
1302	6	400.501462
1333	6	412.19445
1364	6	433.192661
1395	6	449.008529
1426	6	471.696876
1457	6	488.063688
1488	6	511.95467
1519	6	525.321787
1550	6	558.151627
1581	6	590.126281
1612	6	641.122019
1643	6	653.744589
1674	6	681.586945
1705	6	707.097895
1736	6	745.918689
1767	6	796.570466
1798	6	821.277266
1829	6	872.430083
1860	6	877.534269
1891	6	923.924653
1922	6	952.639966
1953	6	997.680244
1984	6	1029.89999
2015	6	1061.596976
2046	6	1102.377876
2077	6	1143.452035
2108	6	1178.103422
2139	6	1223.705498
2170	6	1250.192972
2201	6	1297.552617
2232	6	1326.620025
2263	6	1372.237486
2294	6	1426.564465
2325	6	1450.399251
2356	6	1493.205544
2387	6	1535.450318
2418	6	1575.513692
2449	6	1619.450588
2480	6	1661.738375
2511	6	1703.214325
2542	6	1745.976306
2573	6	1786.93788
2604	6	1823.084859
2635	6	2004.104358
2666	6	1911.057626
2697	6	1956.537707
2728	6	2012.23823
2759	6	2047.486708
2790	6	2094.863096
2821	6	2143.504464
2852	6	2195.200207
2883	6	2234.93183
2914	6	2298.570839
2945	6	2315.982085
2976	6	2373.866888
3007	6	2540.804849
3038	6	2477.472193
3069	6	2535.018095
3100	6	2656.941636


"variability = 7"
00	7	0.383303
31	7	1.706021
62	7	1.823969
93	7	9.668376
124	7	9.994607
155	7	15.857765
186	7	18.048907
217	7	13.118536
248	7	20.227619
279	7	27.687975
310	7	40.181703
341	7	28.896957
372	7	50.960648
403	7	38.700752
434	7	43.392627
465	7	49.615243
496	7	57.569841
527	7	63.241851
558	7	81.988543
589	7	83.260588
620	7	91.96771
651	7	97.913999
682	7	104.158323
713	7	114.794455
744	7	123.223704
775	7	142.053756
806	7	153.334733
837	7	164.581891
868	7	194.140441
899	7	196.138136
930	7	214.237129
961	7	235.691599
992	7	246.49503
1023	7	264.570032
1054	7	285.600877
1085	7	312.232734
1116	7	318.881418
1147	7	342.219104
1178	7	355.469599
1209	7	382.549251
1240	7	406.760862
1271	7	416.881836
1302	7	437.527048
1333	7	461.810398
1364	7	480.71116
1395	7	503.378254
1426	7	527.83663
1457	7	540.324324
1488	7	559.053761
1519	7	587.592839
1550	7	612.540975
1581	7	660.014387
1612	7	728.644348
1643	7	716.244641
1674	7	758.804377
1705	7	786.084026
1736	7	825.573862
1767	7	856.101497
1798	7	908.614745
1829	7	941.357109
1860	7	980.016261
1891	7	1027.691232
1922	7	1093.590791
1953	7	1088.590893
1984	7	1128.733777
2015	7	1172.567223
2046	7	1213.193054
2077	7	1258.055153
2108	7	1440.75511
2139	7	1336.861353
2170	7	1384.717433
2201	7	1422.115071
2232	7	1479.382295
2263	7	1510.491103
2294	7	1565.13229
2325	7	1611.638995
2356	7	1656.015164
2387	7	1709.845992
2418	7	1726.775296
2449	7	1787.544713
2480	7	1832.735016
2511	7	1882.759096
2542	7	1914.756495
2573	7	1969.873681
2604	7	1996.969672
2635	7	2099.642813
2666	7	2110.169592
2697	7	2156.838959
2728	7	2201.29038
2759	7	2255.915816
