bundles_count	numberOfGoals	variability	execIndex	changing_goals_0	dam_updated_0	deployment_change_planned_0	deployment_change_excuted_0	dam_updated_1	deployment_change_planned_1	deployment_change_excuted_1	dam_updated_2	deployment_change_planned_2	deployment_change_excuted_2	dam_updated_3	deployment_change_planned_3	deployment_change_excuted_3	dam_updated_4	deployment_change_planned_4	deployment_change_excuted_4	dam_updated_5	deployment_change_planned_5	deployment_change_excuted_5	dam_updated_6	deployment_change_planned_6	deployment_change_excuted_6	dam_updated_7	deployment_change_planned_7	deployment_change_excuted_7	dam_updated_8	deployment_change_planned_8	deployment_change_excuted_8	dam_updated_9	deployment_change_planned_9	deployment_change_excuted_9	dam_updated_10	deployment_change_planned_10	deployment_change_excuted_10	
3720	60	2	2	77	1420319	2506336	60164	29944	1215571	310004	175741	1078244	151472	7782	974086	148099	126855	820312	82901	8665	786417	190008	178854	1034939	149852	6531	984911	98107	134723	807541	813	3916	827818	138992	154632	863300	54831	
3782	61	2	2	73	1785572	2025062	58216	7768	918775	133453	122245	814344	51256	3886	768329	76623	152270	903346	1354	5459	788537	96283	134385	745142	831	5081	749735	298894	130331	882730	148825	6940	796541	182919	139415	908026	98047	
3844	62	2	2	134	1560586	1774935	57513	5896	934866	86484	122047	745221	747	3468	1100339	134555	129955	839263	53540	4026	799688	93635	110966	939821	1256	11122	859422	267910	135267	820475	199499	3610	791022	130059	151308	830728	115025	
3906	63	2	2	74	1802646	1798197	57196	5952	862065	90621	116959	794042	953	4692	738508	131083	123615	730359	53917	5609	1075959	145431	157854	906732	59498	7916	843821	245212	154212	823929	137507	3942	739643	80808	134209	748677	870	
3968	64	2	2	76	1765781	2437129	66611	5356	1183810	93553	128119	796191	712	4465	767363	184935	125595	799488	102118	5633	778396	137492	121228	852646	67888	16267	983365	165837	162751	966798	59978	5751	873793	100130	169339	917437	1260	
4030	65	2	2	116	1702066	1965681	60425	6138	1006350	99865	136877	965218	1447	7638	826121	328892	134911	887283	103362	9414	801763	126022	147309	909004	124895	7052	840434	98937	132075	802962	961	5525	828774	319836	120284	867883	104453	
4092	66	2	2	126	1758502	1956797	59523	5386	942114	96747	131585	792770	611	3243	786438	86570	128704	787034	684	2307	785456	94793	113136	900958	1322	6169	819630	182731	104043	783773	101794	2238	968776	92912	134544	805938	773	
4154	67	2	2	80	1631044	2157586	61564	6903	964984	96858	151753	897897	1029	3945	767395	82238	120613	858640	1254	3763	920059	122746	174246	1012616	1612	9058	952732	230238	127916	886583	173785	4014	815428	85426	130144	735376	669	
4216	68	2	2	73	1729974	2226767	62276	6183	955198	109280	130789	845739	769	4194	783961	175963	143189	950708	111213	5736	880818	223040	169465	1219826	130446	10450	1005144	243021	194148	871996	159507	2814	1018691	125819	147885	900653	1024	
4278	69	2	2	126	2160769	2303747	65836	6167	1118322	103001	150338	895830	1275	8001	886746	284820	139603	876220	217783	5039	876204	93980	139981	845894	760	2973	829798	106050	116167	809409	718	6803	806484	192995	103739	806891	108188	
4340	70	2	2	122	1908349	2000450	66325	7081	958882	177614	134845	831856	71103	5732	1110859	312262	124919	886339	218062	4112	869773	107370	135603	856298	944	5351	849361	157882	157853	841322	57051	6603	820624	195231	118811	818060	109179	
4402	71	2	2	92	1797774	2213909	66869	6872	1018053	169698	134503	852206	52757	4723	803980	143993	121661	1019868	57903	6103	886530	193089	231038	1145344	66620	5841	948291	125282	189708	1070420	1158	8048	962663	213535	163247	910982	111691	
4464	72	2	2	87	1778504	2261288	69439	8108	1246795	245803	160113	1250543	122888	6271	984738	108932	136299	1062025	1833	5644	1249003	131654	155029	1132946	1187	6371	1120005	159639	194882	962357	63300	4235	910360	103243	141330	945107	937	
4526	73	2	2	72	1914734	2183467	63179	6055	1040403	156332	140291	914826	60999	3538	869276	96134	132265	839118	784	2960	1149012	115363	155178	932143	1132	5335	899933	216419	147739	890923	121065	3008	874757	98463	128664	862551	703	
4588	74	2	2	139	1804932	1965904	68819	8983	1067390	303469	139241	971332	248448	4333	938221	104420	135767	893419	983	4030	853164	157162	140949	1061452	63509	5902	918740	156350	152343	892511	61038	4272	902833	174884	152783	923136	63419	
4650	75	2	2	136	1931950	2000711	68777	5178	981154	100902	146229	1037639	1152	4887	920682	106190	134378	876073	732	6958	1091865	229808	212315	886488	173537	6723	1123387	238543	203053	1226877	192090	12693	982301	240861	145786	880640	111521	
4712	76	2	2	120	2096130	2674167	68202	9348	1308324	171677	164740	918862	56780	3072	856051	124548	177634	1372465	1850	11681	961590	300694	185226	1106858	251982	6921	969499	112930	138414	952562	1109	8260	940487	216963	145060	965337	125659	
4774	77	2	2	95	2253187	2253765	83576	7590	1117927	120147	178196	892278	803	2909	880179	110785	135756	938467	1016	6720	902092	302316	144194	1141694	242538	7574	987214	166301	174951	950954	64231	4631	958750	151731	152735	925181	64247	
4836	78	2	2	128	1933007	2111092	72859	4444	1027113	103958	152768	1083704	1244	5739	974508	163193	138435	1021860	65514	4620	910563	103454	135015	890020	905	3244	889780	269033	238840	1093068	71112	5835	1016005	116281	187535	885485	1004	
4898	79	2	2	141	1961381	2154803	77282	5882	1048940	116621	143953	849235	561	2091	1030642	110293	143633	906579	742	3710	1490027	219088	236823	1230497	1584	7026	1150077	214097	156779	980108	127525	5922	920881	159545	156620	873017	61100	
4960	80	2	2	117	1935578	2613475	74835	6505	1176835	189535	211138	963966	996	5371	1057592	273275	247431	1357223	140665	5503	965282	112907	202221	1291924	1832	6821	1160421	205367	163812	1117031	78775	5009	1255676	168406	222942	1100553	75856	
5022	81	2	2	138	2223531	2144745	69857	4862	1325857	115184	162428	957017	962	3508	1015309	110471	159779	996544	996	5760	912367	288666	144073	1123875	192165	8769	1023339	236270	165667	982306	137083	5290	977894	114443	143997	966659	794	
5084	82	2	2	142	2029654	2155012	75107	5631	1228732	172115	171379	957011	66114	5394	984808	219506	172380	968510	127651	3111	918217	121678	153075	1159430	1548	6244	1034595	204106	173002	1005215	68829	3420	993584	124420	150867	967593	876	
5146	83	2	2	116	2093310	2219913	76414	9864	1222820	287960	162544	950165	192078	3303	1040070	108958	144696	954854	796	2832	1104231	148969	169513	997916	1648	5273	1257005	144210	193481	1339209	1425	8082	1029298	205258	176627	1117496	135003	
5208	84	2	2	72	2379975	3111599	85692	10658	1277791	309724	285253	1401476	150247	8703	1183058	273339	207373	1156142	138681	5673	1024236	128118	184478	998143	960	3361	1043116	119191	185974	995395	994	8653	953499	240603	157623	928603	130752	
5270	85	2	2	125	2238334	2348882	116957	10185	1456848	188999	187133	1501986	77188	16969	1096114	409285	189035	1030091	331156	13445	1058713	460873	180075	1012471	331131	5717	994477	238687	155048	981437	134146	5909	976118	114486	175065	1150505	1270	
5332	86	2	2	78	2412584	2954671	131096	8739	1806473	116280	202704	1617545	2112	8336	1600887	241475	256057	1885076	3210	8580	1740492	120603	182906	1439701	1479	11731	1076975	311888	220050	1322503	193115	6425	977265	248653	176491	1314217	85263	
5394	87	2	2	119	2503883	2815459	80585	6003	1489231	124987	172201	1013983	935	7391	1474023	516369	192875	1514432	440193	10388	1133846	319870	212087	1248920	233215	6239	1437076	202121	192260	1220924	76039	4766	1035487	116006	192886	1199793	1674	
5456	88	2	2	124	2459213	2277830	132483	17315	1455298	185984	180119	1176767	74630	5859	1104386	184307	191064	991190	69922	2887	1239268	124313	198434	1122823	1243	9218	1067653	287442	187268	1050077	207398	5231	1122360	285095	197250	1073078	144321	
5518	89	2	2	109	2668274	2396155	80729	6531	1278892	134591	184647	1012251	804	2882	1262714	135104	178358	1285944	1589	9121	1070899	255705	161337	1054514	162515	3958	1071736	132047	172630	1010129	1025	4853	992753	169375	169069	990354	71593	
5580	90	2	2	114	2499190	2591995	90528	5261	1392616	147032	216541	1147602	1153	5833	1284982	278127	324857	2029302	2079	6677	1453139	133898	188202	1146963	1382	5531	1178169	183186	229744	1627155	1728	5429	1252148	157809	263623	1212587	1179	
5642	91	2	2	82	2494423	3769904	79418	7134	1190515	162176	185704	1164296	1180	5290	1289960	146250	176215	1145643	1828	41127	1185914	135535	195048	1280342	2139	10669	1162398	237346	253410	1498713	88731	8947	1267930	237968	228706	2096243	106298	
5704	92	2	2	133	3922144	2937043	84893	6871	1197096	194511	238048	1043536	901	3752	1161168	137052	197380	1106263	1005	4180	1198457	142486	205954	1355680	1451	9481	1128686	289840	186255	1091749	217548	4430	1124402	147507	189719	1112806	1074	
5766	93	2	2	78	2428610	2612506	88954	6939	1199573	194155	200176	1127979	76779	6898	1056312	491110	288716	1258437	160684	6358	1119791	140511	193182	1110005	1026	3399	1086768	138019	196730	1077502	928	4860	1094483	273282	204070	1069309	158212	
5828	94	2	2	132	2444934	2614146	83712	7671	1341061	199768	170207	1062692	75067	6716	1116724	391125	189159	1114607	277478	4742	1186323	192830	193699	1624534	93306	9480	1175470	281085	203776	1096373	140489	4394	1084684	203207	211174	1004458	69475	
5890	95	2	2	72	2430957	2428819	97114	6319	1292583	213209	194675	1281936	88140	5089	1243317	145020	248830	1425458	1765	7974	1629206	247629	250013	1595038	109491	7771	1350489	269887	196451	1295891	175467	6613	1550439	140122	199924	1258369	1417	
5952	96	2	2	86	2541267	3135025	137940	8416	1267401	127998	187704	957320	813	2627	948540	178048	221703	1343986	1544	7919	1220138	159520	241696	1318498	1546	7231	1260455	239257	246260	1200255	90816	5554	1350642	244014	223828	1279162	81406	
6014	97	2	2	98	2720698	2572670	81306	11664	1120965	220753	200191	1001482	71980	5435	1182520	381348	194015	1302346	238749	14108	1117369	720886	241515	1454320	657482	16168	1577104	298643	352890	1194899	77364	7663	1191095	257716	184599	1095665	146092	
6076	98	2	2	82	2661298	2925177	87276	7702	1254614	231288	187087	1313736	227233	12527	1638612	230583	243623	1729003	85275	5348	1363877	140096	212708	1095595	1045	3843	1014394	129561	180721	1047510	873	3091	1266549	179740	200399	1084595	685	
6138	99	2	2	71	2582976	3146841	97116	5486	1502799	156302	283453	1095568	983	8359	1567804	402278	279192	1393824	153202	8827	1389447	474087	184999	1225899	477714	5370	1188295	154196	185368	1097137	921	2817	1064458	143842	203818	1194181	1192	
6200	100	2	2	85	2884315	5790485	261716	11118	2469839	173390	232050	1788695	1142	4453	1709288	133907	182788	1958168	1121	6276	2170369	171849	252059	1811378	4690	10204	1724339	441999	193993	1910859	412659	4773	1939914	138354	239952	1836659	848	
62	1	2	3	57	50729	61260	4214	3365	28427	3068	2127	29620	1951	1724	23103	5691	1888	16145	1900	1535	31032	2481	2357	16678	1286	2140	15324	4706	1638	16313	1894	996	28876	2664	7864	20678	857	
124	2	2	3	99	122787	168017	5523	7484	71824	8119	3520	38839	3446	2266	39176	4052	3791	32272	2294	1383	36995	3085	6494	61357	542	2332	73266	5695	4271	51701	2511	4763	41205	6217	2901	33678	561	
186	3	2	3	68	140929	197881	8546	2250	52493	4271	5694	50314	477	1877	52799	5896	4044	43139	6357	3717	79266	5278	8160	62805	680	2441	51279	4863	6978	44203	536	2056	49196	4358	2861	42897	507	
248	4	2	3	102	183216	261920	12678	2910	139330	41441	10255	111116	4902	4040	100069	9931	4556	95331	6736	5192	89036	9707	10131	69567	826	1699	85234	6263	8579	102092	1042	4786	83501	11168	9264	93283	4588	
310	5	2	3	174	208519	302478	11781	2932	92714	7657	5916	81580	621	2565	118716	9364	8277	89084	4994	4478	80686	13391	11408	73416	9941	4016	75609	8230	9314	80969	4822	4817	80066	17576	8464	72606	12430	
372	6	2	3	135	232067	366265	14668	2518	88476	9016	8185	73965	491	1463	78038	6465	11258	68956	479	1463	75419	7076	8858	71457	491	2134	87608	7125	8239	70328	411	2624	87640	12869	13944	72817	8554	
434	7	2	3	64	239947	415854	18287	3286	126921	14716	8139	111542	10150	2005	111760	9322	8892	103769	540	1500	110403	8863	10663	115194	513	2816	115840	17566	4869	111982	13653	1873	122452	9231	9247	111453	623	
496	8	2	3	68	302047	563157	20772	3813	142044	18958	8825	147508	11915	3034	158501	19560	11597	170025	8068	3540	134669	71165	50158	199658	995	4463	140308	12128	14034	123465	578	2368	127020	11992	9679	121011	564	
558	9	2	3	147	426279	579958	21815	2834	145615	15723	9353	134602	11026	2045	146392	13581	12320	145977	602	3390	133181	23855	18262	127391	18323	2335	149898	15763	20581	123958	8078	5361	129524	24108	15692	136285	15284	
620	10	2	3	72	445842	625908	23824	6690	167423	28046	14746	152805	29134	1992	136815	52916	48750	173143	868	3697	146013	9027	14923	133732	582	3579	153571	18874	22663	150007	9265	2225	154104	12267	20621	133747	602	
682	11	2	3	82	500487	1059370	46104	8488	326633	27441	42193	225394	901	3467	183587	15280	24920	182660	600	2368	161429	16951	15004	138601	473	1394	144615	15283	10953	139832	484	4493	176839	31299	22030	150494	30338	
744	12	2	3	89	506731	705369	27475	5887	181463	23061	19844	184609	16890	1909	158747	14892	19333	152304	542	2114	155542	20609	18741	150579	10588	4309	158621	13343	21040	153985	487	2955	158496	20986	15833	160291	10714	
806	13	2	3	128	503461	661289	14092	6313	168869	32443	17174	153746	22594	2146	157641	14889	16940	146934	569	1629	155060	12569	19056	143424	479	1593	154239	13550	17155	237484	897	3374	172997	13533	21581	149556	601	
868	14	2	3	79	351117	380479	14110	3794	196625	13952	30910	159236	551	2624	173591	21766	24479	158711	9479	2622	166417	13004	23067	152087	529	2127	161568	16672	16087	152746	506	4873	165390	28833	18408	156421	17665	
930	15	2	3	86	398093	501520	14688	6493	216199	24335	29503	167339	11407	2364	168082	21418	25319	156906	9803	2675	163839	13406	26420	164722	535	1614	177856	14274	26938	167801	542	7261	180643	58729	22149	177494	51456	
992	16	2	3	95	414840	416342	16380	3127	199381	15748	23979	180031	630	1884	176930	16601	27561	175926	510	22678	239159	22068	27794	186637	862	3295	203566	18653	29927	188063	644	2205	189118	18808	28120	191273	650	
1054	17	2	3	92	485599	497141	18255	8193	221900	83851	28096	198419	60646	2424	203385	18504	28347	182306	613	3313	189233	26489	29539	178211	11982	3822	194859	33051	29854	189497	20198	1932	175099	17860	28840	167159	544	
1116	18	2	3	50	424616	432680	16416	2907	228451	20966	24355	187453	509	3593	217616	56294	24954	234249	44279	3230	233956	28276	25961	221714	13107	2178	231488	22686	34915	204386	548	2670	228968	114421	46915	222245	18257	
1178	19	2	3	125	736015	1301420	42004	4892	294597	23578	29839	280163	624	1853	273881	27938	28155	285094	551	7179	287880	88768	29311	287884	78347	2222	272075	33265	34019	264487	16241	2669	279180	21794	25256	264380	484	
1240	20	2	3	102	730502	1223546	45453	3462	432696	28773	45716	323525	739	6175	311908	63986	41164	312772	50125	3429	321010	46659	27722	300814	30149	2519	322935	42719	31223	276288	17192	2062	285543	38999	25723	271846	17027	
1302	21	2	3	135	767080	1316613	51981	3948	400914	30605	42966	318179	730	4449	320094	58280	33025	326009	41011	2376	301545	26862	38705	302893	564	4204	341675	39817	32272	317210	19542	6785	339587	85678	59485	318132	77287	
1364	22	2	3	85	981161	1366233	49516	5744	351796	24679	56262	314791	594	2897	362089	29850	49243	355049	900	5690	324976	38937	34815	298421	18519	2520	308028	39754	43577	297605	18291	4396	331278	82205	38258	315289	76046	
1426	23	2	3	89	1008976	1518181	52548	7780	388866	33275	49576	328697	4671	2897	336584	33658	40998	334232	621	3400	327331	55640	39350	320848	34862	1766	330287	34985	43785	340897	599	3205	325361	71362	38607	377838	35667	
1488	24	2	3	96	925219	1589140	57758	5791	390849	34976	43051	337049	581	6578	532525	89205	46229	364768	22251	3544	342586	41004	39906	365060	21415	4242	345367	42776	40022	353275	20563	2927	328744	34452	41526	311841	583	
1550	25	2	3	90	999583	1636237	55306	5481	532057	33367	43287	533286	4573	9842	530233	38625	62516	486638	783	4262	508158	35927	57340	474236	772	5052	412684	36730	47096	446724	761	3418	440116	48635	53299	435980	22584	
1612	26	2	3	105	1146827	2052522	80659	8824	832123	66132	57350	566416	25726	6161	579106	69699	65839	578827	96713	13627	530218	52439	55799	494467	25137	8231	473104	35264	55988	463995	638	6812	442961	40431	38645	492898	1012	
1674	27	2	3	115	1121735	2122354	71423	16955	659990	56630	64631	548396	1182	4931	465054	34471	46757	440542	712	3712	463972	43041	52036	544882	4972	7549	585672	96577	68497	598571	68351	11910	701055	205091	97670	582628	60872	
1736	28	2	3	138	1277880	1727631	57578	4412	544245	40205	61775	456083	598	2180	445076	34320	46708	464702	604	4345	570303	126131	45680	454682	74631	2954	469045	48342	51986	445905	22369	2122	447653	34998	49634	607908	6364	
1798	29	2	3	147	1372337	1952032	75250	7465	787172	69893	86415	856970	1876	5568	575907	38886	64709	466396	763	6066	500186	75465	52858	758597	119303	4922	779974	47553	58685	584014	1319	5052	596012	60454	83761	536228	1820	
1860	30	2	3	156	1635879	2313241	73302	7965	631034	177319	99125	662515	31133	12969	622517	223039	63444	529515	211462	3505	523059	63206	54737	515676	28926	6856	577633	151347	66773	690292	192789	8316	680099	46175	80549	625723	1640	
1922	31	2	3	129	1439494	2209258	80276	9442	613774	89748	59122	514039	49299	2472	517755	44496	53201	729869	1167	4838	531662	44182	62845	528017	735	3250	516228	45271	59775	637071	1260	7808	664481	127094	77184	558114	56754	
1984	32	2	3	103	1432232	2269091	85901	5431	640712	43031	67994	675457	1241	5336	564574	63303	71099	547717	28784	3351	723916	49702	74891	566652	4646	5483	540086	88803	64077	518105	53684	3348	523944	42338	53820	521306	682	
2046	33	2	3	141	1284419	3075923	146976	8157	808459	49923	62152	574047	1003	3568	631198	53886	64822	545839	805	3369	638952	51225	78926	563880	987	6437	595202	97398	75633	552220	53923	4548	588352	74666	74624	592991	29790	
2108	34	2	3	102	1660264	2296739	76840	7393	628292	72329	61914	594491	29968	2655	545118	47068	67778	534549	641	6304	735968	96180	68476	525113	50700	2893	502961	50096	62174	805863	1359	6402	682896	60072	98130	605862	1153	
2170	35	2	3	92	1607612	2505013	99406	10262	863903	126379	97753	716931	84958	9375	1059516	241321	86462	700854	118637	8971	606682	104287	73801	609593	67047	3252	597175	48991	79128	549989	671	2247	557226	58213	132426	944218	1634	
2232	36	2	3	99	1687293	2752295	82512	11343	669373	77609	63527	558547	31279	4939	635538	100259	79511	608845	61820	4077	615539	89527	90150	624344	1026	3337	714760	53446	80748	815732	1694	4991	609469	55488	72345	592923	711	
2294	37	2	3	103	1609291	2481470	88179	6731	669782	79050	74617	567796	45298	4047	823779	65333	79078	609438	998	9558	617407	175221	83683	642472	141711	3277	575681	46866	59102	571493	666	2853	568615	52725	76413	666581	1086	
2356	38	2	3	90	1512775	2850875	85581	8924	701005	58576	83847	647206	962	4496	599728	164099	98460	621933	33721	2927	585390	51595	81806	618559	900	6415	593050	169447	89971	830688	176484	6357	675072	58548	81126	652537	1139	
2418	39	2	3	134	1502328	2632802	85768	9136	718371	133584	86210	599900	124011	15817	1094287	59479	88400	624373	905	3724	610064	53428	78078	578564	665	5976	618954	129666	109574	688822	1108	11520	690402	122473	86566	736976	65974	
2480	40	2	3	102	2109268	2988514	77212	6276	687882	71831	75014	556750	30326	2157	604321	54435	62349	1012965	2465	13172	1016022	109179	129279	851111	1603	7779	688391	114383	83151	717015	74380	6328	654853	95504	82169	630512	35158	
2542	41	2	3	90	1649607	2993413	104617	8382	803977	61037	87601	662934	799	4160	695127	208035	84594	678088	73668	4342	652836	86007	88823	641934	35896	2879	637329	59074	76389	714936	1336	4508	672896	72818	81444	967677	7620	
2604	42	2	3	119	1864004	2960932	163958	9233	1167842	64594	102148	1089901	2238	7194	1016016	67031	95558	886372	1473	8743	873470	158726	118153	702311	38124	5885	650769	85623	73007	625591	39184	2674	644845	65401	89606	675597	964	
2666	43	2	3	109	2024780	3012051	94457	5543	814423	70835	76301	650144	3981	2938	754512	57835	112224	613296	826	3507	949838	68702	101684	964789	1324	5552	772148	58445	92090	622866	948	5062	732640	258908	129478	727098	100814	
2728	44	2	3	99	1683020	3012098	101624	6954	836318	93277	92433	705949	36605	3648	862608	67108	107329	969967	1590	5924	798189	97948	114448	821213	44669	5851	751452	62523	81829	825142	1864	8513	740840	87576	86917	695417	39270	
2790	45	2	3	104	2108953	3250757	125714	7712	1190775	108571	107339	752157	40438	5028	712557	69864	91909	708902	1038	3879	829669	91908	83656	715642	48528	4954	712031	65034	91659	676286	4470	3217	698490	78529	84434	901686	1181	
2852	46	2	3	102	2195528	3330122	112351	9899	820416	163559	126664	1277775	152853	11930	896274	137424	136590	783583	84003	10968	916892	162482	80889	1136608	127369	7977	1064641	113227	149809	1103235	6252	5216	1347510	187754	187596	1016331	2012	
2914	47	2	3	251	2162482	3740201	176411	10711	1306469	165600	138758	1080960	64550	18680	1013371	112798	122946	1032359	1799	9703	988783	194987	150805	971904	114869	7867	821060	104541	90300	722014	40153	4826	726347	116231	82215	1058794	45385	
2976	48	2	3	98	2146146	3540059	128261	10003	873057	98235	116305	782505	42442	5477	861037	90712	112190	904107	1536	11412	829297	185144	143832	938871	133021	7293	855684	83604	89178	765304	863	3016	731899	65760	90348	772294	1465	
3038	49	2	3	97	1962912	3121231	124268	12181	844157	99451	93025	691606	40638	2437	719421	70925	85753	714577	682	3124	756196	110779	92415	785231	40839	6180	700034	67295	104053	843872	790	4112	1175229	90088	209381	839464	5077	
3100	50	2	3	198	3665794	4808191	131179	8026	1114619	73373	115204	932509	816	2979	900862	74470	99210	929801	1120	7662	1203671	89460	148291	1001673	972	3878	938367	74437	114651	860071	579	7420	1026109	151044	138753	956478	80771	
3162	51	2	3	113	2237637	3854234	141790	5634	1039743	78309	120896	937223	725	3922	955641	75944	102859	915249	665	2550	1058123	71943	115007	945891	863	2862	933828	84370	77595	939131	4750	2933	984323	98801	97588	950512	1018	
3224	52	2	3	126	2206491	3794121	135255	8118	1059786	166365	107643	1001951	100478	5148	1099950	111699	206665	1023409	48329	6945	1042695	166441	187104	1054046	89565	4762	982117	130205	169091	1018961	50756	10018	1065952	318966	233484	1104784	191474	
3286	53	2	3	119	2817920	4300851	130894	6430	1107437	92890	92837	1249623	1246	4152	975313	91931	122143	1013964	1041	4857	1056562	139683	112700	1251597	59470	8583	1060250	114761	99816	1081255	43873	5160	1083731	121182	128074	947206	42437	
3348	54	2	3	123	2496045	4054470	131917	10579	1192132	153089	107709	977510	84841	4511	951399	165084	80037	1086211	90344	5554	1036973	213176	113803	1254952	87529	5632	992749	120748	94623	951913	44965	3805	969551	170989	89239	945409	91364	
3410	55	2	3	98	2228391	4019889	131706	5376	1150282	100410	216140	1136359	1682	5388	1036507	89117	166305	1085440	1742	10199	1144063	181913	190624	1034590	94794	4061	974861	105651	130361	984499	45613	6605	975571	191660	131372	935566	120014	
3472	56	2	3	107	3004799	4108928	143846	10453	1038820	137782	96531	944088	83652	2793	983299	86042	116599	976949	796	2459	1012590	95162	116326	1014919	1159	5795	1284153	145180	195516	1171738	51218	16637	1072152	155742	149516	1164477	51342	
3534	57	2	3	170	3306193	4691785	131882	5714	1140962	91492	99463	1030628	1140	5897	1072779	210208	119284	1034550	133227	9109	1094677	226138	120721	1094067	185877	5190	1109061	83416	123408	1022532	1252	6616	1019486	157027	110038	1031347	135222	
3596	58	2	3	158	2391270	4118708	139661	10044	1125415	83394	109180	1003808	800	3476	1035785	150754	95458	1023328	91172	2773	1130072	123368	111961	1038085	48765	3087	1008850	83928	122568	996400	786	4375	1094269	134716	105363	1078847	116429	
3658	59	2	3	212	3147520	4597217	156576	10257	1272337	129696	143832	1063393	58004	6567	1137452	134792	102917	1453049	55542	6643	1528412	109808	116160	1132913	1274	3952	1150116	88210	122764	1256724	1546	5856	1456951	170790	133173	1329608	110350	
3720	60	2	3	142	3121034	5253535	181205	6020	1282566	105907	182689	1053092	727	7590	1074160	99334	107765	1149405	1164	8346	1066407	84600	150425	1157480	1381	9635	1136743	217043	138475	1233662	174093	5215	1200895	103434	148284	1101038	1192	
3782	61	2	3	115	2664752	4202890	156171	5622	1295334	85391	117382	1103713	4974	4073	1066692	134060	129563	1045818	53440	2652	1006931	84511	103689	1042408	4685	2800	1017583	79491	99564	1157899	1104	8893	1047318	98327	106338	1025329	787	
3844	62	2	3	218	2592610	4636517	141700	6731	1275058	145789	127954	1077313	54359	5127	1042055	126709	113027	1171788	55807	4071	1158095	170053	196246	1223854	106849	9758	1067919	216742	154718	1093856	166008	10023	1134902	141207	188536	1163099	58034	
3906	63	2	3	120	3332792	4914536	142096	6277	1381123	97383	115521	1044286	682	2533	1081964	84972	107979	1065794	4526	6347	1309243	97297	149342	1140304	1461	5016	1229039	137610	165878	1148520	1339	5087	1026200	107285	139414	1143387	1053	
3968	64	2	3	103	2864674	9400265	58781	6030	909120	92198	109633	718007	643	2617	879473	129437	149664	811032	53197	3855	787460	141832	147521	821397	64029	3406	857788	99251	114801	809007	1079	4819	772061	147357	116543	805625	52918	
4030	65	2	3	108	1703905	1758842	59116	4925	938012	87394	133086	800052	647	5839	776731	221582	120758	851445	151706	5394	786295	290185	142278	793873	151329	3626	863076	90560	137940	792787	840	2835	785129	88480	105819	862229	1062	
4092	66	2	3	83	1662990	1971219	62039	5403	938442	103303	137817	820012	623	3909	813420	98612	128599	836184	877	2973	809598	95937	109138	866049	1317	4666	914206	110445	139184	842255	1103	7224	849993	173467	123285	989932	131958	
4154	67	2	3	96	1895737	1843015	55934	5357	839884	94266	102275	1024180	1605	5075	1102582	102502	173163	1025066	1357	20184	1156347	122400	169889	932415	725	4853	855126	80659	118988	1022078	1896	7664	1022440	103543	146095	904933	1174	
4216	68	2	3	197	1845550	1893243	63896	5148	956446	103639	132402	883848	1054	5460	844439	167585	124559	871406	58345	5702	856785	148596	176598	831464	57354	2503	840658	97982	147991	847607	1010	7356	846429	231645	122663	907733	208403	
4278	69	2	3	85	2079541	2050936	70566	5898	974452	104768	171434	859443	742	2467	840611	102017	135350	827205	637	3253	840888	155999	137637	896966	56127	3611	877586	114496	151071	920938	1055	7373	917220	307462	232012	1030539	225296	
4340	70	2	3	73	2637968	2651157	65555	13748	955504	138845	190877	746071	50197	2588	888377	151608	208151	875880	59738	5412	1104030	169308	217021	928127	58355	3950	846195	95771	161666	1042540	1914	30180	1425959	312686	193921	1010303	311294	
4402	71	2	3	65	2351147	1942121	67010	5731	941541	92037	132411	816609	788	2389	829446	98833	136282	875749	1129	6494	890034	204314	133282	905347	110919	3863	833809	142954	124962	812096	55926	2303	814958	98765	123713	837029	905	
4464	72	2	3	90	1831665	2258080	70203	6133	953675	109470	127469	825424	775	2290	823723	111878	95673	820920	715	2388	840680	96056	148236	826092	629	4246	917906	270293	137115	1021691	167716	3981	952475	122097	148136	886267	947	
4526	73	2	3	172	2595245	3061532	70840	10980	1349772	113585	272619	935666	1196	5434	887074	110043	132245	809872	544	7306	825475	242678	233372	806001	158568	2612	890044	135222	161422	1109245	1096	6277	921692	218941	173184	952824	116813	
4588	74	2	3	78	2595394	2059584	69398	9345	1072208	215376	161715	916195	122206	3868	950324	114374	157248	970625	1106	3744	952641	119589	169512	1006531	1542	10660	987687	376609	176891	1066637	274342	10092	926298	398855	154196	892642	282462	
4650	75	2	3	151	1805622	2276118	70756	8859	1061239	218361	162596	893277	116712	2787	861611	101184	133480	850100	632	2838	858258	110207	136159	881317	851	2426	894691	100024	138506	854268	744	5551	904353	209068	140847	871345	115727	
4712	76	2	3	93	1817913	2026427	70007	6946	1053632	109654	153612	885143	759	2699	872177	100100	154009	862470	706	4955	869284	210802	139326	855454	117428	2161	858109	103021	119582	852012	650	2307	994728	132270	180065	1018636	873	
4774	77	2	3	87	2830008	2684808	73485	9543	1334532	143392	238732	860899	891	3357	931742	119266	206928	919857	865	4067	970309	120618	209200	864544	733	2777	916109	119422	198330	947595	938	5967	925864	148357	224207	1019331	86974	
4836	78	2	3	374	2625424	2634207	90426	5863	1137882	114631	148004	930553	948	3731	910769	195367	139212	904832	56018	4601	875281	131120	157622	998293	73923	6497	968056	262594	188663	1170030	140006	6657	1009860	115005	167429	1412709	1499	
