bundles_count	numberOfGoals	variability	execIndex	changing_goals_0	dam_updated_0	deployment_change_planned_0	deployment_change_excuted_0	dam_updated_1	deployment_change_planned_1	deployment_change_excuted_1	dam_updated_2	deployment_change_planned_2	deployment_change_excuted_2	dam_updated_3	deployment_change_planned_3	deployment_change_excuted_3	dam_updated_4	deployment_change_planned_4	deployment_change_excuted_4	dam_updated_5	deployment_change_planned_5	deployment_change_excuted_5	dam_updated_6	deployment_change_planned_6	deployment_change_excuted_6	dam_updated_7	deployment_change_planned_7	deployment_change_excuted_7	dam_updated_8	deployment_change_planned_8	deployment_change_excuted_8	dam_updated_9	deployment_change_planned_9	deployment_change_excuted_9	dam_updated_10	deployment_change_planned_10	deployment_change_excuted_10	
62	1	2	0	2760	1691266	2064650	253588	76556	247485	1144134	52521	83514	29740	32203	79246	66344	31463	84674	23712	18444	110832	74801	41538	87833	6277	26078	128066	58178	28936	69811	4892	11404	89017	33695	52956	57787	4281	
124	2	2	0	444	5752724	430125	100557	44920	270221	48943	46745	163340	6190	31804	133886	68115	34862	114525	39536	29719	143901	50916	49803	117947	22022	18029	167147	71755	100804	187255	7673	28583	209271	87580	69655	271167	37775	
186	3	2	0	629	877439	457428	111579	45988	248608	81032	107048	432453	9523	25963	344758	128597	68826	182404	51322	23483	234748	154790	55898	174194	98606	38339	173340	188474	30109	183189	98423	15849	195911	50406	25931	245472	85273	
248	4	2	0	669	978491	435587	47021	20093	239194	72139	25826	288126	48937	16359	259136	77751	81197	233020	5261	13480	218708	116550	30562	156973	3873	8869	192105	174087	31616	217672	5287	13318	262002	140233	35852	263879	34874	
310	5	2	0	400	660593	388392	88827	19837	292163	104452	31489	242943	5051	24954	274135	112738	45976	256511	5141	14945	272928	113723	48535	289015	14364	19010	341357	272672	46198	250514	141453	16109	358408	97727	35938	148070	38589	
372	6	2	0	322	728833	327745	68088	13060	338178	123183	60057	284000	6038	21891	268934	135940	44443	270929	73993	20908	288858	343780	65803	258628	138200	18992	287138	355464	65559	256492	146676	13174	283850	133462	62177	161419	4153	
434	7	2	0	301	740227	406675	77721	16055	234128	65417	34549	185968	16392	12244	280026	34402	51425	357817	6258	17146	237621	27636	34756	277440	6380	14553	349217	56066	29159	193470	4010	10528	202423	26671	29973	186449	3508	
496	8	2	0	239	479901	523521	86301	13100	281288	49227	35126	191279	19804	20044	289869	201773	44063	354551	173289	30083	280064	44421	29937	244671	22683	10244	303401	54647	66824	305575	5296	16555	310654	89372	67610	265844	19405	
558	9	2	0	433	751169	660708	162836	18027	413444	66122	66434	333297	5289	18021	796093	123781	40321	233190	33409	15464	265773	63638	46670	215942	32626	9333	417164	60589	68624	326711	5428	21263	464437	126426	68959	250688	34161	
620	10	2	0	264	483282	700528	151028	19500	394598	74902	75454	380508	5966	19916	461077	166535	70108	296104	54643	11118	202414	47017	59687	209597	3862	8920	205148	36847	63628	333650	6673	20753	301774	77986	55190	221565	38967	
682	11	2	0	267	605628	540921	136325	12822	307936	42384	64569	246974	4084	11763	287472	43180	87440	553246	8922	18880	299084	68275	75813	240954	26230	18314	259184	179057	55113	243879	100757	16560	263532	75070	54267	266899	74302	
744	12	2	0	590	730671	573389	42027	18144	352395	78765	79492	290288	76237	416878	551493	210124	111021	575268	106683	22205	441676	88110	101157	385299	2716	9471	224473	53316	45777	268695	1845	11362	313613	63810	72442	262364	25523	
806	13	2	0	9225	1118645	767773	42047	22110	361666	103902	61147	282365	46308	12327	289169	62331	67398	267597	25803	12208	453569	202212	111439	283912	61008	10195	296511	41868	63016	390624	2416	15347	403270	64911	60596	303682	24105	
868	14	2	0	222	1181531	688426	41486	29091	422160	72954	135003	689660	4533	32473	568696	226304	95793	468319	123426	14418	515471	97052	122993	507178	2934	14507	538973	90750	96020	472087	2585	55050	338389	53671	73852	309560	1569	
930	15	2	0	124	908931	883722	64965	15002	342008	69212	103541	617210	89441	20407	406187	149043	83321	302848	47474	9057	326526	76025	77127	293009	25841	8411	299704	45217	57877	402484	3021	18107	389660	122732	58535	300658	26017	
992	16	2	0	79	871956	616604	69810	12264	586818	128241	80909	373250	1707	10427	383606	49854	61621	375200	1630	8653	590977	121841	114186	376866	2297	12847	376718	73612	57615	329522	28159	9686	635155	136901	223564	1013844	4183	
1054	17	2	0	171	1212364	1190487	96804	20829	663109	291335	101715	495250	32165	13063	539312	284519	84319	366171	31457	10801	376063	144075	56539	349117	28605	7724	437058	108084	69998	335895	1576	16529	435764	373940	81935	519631	319353	
1116	18	2	0	131	1310795	932107	101648	20451	731928	227278	128149	571734	2786	17620	591894	384615	101381	630101	278238	14905	539477	110901	146530	600334	3084	13611	569109	231374	116569	594020	2552	33505	546830	125029	89336	523843	2085	
1178	19	2	0	177	1358436	1165126	101391	21986	581119	314317	98498	527831	197140	10951	540243	120830	111176	529623	2246	19882	394199	96160	63558	510581	82481	12238	364842	40562	63802	471709	21799	11930	390646	41707	86256	358391	1511	
1240	20	2	0	78	1192485	1309854	96495	17494	684600	55568	106008	562457	2264	21718	618166	106351	116385	594270	72700	12564	595413	64131	106445	525842	20748	14562	1475711	139420	168748	854684	65739	28426	701599	137540	106921	818569	84999	
1302	21	2	0	342	1472947	1276216	111459	23623	684943	102882	111574	766671	70724	13690	620716	51656	111468	609735	2540	13220	513242	44745	78456	653981	35842	16722	679068	55806	108534	683755	4034	26198	884864	92973	105863	655002	33487	
1364	22	2	0	178	1377438	1473153	119716	20616	973983	76936	111794	675388	2618	14308	489495	50607	92041	506695	24014	13943	459265	110855	85757	684409	56198	21261	824240	76168	95735	659954	33057	19672	548369	128036	144356	721748	51257	
1426	23	2	0	226	1484993	1465934	119529	19611	566132	51195	77394	637988	38575	21003	831141	89869	69503	685244	81751	14444	459611	51379	99114	746216	3031	15777	729737	65035	109032	745751	4613	25190	783156	118096	85347	451688	89101	
1488	24	2	0	187	1074604	1169621	110267	41309	775919	318929	135305	678873	550046	27632	630171	58755	144305	619699	2593	20659	602151	63639	111785	681346	2429	18833	670067	116614	110295	569125	67115	12895	583971	59864	106846	456866	2465	
1550	25	2	0	87	1590684	1300046	122284	26775	806862	221643	129038	512767	90580	12527	703348	64927	137579	423682	1500	12732	407616	35742	67624	395788	1164	11061	673630	58687	126722	665657	2237	14125	663422	86359	114427	687300	45128	
1612	26	2	0	180	1278995	1527658	80172	21211	682904	71528	95019	601979	63924	17909	820774	63698	134978	741461	2563	16432	791937	92752	289451	817163	59014	34495	1029127	210580	165866	996390	72143	20865	848238	41713	93915	477241	1660	
1674	27	2	0	89	1166201	1195344	88666	23232	802179	107033	120602	665552	2536	12891	608545	40781	156681	673745	2812	19345	493650	77023	124723	472603	45245	43036	491816	55475	89103	457236	23765	7034	438643	36810	84723	470458	1499	
1736	28	2	0	215	1866430	1552830	143596	16171	793252	130363	126368	662678	5873	11372	472290	40139	118410	744436	3059	13490	731251	80487	139783	745121	2754	32146	948169	76094	132455	515718	1841	28382	587069	102574	116954	859897	51320	
1798	29	2	0	138	1281080	1109124	105385	18987	638959	94539	96706	521010	50910	9013	753325	96846	197232	770771	42131	14567	892622	84518	133170	910043	5252	19102	652712	58929	97913	590203	1854	12049	580192	69759	76179	649848	29055	
1860	30	2	0	105	1294342	24388108	163365	46736	1020897	106536	194372	934680	51200	76766	812148	204998	133855	720754	70908	12570	491982	39009	106265	460841	1385	7952	704636	98480	147052	920055	31022	11428	754537	72562	133388	458480	1591	
1922	31	2	0	91	1789923	1268230	91116	11862	649647	48342	92801	525909	1364	6175	503980	88937	118863	490437	1576	7928	494073	64710	82341	498984	27372	7036	523356	50767	90821	691097	2283	9881	556263	112317	160806	875804	59282	
1984	32	2	0	163	1643374	1577854	139281	11510	967750	48818	88626	554161	1857	7343	598104	51638	75974	508935	1707	10215	518016	69211	106444	692509	33211	9057	761625	79370	131960	540639	2316	11236	485415	63838	87814	479557	30639	
2046	33	2	0	62	1269856	1574476	178066	21223	893331	146134	127394	1027367	103624	24012	1066688	141567	133247	1006337	48806	17957	695738	104291	109056	906195	100150	12928	1068868	80126	177098	899723	2968	12243	721994	106637	157263	833663	3207	
2108	34	2	0	105	1100754	1281629	102677	17074	812233	76495	90027	735708	34650	11661	882798	92059	124275	914575	3469	16170	1339368	146678	113865	987594	58831	15568	881773	78249	141823	833311	1953	9351	948418	76001	141508	793030	1540	
2170	35	2	0	112	1100910	1805121	96876	11736	572380	57567	118570	489075	2842	10702	453143	54026	106002	697789	2508	15064	706854	216025	141085	697507	143302	10398	660445	79794	145206	645689	2710	13406	829994	111795	138584	742013	3501	
2232	36	2	0	162	1699807	2053864	250585	37401	876960	63684	117753	449840	1605	12802	429213	101721	117405	413689	55901	10773	696688	132022	169727	764428	114678	25114	521660	74503	119171	419900	31042	10023	480799	52245	94192	394144	1305	
2294	37	2	0	96	1093187	1082773	191683	18424	896914	123595	166470	721523	2633	15372	757543	112064	178506	662312	2435	20704	676504	342676	179042	819699	253026	19286	751067	88827	158419	769720	2569	15796	600989	58065	128631	464513	1760	
2356	38	2	0	149	1361425	1643659	117399	17267	668819	167978	104204	646220	98732	12543	740489	93052	160607	469070	1619	9050	612787	118310	187521	773943	2736	18441	666574	92489	173180	782236	3710	19628	795979	106067	174039	823845	27459	
2418	39	2	0	290	1931187	1966982	127074	31712	960271	535061	163638	736465	159974	13702	495241	50422	121092	467636	1428	15273	758302	222380	118436	682763	185710	14613	699613	178977	172759	478810	64086	10465	833347	163375	148288	755688	116127	
2480	40	2	0	181	1591246	1598759	147206	18596	740099	185634	153856	644776	41746	19802	687056	177255	162876	554663	65155	17369	513238	120732	105351	827722	126688	18488	585318	63676	122908	493823	1596	10794	507513	62847	113916	494082	2080	
2542	41	2	0	123	1295277	1322986	101309	23505	569502	252939	90005	477051	319579	15743	795567	160240	159267	540545	35928	13737	478320	131271	110307	776434	201786	40562	795948	301234	112420	483890	212916	20125	479388	268731	91886	497772	211092	
2604	42	2	0	115	1300528	1802980	120579	43741	799290	124818	120492	658845	74142	17661	815321	113016	126380	623858	37706	13752	602915	62421	110460	537688	2684	14703	488752	85219	106037	785904	66949	22192	1020226	167255	173337	784414	59801	
2666	43	2	0	199	1687369	2166211	84331	26649	1193241	64508	186267	909980	2677	14634	594476	60971	124504	722614	2222	13593	495653	58195	108160	465527	1426	10608	478913	115303	111930	469436	66744	10281	498909	152420	106084	478151	97378	
2728	44	2	0	127	1231204	1834926	87372	14419	957734	106386	108736	572338	2032	12943	774659	108979	162765	620332	2650	32009	739481	99074	177056	763658	2526	44202	555139	60329	121469	828914	3794	17110	868903	73678	105476	826105	3329	
2790	45	2	0	179	1606033	1747228	87063	11583	885462	121330	104724	1602973	3327	14415	876848	107767	189885	538471	2063	11307	513152	103827	131172	807435	62934	14575	678106	71719	98490	548088	1999	26531	582166	66818	119455	834348	3423	
2852	46	2	0	212	1602662	1843265	89108	36229	810171	191139	123452	502627	138480	8722	472425	59241	112620	457428	1013	4906	466890	59818	94996	618335	2363	13460	613756	136141	130138	498970	73017	9343	518378	111118	198072	889293	2854	
2914	47	2	0	119	1336524	1745148	392418	17025	984237	166991	182805	790465	43742	15458	713066	388093	195207	880756	246664	17565	914148	172747	197301	846801	78099	16615	779921	77565	153713	546686	1304	10500	573101	178544	138302	889831	177375	
2976	48	2	0	202	2164948	1654795	94948	24190	999526	539005	196064	1034268	363871	15556	996732	136414	204947	899851	3131	14885	751880	73800	131405	545377	1364	9920	578049	117266	118799	507679	40839	7955	505387	78232	119481	720238	2463	
3038	49	2	0	118	1878066	1574740	201968	20615	1032378	139873	210747	852790	2230	20745	862890	462427	214707	868173	365139	15956	866073	174276	182404	861249	69661	13629	1154204	236547	238518	1242527	89515	17845	1000080	125505	145285	785614	45703	
3100	50	2	0	100	1549201	1635029	415792	12395	1137782	85671	144076	849189	3099	15826	1128348	260193	215105	1118755	136981	16448	966530	156937	173068	1161714	92803	18145	1200580	233924	250219	1133142	65088	16703	984998	80924	139337	712085	2326	
3162	51	2	0	203	1652151	1724157	177076	14780	886688	80151	128600	696985	1591	8500	967708	144453	157824	1280930	81507	16095	757651	126235	125471	677036	41315	7674	696781	80146	214052	857823	2183	10704	761151	93376	197862	943052	2162	
3224	52	2	0	128	1984950	1726346	48749	13265	780393	83083	153737	1135243	2385	14893	738389	113262	139210	649665	41364	9507	647033	99589	106743	628514	41362	7297	783014	190241	206188	1065633	77229	16271	1073297	185273	197149	1339478	89279	
3286	53	2	0	283	2202778	1887622	54043	16067	1050435	92408	145280	818960	2003	15719	1192862	141183	133598	821261	49285	11929	764030	79115	163296	697394	1761	12015	723432	160036	142507	921176	142221	14668	1142980	243819	221439	1057374	127534	
3348	54	2	0	161	2469403	2156423	53289	15317	863512	253048	229871	1142558	110819	22351	844515	194707	259217	1013329	55284	21596	808795	233108	166128	767286	172680	11020	944975	181778	229714	921319	123944	16885	742840	129986	147554	726548	82660	
3410	55	2	0	134	2149887	3415970	141766	14739	1075215	87867	159291	1350916	2923	27971	1175957	130680	186172	944087	44742	7782	901313	86653	143976	899139	1062	5154	1262812	87762	154528	984116	1572	10073	1423681	107164	188583	1150204	2079	
3472	56	2	0	138	2833800	4418844	133288	23665	1313028	200384	146780	949780	125853	7534	925697	69529	126431	1039983	2201	16254	1118898	397433	236775	1124747	172942	13731	1022011	116298	162356	1251246	51961	21291	1119838	199513	183847	931564	128013	
3534	57	2	0	142	2620945	3596162	131091	13235	1026219	156620	156961	979364	95087	12407	1515856	92645	167070	995725	1645	10118	953244	75765	157539	1119510	2394	14104	939550	165525	120530	965691	88588	10865	1243384	336528	154893	990808	152872	
3596	58	2	0	159	2299590	4357638	135014	17520	1528582	220132	197588	1305964	101370	16694	1430586	140338	168919	1058281	51200	16959	1398808	291345	167455	1061011	51150	9498	1024284	83030	146808	925443	979	7554	1080982	184341	164156	1223213	164026	
3658	59	2	0	152	3389951	4622435	144488	13230	1765861	119087	184698	1348488	2360	14845	1212370	106579	193946	1246897	2345	13275	1147814	82413	154078	1700210	2728	15794	1248202	123554	210755	1615672	54096	13315	1351329	88211	178316	1100678	5417	
3720	60	2	0	11259	2912858	4090198	135690	15870	1096708	131089	155410	999929	51526	12910	1501858	348752	190502	1183074	241033	15659	1101892	171679	171747	1097509	174229	23291	1463040	235555	187177	1420209	148764	22593	1200501	224358	159905	1023480	150070	
3782	61	2	0	12018	2597556	4529743	151142	16369	1277805	129465	240994	1215155	54686	15461	1125341	133311	273475	1279156	52333	13172	996110	182445	165592	1202495	96721	11817	1280802	135987	198968	1055455	48414	9506	1029977	161988	174679	1030210	48040	
3844	62	2	0	152	2685170	5006534	166944	13277	1318598	91730	164760	1180663	2491	12864	1087463	96705	160093	1119694	1336	12811	1160480	98486	271743	1456592	2186	14650	1129112	169994	185335	1080021	106573	12253	1070782	168731	194055	1310170	103039	
3906	63	2	0	154	3434693	4493998	129439	16932	1493846	328485	188233	1164083	145146	13771	1145218	127136	200554	1081624	57415	14756	1132027	236305	152268	1144988	198829	12252	1363218	96815	155809	1023047	1044	7621	995033	81091	153759	982895	919	
3968	64	2	0	153	2766460	5130369	141789	14832	1345421	101253	211366	1377010	8056	16099	1405933	104607	181817	1259140	2075	14173	1048397	131027	163060	1059539	64720	14473	1075585	176037	186996	1093916	147019	26320	1254883	91066	146115	1033485	1215	
4030	65	2	0	189	2645154	5184930	236984	17116	1448211	163378	170997	1128252	65631	17120	1338527	190102	200922	1420547	183092	31781	1552919	109403	177720	1223727	1666	12129	1431902	189454	194596	1351463	63400	14355	1342034	303769	268988	1164855	113368	
4092	66	2	0	117	2871141	5207789	129815	14457	1176024	93077	167829	1024848	969	6573	1164411	185187	216240	1362188	110389	14912	1594829	105850	190531	1697993	2889	14469	1200294	121062	219563	1237128	2276	15419	1365834	135130	261319	1726540	3045	
4154	67	2	0	335	2750749	30987291	68775	21250	1196869	105307	226260	789696	1334	12203	1294729	177101	346919	1513508	2887	16235	1502976	254798	276457	1603634	255322	36613	1940415	249582	262892	1947715	130808	16309	1005028	113046	239962	820588	1584	
4216	68	2	0	127	2494507	2602927	102402	16089	1644247	220015	287685	1517474	2302	12069	1601296	220294	292058	1535995	2712	18030	1779954	317043	252305	1031540	116878	11828	1082068	117037	211235	871522	1287	9600	1243240	164210	218464	1588526	128863	
4278	69	2	0	137	2857418	1937026	81794	16378	1192602	103745	158896	1517452	3228	15699	1276143	94556	180259	800077	1277	10443	764011	214036	197355	956448	90382	11475	1168782	204120	244006	1413287	95659	21561	1226964	274849	249054	1505904	178143	
4340	70	2	0	141	3102244	2443143	68582	34095	1221041	166133	216287	917944	60456	12287	1080100	96569	177800	836763	1013	6384	902809	96329	187982	1449125	2486	9041	1512749	103402	200520	899073	1540	8467	1034443	171130	177495	1437459	72668	
4402	71	2	0	218	2707790	2586193	65362	9413	1354386	91112	187864	1096374	1477	8771	1276211	337141	326165	1262957	87946	10205	1089731	109540	167153	839467	1384	7924	1158373	294304	320410	998465	58595	10124	1390801	224567	246516	847104	1438	
4464	72	2	0	123	2106671	2304417	67534	11768	1326532	274283	254960	956791	60210	7398	1137613	97506	206238	993542	1971	11193	866661	146339	159930	803472	55904	8449	852773	270522	157888	1340445	333785	9104	949055	100167	204629	847757	1416	
4526	73	2	0	120	2054215	1992347	65105	10150	1217873	171518	208950	886995	59218	6746	1017420	183865	221516	952966	64179	17183	1347842	376271	192408	1023057	174215	8406	1439873	117092	188634	1084850	3950	11660	1118265	106091	212633	926168	1683	
4588	74	2	0	244	3251196	2730313	66748	11420	1169642	179874	186781	1830452	117283	12166	1406842	180807	297206	1837976	3978	35558	1869149	177380	200322	1332976	2462	13619	1046882	185744	210395	1044401	76431	7076	1515660	206389	307880	1432895	2792	
4650	75	2	0	104	2845631	3233262	116937	15339	1513189	113503	197007	937718	1298	5418	946640	103744	190512	1304581	2578	9278	835889	107954	172821	1106143	2977	10377	970000	116205	196929	840610	1309	8058	837944	275380	208506	1318513	126091	
4712	76	2	0	173	2588303	3197688	73978	12002	1127112	185123	222676	1131153	71540	8322	1014890	113659	192205	1557458	2696	12766	1026407	109645	189380	858811	1166	5884	1094807	119859	195738	1252357	1979	9626	963069	111232	221017	1262741	2636	
4774	77	2	0	147	2589829	2274379	67871	8760	1063128	108488	183806	928637	2220	10998	1266696	166537	201819	870960	60286	6680	861221	103364	216998	856377	1242	5082	1102191	104363	214564	1245751	1968	11687	1249016	268853	219671	928435	61380	
4836	78	2	0	86	2113519	2171660	68506	12766	1234471	264794	242439	1142993	119743	11014	946742	240005	237667	925984	181243	6184	882937	174040	190798	1491456	109079	19543	1761858	427248	224921	1758845	245281	13673	1093727	111613	322975	995398	1747	
4898	79	2	0	82	2481662	2729424	72512	10221	1249131	129195	208423	1246519	4531	23941	1357222	183540	188304	1168160	117732	13693	1388771	113364	212149	1617181	2630	10242	1361987	193062	237290	1108162	3160	14309	1296437	290680	262000	1235701	137829	
4960	80	2	0	139	2637128	2691014	75857	15593	1347578	490554	242758	1016823	179956	11533	913709	297818	297866	1526833	187111	14313	945595	222681	191096	1200151	137625	9479	969249	109128	205644	1029206	1853	6827	1101514	114711	229887	893876	1368	
5022	81	2	0	98	2336134	3059986	82073	13662	1058155	198113	215334	1218254	64244	7920	894257	107422	204239	847215	952	3903	1378463	143320	199149	926633	1530	9712	879327	272045	215030	854441	177554	4380	864228	119760	170225	857439	1098	
5084	82	2	0	146	2673760	2674606	92176	13972	1648750	326616	273073	1008870	68259	9151	1051289	162282	217727	1019085	70767	10051	894038	228208	212862	888285	131216	5820	942656	191887	211470	913520	66092	5231	923614	194138	469390	2158787	78836	
5146	83	2	0	125	3155151	2464756	137519	18962	1542688	187839	229403	1222075	73134	10084	920139	114130	182394	972331	1316	5506	927499	121060	194538	1289013	3268	13155	1271337	211521	278173	1519853	85810	13309	1390128	204841	208268	1312273	73667	
5208	84	2	0	98	3089166	2242180	74795	11410	1104923	174226	215053	911710	64797	6312	906768	236244	284079	965540	75905	9535	986165	165005	236898	1017569	70781	11042	918246	233122	199383	951383	127460	6457	977357	108211	203428	1690382	3464	
5270	85	2	0	137	2669619	2653599	75120	10690	1845900	263031	242276	1243922	3203	11224	1615600	201101	249702	1080169	2119	8261	1431275	260036	328423	1803236	3098	11816	1458277	118699	274981	1022410	2176	10025	1233403	184191	225632	1010111	70955	
5332	86	2	0	60	2808124	3374535	146012	14913	1934462	165159	227624	1250919	1505	14609	1447936	466452	218954	1176246	359352	12542	1202179	116570	217899	904288	1136	5292	1037469	182893	218980	1562123	91688	11727	1813432	169075	227165	1542946	2221	
5394	87	2	0	117	2497773	3627423	82835	10802	1479308	132285	285185	1145303	2361	11482	1319471	247551	346587	1416043	82109	22597	1316280	139406	357625	1949300	3724	12532	1982315	369064	478240	2301829	3154	28868	1336789	123767	224965	1327768	2309	
5456	88	2	0	72	3073008	3017453	79309	9379	1113114	120948	218095	1025168	1373	9298	976668	322368	377050	1979450	199098	16959	1302517	242369	249518	1097336	137110	11906	1069077	260048	227008	1093442	167297	10678	1190036	114518	206194	955811	1378	
5518	89	2	0	164	2551218	2944830	77321	10138	1171102	129335	243463	1363457	2143	8161	983297	118421	267512	977096	1526	9834	1293084	248640	232811	1192724	145701	11626	1537420	442558	349638	1186933	145755	11270	1709013	248710	266005	1076441	72414	
5580	90	2	0	88	2931735	3102089	83204	10883	1480685	236258	259221	1339654	2707	13351	1100924	290255	451642	1290537	148246	17160	1681167	1068869	244284	21432135	471052	14604	1113705	139686	275792	1412293	2897	11660	1108965	117611	299293	1119381	2197	
5642	91	2	0	93	3371823	3919988	87180	11277	1451894	142967	227932	1194355	1464	6768	1218926	223592	332304	1355171	3323	125694	1282433	135678	242267	1051578	1580	6193	1061731	117592	253226	981891	1138	8332	975948	391009	325263	1546294	456789	
5704	92	2	0	135	3365978	3406536	177325	20048	1612462	222400	315188	1387902	2404	15180	1149094	354634	228170	1139498	292521	10188	1392371	302325	242444	1296747	300130	70542	1537934	134277	245077	1407802	2673	8378	1256808	128248	176530	1193772	2241	
5766	93	2	0	195	3018502	2724790	85703	8722	1220643	158176	323713	1482424	2529	7989	1261713	135112	218017	1139389	2126	6134	1528859	236856	316851	1387036	19746	23283	1408579	191441	327951	1396292	90048	10469	1256882	192586	200712	1096544	71956	
5828	94	2	0	109	3088863	2684725	86692	7181	1351479	214412	275664	1592448	2312	6355	1073203	253010	382377	1895551	3517	10369	1833443	229059	249743	1341994	11222	11522	1229000	256080	217604	1063145	153693	7714	1054461	253114	194583	1265975	153673	
5890	95	2	0	106	3001202	2751065	82005	7958	1287735	128867	185945	1014955	1319	4134	973693	125641	172013	1024996	1374	5293	988550	185971	233180	1268303	134526	25722	2175749	492792	264271	2422517	168865	11648	2364002	490649	311495	1888897	85438	
5952	96	2	0	185	4206335	3336809	83287	10068	1544097	363011	223128	1658703	133413	10985	1538439	292090	235620	1206827	77940	9358	1341250	327559	264733	1234141	90822	8714	1614643	225870	249761	1809827	2035	6651	1131425	145090	192648	1110212	1460	
6014	97	2	0	139	3286264	3181764	82719	10779	1707906	173315	234613	1287110	1737	6996	1106606	192038	197185	1051758	74431	4008	1093854	128371	189715	1274379	1790	7079	1309243	317817	201838	1098390	78844	7599	1689179	210408	260801	1407841	1665	
6076	98	2	0	129	3079470	3235009	83807	10047	1226011	198294	177657	1465182	131514	9383	1878393	222692	201508	1156500	80532	5637	1074720	145112	277850	2011623	2716	11553	1392373	265636	230902	1437761	179956	11611	1300712	154918	191192	1401767	1980	
6138	99	2	0	116	3123468	3532227	90547	7302	1452553	144882	209518	1708107	2883	9348	1415731	144398	199739	1466573	1868	6679	1295538	164670	257510	1347896	1983	6709	1127375	156624	206291	1437632	2409	7019	1361399	161729	200304	1422681	1852	
6200	100	2	0	101	3309999	3553405	92030	6912	1621922	146594	222509	1498950	1672	5428	1382295	147169	205970	1880349	2403	9164	2055450	213012	214613	1605920	88108	6470	1480920	138816	191758	1361856	1253	6222	1386485	437750	259521	2146485	140150	
62	1	2	1	122	46673	52786	3442	6216	53717	4564	3739	13514	1305	1996	69520	2973	4744	12603	501	2627	9928	972	871	8461	860	1775	26568	2991	4404	10931	421	1538	25456	2907	4433	8309	424	
124	2	2	1	83	107823	73470	3295	3128	38170	2743	3026	25596	607	1807	29307	2632	3674	31776	845	3491	34121	3722	5553	23816	5266	2745	28592	2608	3720	22673	460	1988	29146	3613	3952	23938	1805	
186	3	2	1	117	114267	93049	4343	4134	65448	5258	6246	42058	2487	2156	50824	3978	2362	34901	580	3707	35250	4936	4802	28448	2288	1763	33100	3286	4721	27322	491	1862	34055	5128	2667	27201	2357	
248	4	2	1	92	113111	97864	5349	2981	56761	4581	6561	43563	520	1801	47094	4602	4137	39159	519	2889	46919	5491	7227	40990	2849	2564	45852	6936	6696	39068	2866	1574	44030	4086	4896	37554	522	
310	5	2	1	50	138081	117356	6172	3841	67734	10205	4751	51171	6248	1991	54834	4736	7371	46726	601	1867	53504	5335	8594	44422	579	2166	54719	7838	4992	44175	3507	4272	68089	14828	8801	78406	14771	
372	6	2	1	73	167373	142730	7116	3392	104692	6299	9205	83834	664	2485	96730	6626	8364	54534	595	3239	97833	7361	13108	53284	559	2677	60432	9673	5711	78378	4370	3026	85637	9384	13415	51982	4138	
434	7	2	1	81	217932	201817	8311	4507	96778	6810	9360	107350	658	2481	87417	8123	13814	74162	563	3042	83267	6798	8967	96553	2498	6635	170072	21069	17844	147780	1069	3669	98104	9002	10449	79181	723	
496	8	2	1	105	250583	212439	9208	4037	134247	12404	13307	90291	660	2273	91579	9593	9345	80008	656	3953	91593	12935	17339	82134	5434	2105	89247	9489	9764	79297	675	1923	87389	7373	12571	78870	667	
558	9	2	1	86	266672	223455	9887	3793	108694	9682	10680	123629	1079	4047	138601	14448	13767	103995	6136	3019	130064	13531	11026	99745	6068	2525	122184	9310	15905	120218	810	3765	117081	27876	15346	83607	10095	
620	10	2	1	78	271989	243919	17542	4320	127416	9141	17565	94360	575	4010	97646	18034	12890	90090	11264	3554	100844	20969	11201	89368	11178	3310	95081	20818	10798	86650	11201	3271	97330	21529	11310	90039	16128	
682	11	2	1	66	271916	235883	11093	3455	122335	15093	13103	99661	6882	2653	137671	30707	21704	187367	13885	5375	166806	15688	19314	101752	6981	2849	107659	12103	19274	94191	639	4499	107029	24823	18153	98751	18014	
744	12	2	1	119	359544	274314	12014	4165	129671	16724	19755	108871	7798	3769	176997	21712	21557	111899	13606	4156	191582	17867	21977	164064	10540	7090	154214	23958	25749	124752	15235	2410	131390	12837	27704	117718	745	
806	13	2	1	95	518063	437404	21544	12743	227502	42701	28035	159088	35033	4295	277512	20417	24669	209743	10911	4699	175417	14301	22167	151804	710	8058	167867	39235	20531	152648	28080	5200	151373	35267	28561	180754	30361	
868	14	2	1	122	387921	352916	14246	6527	197581	26552	22443	163257	16469	2247	187187	15708	19637	175183	744	3927	217005	54690	34133	215552	10936	4371	263641	30047	50082	233114	1081	3949	202040	42362	25936	160265	9352	
930	15	2	1	79	484684	552027	25421	6413	299342	17858	30146	205314	803	3388	257677	29332	39146	264930	1085	3805	263384	30295	30906	224578	2051	7077	326030	25747	30071	183293	11083	3059	235550	20366	27827	202650	1339	
992	16	2	1	139	562390	457711	18033	6370	210787	19359	27805	181423	683	3949	186499	41232	24445	166443	27639	3276	199496	23752	28431	179057	12350	3549	192485	32751	24397	284542	44686	9167	327187	119421	50423	202625	28320	
1054	17	2	1	88	510944	490237	19868	4621	217538	42529	27574	202362	810	8928	200807	28554	28888	239135	13550	4796	203529	27707	28267	225140	12301	3474	224881	24657	28396	179454	12545	3770	316510	65785	38963	228658	15074	
1116	18	2	1	147	609765	548946	20439	7742	227957	29019	39873	187414	13074	2827	275865	29065	41582	205753	913	5079	197649	48060	25859	183381	31996	6194	195373	70080	28605	182933	60321	4596	191084	79813	31721	284929	124043	
