bundles_count	numberOfGoals	variability	execIndex	changing_goals_0	dam_updated_0	deployment_change_planned_0	deployment_change_excuted_0	dam_updated_1	deployment_change_planned_1	deployment_change_excuted_1	dam_updated_2	deployment_change_planned_2	deployment_change_excuted_2	dam_updated_3	deployment_change_planned_3	deployment_change_excuted_3	dam_updated_4	deployment_change_planned_4	deployment_change_excuted_4	
4216	68	2	4	104	2668725	4316120	182672	8814	1727639	373601	262362	1318494	1623	11317	1235452	188147	268058	1655541	8401	
4278	69	2	4	183	3772536	5140536	194870	5587	1465808	113522	187522	1447185	1316	4887	1559953	189420	202186	1619593	1304	
4340	70	2	4	97	2753188	4855693	312070	9364	2101780	224511	202529	1755395	2135	8164	1205795	172069	136580	1031951	104389	
4402	71	2	4	96	3100512	6164399	269526	11174	1820647	150681	173385	1248768	1304	7352	1276971	291005	186107	1421586	119261	
4464	72	2	4	92	3281567	7084110	259339	17540	2529744	226410	363741	2040985	1698	13270	1339589	236761	289804	1542622	147138	
4526	73	2	4	134	3934495	6648437	271482	8445	1327383	93063	142871	1102505	731	3325	1077857	98705	146069	1600101	3324	
4588	74	2	4	141	6110666	2156561	73158	5661	800608	96477	131677	931974	1628	5433	853739	249878	288077	977811	116928	
4650	75	2	4	74	2823700	2667496	74510	6858	875864	155300	187007	775196	56630	3116	837803	101113	163687	1109137	976	
4712	76	2	4	82	2093851	1845118	64838	6826	802041	326915	170887	821493	265601	3099	746321	88789	109053	892486	974	
4774	77	2	4	82	1812890	2251007	84023	11037	1366160	173797	234112	990544	93490	9659	1087256	172451	268837	909401	64820	
4836	78	2	4	87	2470799	2264113	74030	5927	1016363	108876	192143	870702	821	7178	782759	438804	118068	771826	393548	
4898	79	2	4	80	1690750	1814893	72479	4813	1652792	164089	195950	1050172	896	3347	863444	107675	142550	815261	400	
4960	80	2	4	74	2562494	2731146	80414	5099	1452839	153166	147528	858675	762	2774	812368	94923	124535	1167851	1221	
5022	81	2	4	81	2094718	2143302	77626	5172	909372	146456	225062	1274281	760	5445	1034264	186032	221136	1156903	112556	
5084	82	2	4	77	3359709	3067170	103927	8914	1266367	148119	275567	921248	481	2260	824252	100507	447962	1084538	1356	
5146	83	2	4	79	2678594	2764808	148483	7862	1798937	234892	223660	1176064	1452	11489	1053513	573919	164232	966978	463609	
5208	84	2	4	88	2406758	3081409	134053	6917	2162156	287035	196062	1412083	1668	5841	1027426	120698	199629	1006035	1845	
5270	85	2	4	88	2408244	1998197	105694	5273	1235366	125615	167938	943355	706	4445	1445818	324570	219166	1274394	79370	
5332	86	2	4	79	2144170	2314933	73290	5625	1499678	238466	288606	1285736	1205	4642	946812	186911	190742	1057792	1026	
5394	87	2	4	181	3554253	2624337	83293	10384	1328600	385095	216614	1103485	380765	7522	1244396	286157	225765	1140409	147356	
5456	88	2	4	81	5090346	3701006	138940	23819	1739873	211280	187173	1168471	70719	4404	962504	130662	201397	961519	672	
5518	89	2	4	78	2683760	3452522	100615	8310	2032653	275413	255810	1844071	2653	8744	1549992	330974	267181	2533886	322225	
5580	90	2	4	124	5695495	3162210	118050	10155	1909111	121851	174834	942083	694	3857	988030	212775	198384	912091	66278	
5642	91	2	4	75	2436504	2029457	76640	4545	1160220	182882	200423	1289023	877	3496	1288669	310215	187724	1432344	899	
5704	92	2	4	361	3885286	3325504	79752	8642	1189626	119293	241759	862229	423	3041	863301	116785	197475	867280	438	
5766	93	2	4	77	3099899	3043060	88053	5899	1251748	167612	249261	1822264	1483	5722	1070272	194596	304263	1105108	74321	
5828	94	2	4	84	2161173	2569676	87800	12488	1175517	578557	181180	1178408	473517	6449	1271256	355685	354888	1135135	157842	
5890	95	2	4	81	2444155	2750640	80888	5090	1040533	137044	158125	884230	478	1960	1142934	146676	156034	940225	498	
5952	96	2	4	76	2188042	3349812	143555	6142	1358496	137064	179302	920561	589	3097	937440	297142	174991	1194333	116641	
6014	97	2	4	98	2456890	2558987	84421	7901	1417609	159865	209228	1024222	841	5737	949090	268419	220932	1452784	151352	
6076	98	2	4	87	2410456	2550918	98408	8549	2172432	159834	315859	1570557	2041	10333	1424955	331923	466747	1561714	93115	
6138	99	2	4	87	4381497	3309156	94585	8288	1586225	414169	233045	1395929	253566	6474	1139443	214087	275557	1278888	88865	
6200	100	2	4	78	2371866	3373122	85695	7480	1307428	174348	165998	1241944	72730	4128	1180323	266068	468329	1512287	189612	
62	1	2	5	89	62028	32716	2051	4028	11373	1644	3778	9201	497	1319	10324	2041	1022	9107	905	
124	2	2	5	51	95782	53043	2904	1841	20201	2518	3142	15715	301	1568	16601	3405	2459	16090	1521	
186	3	2	5	56	87804	72384	3439	1965	22411	3347	2803	17571	240	3206	20674	8293	2714	18886	6119	
248	4	2	5	47	106671	86478	4861	2041	35763	4256	5795	28908	280	1591	27342	3756	6727	26774	283	
310	5	2	5	50	134516	119480	5424	1778	40722	4930	5753	32203	266	1809	32090	4663	6094	32432	270	
372	6	2	5	86	240870	146188	6647	3981	61706	8320	10785	53178	3606	1369	37045	5139	8274	34802	316	
434	7	2	5	77	207226	153638	8340	5632	79002	18409	9499	63262	14506	2381	60476	14694	19325	67218	11461	
496	8	2	5	55	235616	176745	8479	7304	86675	36135	8673	83672	32660	2052	68195	11192	9132	64318	4683	
558	9	2	5	75	234624	189074	9765	1853	81292	8767	8650	70840	415	1779	67860	9060	9684	66965	351	
620	10	2	5	60	298788	215147	10354	2798	90599	9510	15097	79035	410	2042	87613	18738	11345	72826	10382	
682	11	2	5	88	300906	240077	11089	5001	96345	21946	13022	86154	22430	2131	81354	14432	15224	78828	6535	
744	12	2	5	81	264604	249519	11208	2048	95630	22086	16440	90329	381	1669	95816	17908	13197	83057	7060	
806	13	2	5	123	344007	331191	13522	3904	172100	12957	18340	238973	1056	5480	182762	28164	52388	161983	17015	
868	14	2	5	104	471057	317015	14015	3100	140693	11629	17985	130769	480	1546	127728	15138	15601	127224	405	
930	15	2	5	80	334743	309921	13643	3334	143555	19977	16851	138517	9078	5050	141773	52886	15720	140224	47047	
992	16	2	5	58	317431	325840	14838	2794	176125	23037	20113	144450	9626	1248	138808	15434	17618	140600	405	
1054	17	2	5	43	544189	385924	16154	2996	164045	16606	25021	154058	416	1787	161695	54346	41900	241888	12022	
1116	18	2	5	77	678930	472328	19312	3570	198080	24097	23393	177463	477	4735	180561	65739	27777	191230	51382	
1178	19	2	5	76	502470	424059	18333	3339	182766	44622	24049	220258	27028	2481	218762	23595	31745	226429	492	
1240	20	2	5	60	631463	544503	20453	4256	195811	42131	39216	177809	25224	3106	174620	32654	35596	178273	13729	
1302	21	2	5	59	559245	676997	22770	4423	335249	25073	52689	189874	617	4495	196103	34851	58225	287263	23449	
1364	22	2	5	77	883432	893991	22893	8788	238476	38122	48997	189075	15197	3993	186537	32568	40651	187847	15154	
1426	23	2	5	77	683652	502120	21939	3268	212958	48767	34427	206997	29802	1520	189715	25650	33528	192159	425	
1488	24	2	5	45	511707	501607	20888	2150	211695	28522	29458	202325	442	1264	194139	31158	25964	195168	379	
1550	25	2	5	47	869096	820893	25654	4458	359678	34377	51803	332071	570	2023	296711	29509	40759	295923	544	
1612	26	2	5	80	628363	860912	25171	4051	324905	32881	38215	283286	458	3646	283263	59793	38484	277005	35102	
1674	27	2	5	77	688678	679720	24479	3522	372945	47754	43061	294636	20407	1803	288273	30908	44803	302974	521	
1736	28	2	5	137	930725	1060028	28211	6431	493788	113919	69794	352719	23895	4010	315793	54443	47449	329525	22451	
1798	29	2	5	88	674907	714065	28144	4105	342809	58020	44888	347803	21269	2206	331027	56568	45812	324310	23055	
1860	30	2	5	66	783675	849587	31001	3866	350843	44042	56697	338430	560	2386	335366	59171	45871	349113	22002	
1922	31	2	5	86	838000	874016	32506	4861	361473	70941	49333	332960	23683	2499	326566	57962	53367	323429	23428	
1984	32	2	5	76	865077	1065112	32176	4100	365265	89996	68500	377753	26581	5220	412159	275709	58068	754153	106540	
2046	33	2	5	87	962930	814952	33039	3139	357281	44756	60159	348562	504	2243	409775	41696	57283	340880	461	
2108	34	2	5	76	854538	824766	35009	5054	404278	200726	98563	417854	77121	3569	365345	46876	47613	342848	568	
2170	35	2	5	80	784965	762969	30832	2744	348976	50054	36520	338822	392	2407	337635	41035	42030	394026	489	
2232	36	2	5	58	1018068	808764	32352	2515	474613	63231	74074	365103	491	3889	363470	137444	163894	472922	85357	
2294	37	2	5	86	2148169	1767668	36893	8867	521853	101053	152134	530690	1166	19961	633932	126355	98713	377905	79260	
2356	38	2	5	88	1650286	1338487	34681	4676	416737	51844	63138	364304	493	2027	363318	50223	60810	360881	436	
2418	39	2	5	81	854345	960165	34711	3695	404182	51509	49996	381485	462	5144	383648	168379	47891	450146	165061	
2480	40	2	5	88	1060214	926604	35734	4773	426910	102031	63550	638104	62931	10464	437884	214758	87309	482919	70448	
2542	41	2	5	84	1566661	1609052	64086	10354	762104	72020	151930	502602	1213	8856	706051	174288	144274	504944	126630	
2604	42	2	5	82	1750532	1367677	44867	7138	484552	78215	92045	421376	35309	1845	769215	63767	70186	457479	673	
2666	43	2	5	68	1095157	1053791	38240	3961	430957	75907	70467	537841	70398	9099	577876	185750	80719	427948	121682	
2728	44	2	5	78	1091410	1079690	54006	3888	543795	91266	81786	457120	33711	2528	416165	84380	74087	541336	126226	
2790	45	2	5	89	1137848	994868	40350	3777	429003	55850	62123	519921	687	2774	560697	104663	89606	509440	33315	
2852	46	2	5	81	1676681	1464314	49467	8304	645442	70582	139876	464231	473	9416	581549	168835	167948	462587	100200	
2914	47	2	5	77	1701075	1328653	46225	4173	480066	59588	101454	487565	545	1942	482337	73482	95336	437961	481	
2976	48	2	5	49	1097777	1052516	43591	7806	450027	229961	60502	440176	199285	1988	428264	57981	60690	429020	419	
3038	49	2	5	76	1037958	1197343	48263	5032	533727	71657	80988	448382	450	2718	475979	109000	79766	488115	39462	
3100	50	2	5	82	1475404	1723652	48845	6522	678447	169354	158479	647771	41052	3392	844781	71507	95700	648476	713	
3162	51	2	5	82	1400270	1503264	51003	8988	919378	181959	90735	659297	117862	6159	636265	143785	81455	707788	86123	
3224	52	2	5	86	1357896	1584373	66848	9724	1037692	257435	118627	684057	120757	3635	636788	102949	85699	803697	46761	
3286	53	2	5	79	1432802	1496393	63558	3981	871729	100173	91819	657587	728	4574	640091	175350	100263	647033	122186	
3348	54	2	5	94	1291681	1884298	63810	9440	930270	88804	170632	695847	504	5759	711256	118859	178664	739503	51724	
3410	55	2	5	81	2378489	2000322	58816	6329	809351	107179	255320	858723	1342	5022	953192	83824	129756	1039620	1834	
3472	56	2	5	115	1643448	1906462	63698	6853	733375	73880	89608	606358	444	2034	604480	99191	76916	613108	40348	
3534	57	2	5	99	1573790	1754913	57133	5553	824577	77712	114160	728095	601	2359	701583	74757	129301	646119	638	
3596	58	2	5	81	2292974	2297832	58372	13615	1634795	363105	439933	883433	97312	8902	639053	176840	138526	691831	123401	
3658	59	2	5	75	1922082	2097448	64373	6598	850467	193209	122742	698835	87523	3848	722521	339959	106895	647241	82905	
3720	60	2	5	79	1445797	1342545	51944	3878	724850	87843	99789	706287	517	2730	629172	112080	82896	627406	42999	
3782	61	2	5	79	1397285	1665696	67282	7291	737120	109001	96039	686287	44121	2464	643299	71071	102413	659982	561	
3844	62	2	5	88	1607594	1893630	77222	6440	1001790	98773	126966	725564	522	1759	682871	81951	96621	1007583	778	
3906	63	2	5	100	2669540	2245346	67353	7566	1030598	107248	164760	712555	457	4822	710971	210270	198981	862978	99031	
3968	64	2	5	113	1978793	1819509	60114	8417	834468	355045	123210	781222	196410	4711	734110	156487	120432	782169	100200	
4030	65	2	5	83	1439377	1664660	60813	4982	824957	104082	209501	847887	961	3655	706620	80224	173691	1372310	3844	
4092	66	2	5	1464	2895209	2126947	60097	5762	748751	167689	179647	714632	868	2547	749546	137422	149094	795912	662	
4154	67	2	5	77	1781079	1628411	60659	4022	756988	129731	111967	868783	51719	6064	716464	143731	111152	874029	54151	
4216	68	2	5	85	1529593	1614400	60420	4572	749436	90612	107877	719366	527	4126	697625	277687	107977	763845	197724	
4278	69	2	5	59	2053283	1956702	63671	5760	847596	94678	126871	740388	622	1815	736513	92658	115456	760313	718	
4340	70	2	5	82	1760957	1565621	60820	4117	856732	107668	124321	722553	503	3529	712080	138805	154772	763204	52536	
4402	71	2	5	83	2413222	2125083	72609	12255	948891	113678	171170	765856	557	3246	742511	97113	176016	913081	1146	
4464	72	2	5	81	2376148	2349351	71149	5335	898055	97015	124440	870743	658	2210	967547	105499	147776	1069681	1338	
4526	73	2	5	87	1807414	2339101	86362	4480	889239	94909	106004	791120	558	2803	755402	146119	167211	908575	61059	
4588	74	2	5	72	3475757	2970811	81797	8267	992189	264636	200027	854772	55808	3289	839208	113645	210133	801448	498	
4650	75	2	5	70	2540401	1803575	73710	7894	913023	163100	136393	794422	55716	2740	830824	104259	130749	1094738	1357	
4712	76	2	5	82	1989178	2286931	81721	4389	1078043	113238	142773	837453	572	2588	797645	101377	143782	1144378	1127	
4774	77	2	5	83	1959889	2509283	89314	7404	1156802	200484	151591	907495	61269	2823	865480	106502	130794	854215	642	
4836	78	2	5	82	1839937	2497260	94317	5209	1178811	136727	154823	1541504	1524	6107	1071138	130574	170470	1016940	1139	
4898	79	2	5	218	2558088	3048163	103895	7641	1056413	113617	130296	861901	470	3324	801431	156541	120640	893464	63355	
4960	80	2	5	81	1921073	2316208	81243	9982	995251	311198	135624	1200765	229727	4839	1244391	123210	207952	1145146	1019	
5022	81	2	5	108	3310168	3202678	102529	7276	1136122	174051	154562	961085	59637	3574	827345	150883	138223	824152	59094	
5084	82	2	5	97	1912571	2630427	82167	5428	1156246	119078	158798	1038522	874	11034	904993	100837	126712	1019060	1664	
5146	83	2	5	106	2077748	2463585	82179	7738	957015	168674	133457	891169	60369	2236	835020	106617	121057	1173297	880	
5208	84	2	5	91	2037007	2982863	81081	6429	1456634	119456	194887	1113040	1439	5908	974499	251438	166608	983912	69113	
5270	85	2	5	140	2073374	2556635	78502	5093	1175131	113150	157928	856021	597	4587	829228	278922	133044	848766	180264	
5332	86	2	5	94	2176356	2611592	93647	4571	928947	108646	139788	895478	556	2661	828313	110869	234470	1130291	1554	
5394	87	2	5	80	4547356	2857216	87197	8206	986944	162255	175193	851185	62349	3203	1027953	186712	160229	907569	62463	
5456	88	2	5	76	2288348	2653530	87267	7778	1019554	286579	147335	970362	204976	3027	925855	158374	138560	829368	63198	
5518	89	2	5	77	1954543	2334176	88198	8291	1155294	318758	182101	972300	188022	4733	921708	124850	162710	1037270	540	
5580	90	2	5	65	3225136	4016404	100123	18275	1919303	320040	347589	2627892	148934	9884	1864682	452196	362387	1865607	227343	
5642	91	2	5	97	6030347	4112368	102676	9132	1715084	407242	255081	1477004	148544	4199	1206868	145761	181538	1231223	1411	
5704	92	2	5	68	2633222	2785041	102778	7711	1304282	255348	185139	991247	128289	3308	982483	215161	166468	1448905	66355	
5766	93	2	5	75	2221280	2615502	117670	13390	1523935	148000	239642	1151616	972	4453	1072017	178274	227310	1117982	971	
5828	94	2	5	76	2372880	2862668	103453	7270	1200634	202145	152950	934473	68322	3585	906510	270343	155829	924596	134426	
5890	95	2	5	76	2315812	3147583	82923	5764	1021883	140363	279237	966594	674	6729	1060160	543745	242238	1035286	408882	
5952	96	2	5	79	3059899	3350487	104744	12259	1473405	230065	270548	1161198	82832	8308	1126165	509644	257396	1072392	374309	
6014	97	2	5	88	3352092	3087096	97453	6949	1109444	184370	174607	1092373	78348	2493	1200906	138808	283500	1042508	753	
6076	98	2	5	87	3411892	3384202	105324	11391	1857835	231718	337454	1208893	85386	5425	1236437	186813	322445	1651345	2192	
6138	99	2	5	121	3289496	3190496	101723	8301	1389125	224350	203777	1026932	71826	10239	1141393	679972	270225	1155326	441347	
6200	100	2	5	76	4222710	4074441	98470	11516	1386185	446988	285275	1584192	228484	6881	1386891	295409	221298	1688635	167116	
62	1	2	6	84	121208	28024	1922	3431	12705	1762	1122	10066	1466	1723	10226	2142	1373	8887	2100	
124	2	2	6	81	81842	46266	2719	2166	21221	2586	3299	17020	333	2086	20231	6451	1763	17663	4717	
186	3	2	6	44	76533	60860	3626	3003	25000	3544	2866	21082	300	2012	20023	4108	3564	19372	2018	
248	4	2	6	46	98843	106203	5630	3202	43343	8184	6075	35806	4721	3081	36331	9223	4430	33770	6799	
310	5	2	6	46	129765	131595	6457	2432	46809	7595	4467	40747	3104	2843	42984	14115	5616	41330	11004	
372	6	2	6	46	177602	285777	26910	3441	63459	7357	10134	47929	393	2107	45627	8789	9742	44110	3904	
434	7	2	6	82	201044	199143	8981	3803	80073	14948	9073	70525	8304	1356	65898	7514	8067	64030	464	
496	8	2	6	62	190695	218669	9581	2493	86689	13632	12328	75978	5054	1746	75932	11752	12211	79007	4833	
558	9	2	6	52	188730	215221	11204	3136	85844	13219	10599	74544	5139	1160	69745	7266	12176	81897	435	
620	10	2	6	59	202742	260932	12000	3948	98550	15212	13584	150529	12017	3563	147429	18159	33336	137959	903	
682	11	2	6	80	407406	414923	18025	4470	266119	64106	37389	247892	1124	6165	144473	20064	25116	146781	710	
744	12	2	6	97	479349	532612	23104	7918	228330	27201	40218	221216	1014	3871	257416	28582	33619	223941	1009	
806	13	2	6	103	573793	583322	20317	8660	322618	85313	38920	301080	50174	5233	213949	29662	46991	282192	983	
868	14	2	6	116	625256	895588	28862	12169	606440	45084	82087	213449	904	8020	169092	39274	26155	191880	32776	
930	15	2	6	119	545769	500792	19118	4623	183924	15207	23041	151495	470	5277	153176	48266	22195	153091	41025	
992	16	2	6	88	500062	409379	16598	3308	168172	16748	23168	159261	498	1385	153858	16919	24730	165567	1116	
1054	17	2	6	86	448778	731027	18858	6166	196188	39855	27356	175952	30090	2310	191482	25781	27241	159286	10697	
1116	18	2	6	268	420972	525486	19814	3665	181002	20107	24614	171202	452	2422	159736	16477	20425	156556	418	
1178	19	2	6	77	461060	519367	17584	2113	171649	17571	22009	168760	452	1379	164759	18251	18605	163635	408	
1240	20	2	6	52	493217	577016	21089	4207	208422	53103	29724	198096	38915	1410	194479	23781	30666	214262	428	
1302	21	2	6	62	499418	563317	22014	2522	248802	21583	25949	180836	433	1423	176906	22297	31616	177036	441	
1364	22	2	6	60	573643	640604	26882	4881	246524	27004	34188	238006	681	1769	226208	27531	35206	223553	483	
1426	23	2	6	75	531067	625126	25020	2858	242388	39686	28966	216253	661	2114	225096	35196	30471	205666	490	
1488	24	2	6	57	721370	603009	24415	5673	217364	73829	26324	202583	59181	1906	202865	27200	26965	207107	444	
1550	25	2	6	75	585960	787012	27327	26063	333641	42889	42567	288041	18791	22367	290218	67487	39707	289655	49070	
1612	26	2	6	65	654018	734187	28246	13389	304916	31850	29512	296489	416	3629	296853	63720	39412	359825	41746	
1674	27	2	6	50	841773	3229383	29782	10190	496356	97037	69275	348392	46201	5076	378883	63780	78059	424128	24699	
1736	28	2	6	82	1123898	928695	28826	8746	361971	52517	56932	310471	20634	1529	289995	33727	52119	290565	438	
1798	29	2	6	76	1088421	753873	26690	6786	327213	67754	45144	307596	40431	2651	323170	77154	41051	332899	43171	
1860	30	2	6	84	707339	741791	29072	6512	360727	78123	50368	338477	45637	5200	332103	95436	44144	365461	67976	
1922	31	2	6	102	945013	893096	32080	5086	389534	43120	51457	356890	547	2687	350452	82747	54937	349254	46929	
1984	32	2	6	85	751024	766332	29231	3021	367784	42578	45389	355289	462	1723	357324	37214	54877	335295	488	
2046	33	2	6	64	824845	1118903	32933	7221	409331	42903	70649	352637	522	3561	334638	75888	57683	334029	46250	
2108	34	2	6	83	810346	1150252	36183	11186	554222	108463	85965	495193	55745	6357	641571	50028	116924	494547	643	
2170	35	2	6	69	1600628	1292903	52409	11591	515661	216334	101138	660923	92212	7695	493568	96924	77513	402191	53988	
2232	36	2	6	103	1278916	1620363	36043	5519	468345	54043	59255	389536	580	2466	385350	46835	58100	381996	557	
2294	37	2	6	122	875891	918987	35724	7920	426593	228117	87398	409861	127927	2315	374995	45404	57006	354387	448	
2356	38	2	6	90	999000	1118221	43496	3849	583083	53432	64318	407739	642	2351	396061	47211	59415	395542	473	
2418	39	2	6	76	1085341	986757	56709	4141	401158	47912	58348	367674	443	2177	364643	52608	55639	533768	1152	
2480	40	2	6	89	1074648	1173654	38231	4951	438873	77370	61523	411016	29569	1646	378187	51192	52718	375939	452	
2542	41	2	6	62	929257	993204	44043	6109	486796	195082	68784	431540	87506	2307	393844	89468	55582	384139	30153	
2604	42	2	6	71	901912	1154590	48614	9362	532064	174952	64257	394478	115232	1529	384674	47509	79509	400929	498	
2666	43	2	6	80	1028700	977374	38101	4691	614955	180054	75221	454509	67012	3825	506131	98685	108130	516084	67341	
2728	44	2	6	244	2322752	1694760	61918	8691	621826	62123	75614	555676	1126	4321	515722	87626	84071	569821	35439	
2790	45	2	6	76	1441164	1388691	76588	14292	764280	89079	168005	599933	680	2565	429049	65822	70199	433977	559	
2852	46	2	6	74	1185974	1371141	55291	6614	922776	155390	213403	889185	40157	11043	472376	184307	93168	492435	143469	
2914	47	2	6	86	1557975	1253349	43450	10845	512122	152462	81509	522635	106674	3816	476673	61062	82581	469149	588	
2976	48	2	6	96	1197097	1134830	44394	5556	473392	138771	78099	471944	74049	1506	471755	60912	73416	478021	951	
3038	49	2	6	116	1273528	1293867	59805	4791	824896	168142	172777	763172	995	5613	673970	92012	89588	490957	498	
3100	50	2	6	69	1224813	1219888	57743	12324	687972	504045	88639	851687	415731	6174	673948	64471	80485	631221	569	
3162	51	2	6	91	1148783	1225826	45242	3765	591002	60716	67049	621686	527	6259	567307	185355	69818	575940	140748	
3224	52	2	6	52	1327784	1846581	51197	5234	747576	65314	95040	600951	476	2594	573089	94327	76452	579291	37719	
3286	53	2	6	77	1241255	1450673	51703	5071	912941	118022	108557	685663	42797	3275	644575	73773	82752	681343	804	
3348	54	2	6	75	1283639	1471053	52776	4162	702865	89024	100096	953413	1997	37847	730995	112963	120779	885994	1202	
3410	55	2	6	118	2038114	1669335	50487	4740	763399	80997	120009	743467	893	3077	623397	88506	82559	765142	992	
3472	56	2	6	88	1543002	1403678	51002	5507	642612	148663	83832	619230	79659	5590	614757	240355	89001	654125	194349	
3534	57	2	6	73	1423235	1867233	106792	7971	984962	134255	125287	716351	43635	4106	657070	111887	97251	644273	40909	
3596	58	2	6	81	1306928	1433756	50923	3858	925009	134530	110607	679635	41793	2995	670917	73140	93341	645066	489	
3658	59	2	6	80	1358070	1376020	52364	4975	662603	127184	99111	657520	44284	6731	736345	401177	102966	860607	478890	
3720	60	2	6	69	1872358	1543383	54537	5944	709656	119445	100728	684457	45073	3273	700316	241345	106480	749949	45984	
3782	61	2	6	84	1407849	1634523	55898	7751	827744	155317	110330	772686	133559	6631	840051	83414	117061	809385	1596	
3844	62	2	6	114	1555290	1909419	59491	5536	985876	87195	136663	769525	658	2769	887056	81916	93278	688604	564	
3906	63	2	6	87	1702504	1890073	56250	4333	730866	82620	116270	684522	470	2902	669591	147646	101810	674752	94235	
3968	64	2	6	76	1443532	1747205	59648	6963	855414	228905	178691	1195294	132565	15305	1007883	86252	125094	761410	941	
4030	65	2	6	81	1801806	1969888	64263	8193	883181	266975	144692	859500	97066	5091	734293	161504	120484	717462	48489	
4092	66	2	6	74	1443713	1675736	61811	4538	809085	94742	107608	721416	450	2979	766482	182863	177600	849080	118023	
4154	67	2	6	86	1850316	1867202	59712	6623	818169	139922	120627	1052040	55890	5277	756701	136415	117306	731762	50368	
4216	68	2	6	78	1592999	1764788	66450	4417	812302	79879	118309	698657	445	3446	800960	121721	100690	967362	58593	
4278	69	2	6	99	1842750	2142637	68172	7749	1428125	183883	204589	1255384	1385	4681	839251	102486	135614	901776	1203	
4340	70	2	6	109	2507069	2278647	63750	6979	1030334	180430	180176	902598	60899	4298	1127673	262994	226085	1076137	64801	
4402	71	2	6	69	1914465	2045248	68287	4493	931304	128282	155959	767663	602	2751	743201	95078	115408	747735	429	
4464	72	2	6	74	1864114	1795975	66589	5038	833190	101082	129916	766143	502	5784	925339	484211	229412	829656	203307	
4526	73	2	6	75	1763573	1940751	65441	3929	869220	155962	168413	903095	1077	4580	948882	114284	148458	851074	858	
4588	74	2	6	75	1668605	1822069	68965	6607	826279	242660	113496	824912	168439	5207	797700	164033	145530	926225	60800	
4650	75	2	6	80	2110159	1997300	67646	8206	928607	158446	134981	1085715	64748	4358	877909	135908	137654	903325	755	
4712	76	2	6	69	1819085	2058143	80951	10086	1177445	434057	156435	881008	311241	7283	1454731	343020	186466	1034308	227322	
4774	77	2	6	76	1915832	2124273	67385	7948	874277	268831	134070	825913	169041	2333	858073	107514	129062	826348	523	
4836	78	2	6	76	1720835	1981275	78516	6959	944751	166914	177068	1216920	68060	5178	906261	163853	145330	796594	59171	
4898	79	2	6	80	1956842	3111020	72369	5834	1038054	180021	132986	826521	57573	2251	785585	148632	117645	775944	57090	
4960	80	2	6	67	2571753	2940476	87562	9057	1307611	190843	334533	953947	660	4766	824033	109074	255837	831058	435	
5022	81	2	6	79	2829364	2607292	109249	7043	1465046	281031	222619	1392134	1770	5497	1401295	178755	287630	1386509	1445	
5084	82	2	6	100	1988980	2169007	109751	6900	1333447	198736	157342	1043408	84415	6485	1125117	160750	140902	801796	58434	
5146	83	2	6	77	1804785	2029100	77619	5169	1012709	121398	268280	1829260	3672	7016	1036914	117140	140206	811189	483	
5208	84	2	6	70	1819295	2072201	74621	6158	1024009	191341	143149	812887	60883	1940	856488	178952	93199	811559	61556	
5270	85	2	6	70	1892001	2422625	170804	8600	1096131	178720	145419	826555	61222	4334	814703	215438	117983	980945	149633	
5332	86	2	6	88	2443170	2138256	75372	4776	905728	112501	138994	859318	494	5420	827370	317435	206343	855604	247275	
5394	87	2	6	87	3753404	2902023	77864	7950	1129897	125308	229112	1216180	1095	7781	1119607	199568	227646	1023036	76409	
5456	88	2	6	92	2569729	2359266	93842	8348	1280767	227183	152226	1088709	159605	7019	1020519	226721	146060	883030	136814	
5518	89	2	6	75	1951075	2466697	91381	8195	1079547	332109	180557	1168851	167873	2396	1138543	147475	181711	981532	531	
5580	90	2	6	79	3327892	3173442	78861	8499	1042832	172129	285124	862897	556	3007	931547	289218	244975	973483	864	
5642	91	2	6	82	2701825	2103706	107766	6973	1112658	279328	169791	1016782	136936	3778	1154404	249395	281922	1529985	1897	
5704	92	2	6	69	3700997	3375221	83225	13321	1204423	170216	250833	984428	67648	2422	900970	117550	205696	1126606	1138	
5766	93	2	6	96	3518486	2491691	83062	5066	1222441	154168	193733	1251141	1485	5467	996884	130629	167096	948437	658	
5828	94	2	6	78	1987678	2609597	93860	9520	1137963	313856	151116	1061909	342130	17351	1520419	203892	223943	1007487	73665	
5890	95	2	6	75	2297785	2282398	83353	4920	1070024	131929	151769	895411	502	3697	892353	235420	147883	933190	184214	
5952	96	2	6	104	2603177	2776580	98185	7471	1333071	228034	219257	1152411	79864	4849	1009432	306270	178087	1065689	206642	
6014	97	2	6	60	2096237	2310159	101264	6072	1135699	175774	164808	1033197	84697	4019	1064236	198621	148131	994515	69878	
6076	98	2	6	74	3413506	3912408	92623	7843	1565576	175125	264435	1073678	659	4490	1187754	148664	232403	1129534	1223	
6138	99	2	6	101	3150868	2928086	100632	9213	1218072	286514	207065	951393	147277	2332	1067374	137010	161523	941123	439	
6200	100	2	6	82	2180279	3183502	98594	6858	1419163	255558	171429	1386984	151507	11230	1283267	402187	341598	1398047	244450	
62	1	2	7	83	53781	30730	2059	4703	11356	2039	1328	8539	905	1296	7902	1284	877	7686	281	
124	2	2	7	42	86220	53481	2793	4289	22493	1691	2161	15785	1335	2626	14877	2217	2586	13831	317	
186	3	2	7	73	83436	65971	3440	2284	23635	2903	5052	18340	353	1083	16954	2939	13522	16755	298	
