bundles_count	numberOfGoals	variability	execIndex	changing_goals_0	dam_updated_0	deployment_change_planned_0	deployment_change_excuted_0	dam_updated_1	deployment_change_planned_1	deployment_change_excuted_1	dam_updated_2	deployment_change_planned_2	deployment_change_excuted_2	dam_updated_3	deployment_change_planned_3	deployment_change_excuted_3	dam_updated_4	deployment_change_planned_4	deployment_change_excuted_4	
1984	32	2	2	123	905782	851809	33321	4646	339686	58566	41091	334986	23613	2054	327264	60104	34453	333225	23585	
2046	33	2	2	82	974785	1000017	36081	3761	372231	42221	56516	369001	870	3478	397933	65123	49681	347111	24671	
2108	34	2	2	91	928263	962520	40259	6668	400923	71397	58836	374554	25593	1839	350568	44018	51880	349866	553	
2170	35	2	2	158	990303	908452	36274	6193	370442	106174	50141	354894	76733	3517	390660	60421	57883	375723	33334	
2232	36	2	2	229	1448556	1143360	38981	6780	416736	77840	65548	408231	29411	3051	409949	47558	61754	394858	643	
2294	37	2	2	86	1024110	1131401	50937	11219	513788	236985	83186	434094	166941	4650	412981	119769	55062	409903	85959	
2356	38	2	2	85	1024741	1270843	49064	8741	512382	132500	76186	438974	91643	4399	408294	130023	61604	392233	79313	
2418	39	2	2	84	1196342	1113515	39642	5591	402392	70510	57136	384207	28830	1529	399258	53015	56980	636470	2736	
2480	40	2	2	112	1103931	1074956	39755	4940	404300	47105	81617	436053	695	2025	388928	52321	47026	387971	548	
2542	41	2	2	76	1185007	1108315	40874	4279	414007	86440	74183	473820	36666	1972	478363	52522	89006	423695	631	
2604	42	2	2	83	3121978	2020427	55005	16226	828897	190503	196154	557747	63507	3770	479960	83227	104520	409639	30750	
2666	43	2	2	100	1601906	1226773	43473	4915	442151	124926	61176	437717	71207	2637	408990	88103	54848	414827	31395	
2728	44	2	2	85	1293134	1182159	44155	3858	434491	51576	60419	419357	508	1485	414195	62074	43458	454731	654	
2790	45	2	2	88	1163667	1240815	47440	5490	459141	57634	70607	432364	545	1545	529711	61704	82978	456671	554	
2852	46	2	2	91	1446487	1285418	47387	4601	463570	54443	70185	436069	529	2244	506951	61941	71124	457253	734	
2914	47	2	2	83	1302318	1525654	84086	8102	937525	140290	139756	611394	1163	3719	920617	176301	140292	898774	44538	
2976	48	2	2	202	2074449	2428588	81964	16195	916544	230267	126234	837436	134267	5083	840575	135913	135079	541248	1096	
3038	49	2	2	103	1600933	1483091	52791	5092	582885	65161	91119	503274	682	2007	490110	64543	89526	502205	594	
3100	50	2	2	89	2120484	2235551	54714	6609	757151	111366	99960	882352	75413	7486	762040	112199	98351	674657	39621	
3162	51	2	2	113	1548637	1475120	52323	3736	667250	64738	89637	591971	491	2412	610565	104890	72923	598165	37220	
3224	52	2	2	83	1366400	1501355	53294	4858	624206	131208	71928	611126	73731	1682	596391	61561	70296	663351	779	
3286	53	2	2	83	1394280	1869097	74134	6720	800253	69917	73903	718420	924	2982	631445	101080	82214	612272	38504	
3348	54	2	2	95	1496428	1521065	55294	6070	648789	147886	94659	816741	94050	2364	677743	103495	162800	615747	576	
3410	55	2	2	89	2298520	2054340	61236	16566	777966	112449	129978	663402	41620	4607	748576	230611	131923	712371	169425	
3472	56	2	2	184	2338770	1771045	60749	5608	713740	82164	92053	727470	686	2666	689812	110440	111737	868152	49784	
3534	57	2	2	98	1704780	1914524	59734	4388	664631	69603	79981	647237	770	2987	644211	141519	112437	768316	93945	
3596	58	2	2	90	1834130	1704236	78130	6434	791316	101485	138296	824824	741	1704	677072	92854	139880	925172	686	
3658	59	2	2	104	2639872	2315270	80481	13672	1043011	201791	177727	785143	86757	3664	806328	77542	156928	684709	617	
3720	60	2	2	85	2490536	2122940	64952	6404	779553	164715	135738	766070	88362	3532	745501	87640	116009	892700	1667	
3782	61	2	2	141	1858627	2029027	61732	6804	911007	119705	179709	932592	48205	3431	720318	80182	109624	704518	652	
3844	62	2	2	86	1898841	2425981	61143	7285	846801	166568	113509	739217	89410	7920	730939	232117	107745	712729	170826	
3906	63	2	2	85	1930183	2095576	68155	6663	836409	139235	111305	786140	52744	3766	785852	138117	111890	783293	51618	
3968	64	2	2	116	1982871	2277570	72882	5643	796036	81282	111114	695386	535	2845	754870	119713	100873	704973	46518	
4030	65	2	2	86	1791881	2041548	67476	5854	1551221	146251	133215	773536	678	3663	812028	100274	131470	808808	740	
4092	66	2	2	87	1930768	2427423	72487	6959	914630	145197	118714	861358	60945	4030	829861	96029	126163	724878	788	
4154	67	2	2	102	2125138	2174181	154113	32371	1408050	220185	123828	854626	146751	4091	747157	140043	114166	744792	48258	
4216	68	2	2	87	1988866	1947495	69502	4338	846164	97669	114755	737169	614	1697	714532	87000	100135	745428	636	
4278	69	2	2	89	1901329	1986036	73425	4470	885939	173445	128018	919424	1924	6988	801938	234110	127108	785487	150777	
4340	70	2	2	85	2065573	2615961	80099	9091	973078	96540	127075	850865	999	2721	875345	93497	157470	850589	923	
4402	71	2	2	86	2129498	2566157	73449	8816	902636	171740	123005	765649	101274	2610	744849	141549	114645	861227	115590	
4464	72	2	2	82	2115649	2133357	76017	9541	865359	198827	121113	777092	104105	2941	791512	174945	112465	918987	112722	
4526	73	2	2	89	2016619	3099077	78214	8347	1051221	149538	134068	1130612	59522	4394	1053722	200124	201948	1087582	1658	
4588	74	2	2	115	2117466	2903766	76719	7561	1006476	198008	131597	930285	121692	3969	882544	101769	156099	891895	756	
4650	75	2	2	87	2284952	2461522	76936	5040	961679	116088	139996	916828	1169	2597	860323	93251	131111	827860	603	
4712	76	2	2	86	2225177	2426125	79417	6618	973923	185875	137931	903315	121784	2749	881935	118040	135818	876894	807	
4774	77	2	2	103	2209594	2438075	85113	4652	1322884	115826	159145	876811	995	6338	800054	254452	126445	875045	165622	
4836	78	2	2	85	2151047	2480030	79450	9165	1966863	225904	204339	976220	133543	3564	1102237	122770	154860	980336	1242	
4898	79	2	2	88	2653140	3086756	106765	5545	1077131	107033	171346	852982	665	3196	864443	167611	194579	863680	60196	
4960	80	2	2	88	2719047	2613320	81511	4785	965774	104781	132229	854477	786	3368	980604	107024	140940	851282	619	
5022	81	2	2	90	2431727	2637592	85078	7977	1079743	245529	141770	825647	171340	1954	936780	103469	117275	850210	1004	
5084	82	2	2	235	2034088	2421342	113379	13309	1273591	312119	139327	843031	231987	1832	904649	97301	125154	825170	537	
5146	83	2	2	81	2574987	2644559	88283	5110	1065482	242569	175657	1058264	1873	5836	972564	181207	158293	910258	62638	
5208	84	2	2	86	2300864	3847151	95486	7429	1269149	113375	144003	895814	752	2897	989804	122680	162646	889298	716	
5270	85	2	2	80	2137046	2563700	89999	6914	1067088	381617	232513	1175771	200583	2444	1004281	115844	222526	945565	767	
5332	86	2	2	79	3128824	3219215	169592	10256	1954228	225461	311023	1355415	988	2378	1272568	164595	227967	1223616	843	
5394	87	2	2	108	3369109	3174831	86603	4622	996920	113124	174697	904153	672	2596	969161	181841	244650	1149310	74732	
5456	88	2	2	79	3061493	3444082	103559	22871	1620508	210147	282903	1034625	73169	4330	1022251	114534	221945	1077683	1017	
5518	89	2	2	92	2920363	2821973	85536	5715	976835	117570	133909	959822	1037	2319	960390	115487	146858	966188	560	
5580	90	2	2	79	2817828	4202716	119582	13883	1285102	398586	257346	1185225	152970	3587	1008900	117426	286974	913192	542	
5642	91	2	2	82	3067071	3266350	88334	6570	1038738	173931	143003	904145	65909	2362	847525	193971	94986	982219	82198	
5704	92	2	2	80	3878730	3641714	92755	12117	1150810	244487	265825	926719	67111	3893	1079940	183305	272666	967836	67824	
5766	93	2	2	86	3340155	3077956	153960	9743	1358606	139204	180096	1058889	1039	3428	1248652	282585	221745	1216650	79398	
5828	94	2	2	87	2242977	3097232	100426	8027	1169497	247872	161504	1065641	137418	5789	1025985	305834	241578	1326695	168888	
5890	95	2	2	83	2463422	2754912	92394	4413	1107960	138735	152752	979937	667	3962	1376548	133186	246071	941402	717	
5952	96	2	2	81	3363300	3714289	101984	7448	1315232	149064	309165	977820	785	6565	963833	201991	282887	1013941	106679	
6014	97	2	2	80	3377539	2782471	84634	8088	1163153	340187	188253	974358	215669	2456	1061487	156839	302007	1633281	3087	
6076	98	2	2	109	3614779	3674209	107699	9723	1215106	140840	253755	968209	653	3391	940893	175241	192134	968214	71130	
6138	99	2	2	100	3130762	2993033	102243	4435	1250809	147642	213822	1385929	1571	4048	1125481	167067	276258	1194390	2245	
6200	100	2	2	149	3954314	4919760	108321	16766	1758262	299258	295180	1406067	155779	5003	4483736	155174	191884	1211265	812	
62	1	2	3	83	60724	25194	2258	2804	10745	1207	1049	7913	918	1517	8961	1895	1108	7906	906	
124	2	2	3	81	81693	42421	2691	2201	19808	3262	2075	15646	1420	1907	15023	2404	1432	13608	2338	
186	3	2	3	55	72306	54983	3542	2056	23344	4327	3742	19666	1931	2007	19300	4467	1600	18133	4869	
248	4	2	3	61	89668	78987	4806	3302	36134	4040	5610	31189	387	1523	32259	7411	4873	39600	4320	
310	5	2	3	66	159498	117605	5829	3284	45936	5023	7086	37463	426	1432	34684	5464	4715	33695	641	
372	6	2	3	101	207296	163865	6924	3155	75479	79934	40514	140703	10384	3601	77231	6732	8694	68049	998	
434	7	2	3	86	174634	154796	7436	2983	71927	6720	10715	62707	491	1524	59326	9443	7155	60789	7672	
496	8	2	3	104	250434	249492	8321	3871	80234	11640	10564	69766	4724	1797	65502	9574	11669	64011	4652	
558	9	2	3	82	275478	260202	14600	7001	122734	17791	22299	127766	8901	3391	87801	7932	10095	71092	452	
620	10	2	3	100	263599	218165	10524	3255	92109	9452	16371	81277	506	1601	79464	13484	11296	76968	5829	
682	11	2	3	121	312083	231766	11237	4639	96903	15108	15014	84979	6505	1652	79806	11054	15358	78214	467	
744	12	2	3	85	313236	257723	12541	2701	153402	30941	31053	144063	1329	4429	104302	23979	19206	87170	13033	
806	13	2	3	84	300871	293283	12150	2967	135565	13009	17810	146624	626	3039	136000	46355	13589	122403	14244	
868	14	2	3	47	323692	292757	14579	2172	178783	14833	14896	136405	490	1933	147464	15174	15196	128488	438	
930	15	2	3	83	344255	313612	13861	2388	146187	14896	14862	136144	460	1472	132610	13659	14382	133368	449	
992	16	2	3	65	405499	499155	18359	3689	190538	24587	24876	181894	11183	3828	175342	15708	23809	174914	1048	
1054	17	2	3	73	351737	484773	16702	3976	192958	25594	25559	152915	10957	1458	165457	17703	20290	150355	543	
1116	18	2	3	81	434889	392521	16868	3781	169125	17686	23240	166585	583	1822	174793	26422	29369	195269	21904	
1178	19	2	3	85	554413	486511	18728	4822	187245	30166	35995	166418	12341	1442	161823	19974	29884	161708	481	
1240	20	2	3	81	611349	563385	20549	4361	190348	20982	41679	172761	528	1603	178941	21445	41045	185489	604	
1302	21	2	3	54	596375	462306	22885	2629	196931	23425	23388	177803	538	1330	172860	26085	20612	173817	550	
1364	22	2	3	80	463986	446673	19565	2607	192958	23298	27463	184138	511	1786	180454	25835	24435	179493	477	
1426	23	2	3	52	493373	510132	21495	3604	203683	50094	29877	285972	33094	2060	207162	26819	34961	190891	511	
1488	24	2	3	80	541716	487452	21174	3472	212601	50551	29667	199876	31382	1339	192908	29897	29452	197333	522	
1550	25	2	3	79	539959	558131	22658	6394	336913	121850	33399	271594	92649	2325	264090	44239	29185	266463	17908	
1612	26	2	3	79	612535	582475	23057	2261	282531	28028	32956	297873	660	1521	285225	35172	27856	271413	564	
1674	27	2	3	55	588227	649431	25737	3605	329343	41773	43697	412353	1026	2601	441318	52779	78272	376353	596	
1736	28	2	3	85	662028	702748	27221	3978	329001	54673	38297	314434	22331	1501	313521	37598	36127	316398	585	
1798	29	2	3	56	754148	758745	29017	3222	347836	39737	46784	333225	590	3336	337523	54811	51063	338548	23078	
1860	30	2	3	83	844319	731873	29220	4893	326359	71266	62287	508962	41177	6413	428605	106749	63072	358755	64457	
1922	31	2	3	83	786741	966535	30676	13479	397763	63155	44725	321223	23519	3686	321912	57764	40731	323442	27122	
1984	32	2	3	169	864936	872820	31510	5076	389044	46431	60822	1271569	7941	18711	905388	49833	108520	366745	680	
2046	33	2	3	89	1115855	889928	31086	5448	349196	59590	43150	326389	24591	2653	325954	102028	49334	391809	47394	
2108	34	2	3	64	855585	749845	30865	4245	345125	81782	42629	332902	47908	1780	330106	61941	40360	336121	25292	
2170	35	2	3	46	840404	812474	31477	3605	402933	63857	49254	379360	711	2529	377650	89480	46867	350776	50414	
2232	36	2	3	81	917961	828151	31655	3006	360256	42013	53349	348358	489	1376	345354	84632	52233	362506	634	
2294	37	2	3	129	897767	945344	33423	4424	397080	75969	64044	370762	28212	2471	459008	96586	57107	378169	53610	
2356	38	2	3	83	842185	893684	34448	3968	497460	71002	60770	393508	29284	3266	391412	59397	72745	385361	3565	
2418	39	2	3	5592	891547	905336	35016	3713	399384	50349	69741	382887	593	4011	383771	119356	52553	384108	84192	
2480	40	2	3	8402	1292551	1206183	73196	7374	562006	59086	60850	391837	606	1883	383221	52016	93882	404331	724	
2542	41	2	3	91	1210276	1173095	62696	7732	793136	58104	100206	442687	838	4968	427696	108041	88431	456827	72576	
2604	42	2	3	160	1183918	1274097	41171	5824	561714	101474	92432	485156	44324	3798	439157	82331	80015	471122	35143	
2666	43	2	3	144	1037976	1278300	41548	7100	518829	95734	75593	637243	41928	7778	484515	154132	85411	447259	93856	
2728	44	2	3	88	1147136	2340468	40782	4834	520800	65174	82953	434520	693	1966	423900	58853	72894	425109	598	
2790	45	2	3	154	1492225	2260288	60906	8313	884233	95284	125518	694434	1751	4638	683019	92896	119327	699449	1327	
2852	46	2	3	146	1617217	1414297	44532	6796	534754	69820	86882	471668	619	2636	470990	89225	86170	456133	34905	
2914	47	2	3	89	1097540	1176709	43254	5721	497142	99234	84553	466635	36617	2832	459840	92583	82596	459638	35084	
2976	48	2	3	77	1127172	1260528	43864	5334	503474	89338	75445	433002	35123	1882	424459	60711	71246	426517	516	
3038	49	2	3	51	1279918	1106716	44956	4052	483326	65299	88519	439340	530	1512	457394	64573	87383	531728	1325	
3100	50	2	3	57	1174213	1294353	43838	6151	612357	98237	89951	680150	42807	2028	682179	72490	87502	606379	684	
3162	51	2	3	51	1659542	1722057	51607	12057	848851	83423	152202	660891	876	2921	646596	77637	155759	657455	747	
3224	52	2	3	50	1731586	1550405	47346	4459	739940	80507	99482	707131	899	2554	622323	72589	81377	635579	706	
3286	53	2	3	56	1230083	1469249	48380	7878	677542	141933	142886	859871	104675	4787	804103	188868	107229	862130	110083	
3348	54	2	3	52	1649760	2167687	72149	8692	1030543	208452	214012	945848	62654	3697	954693	109822	231158	916669	1072	
3410	55	2	3	67	2614634	1725085	53474	6086	709610	152011	114024	658477	81112	2570	629758	75232	95275	630116	535	
3472	56	2	3	51	1351591	1336935	48566	4725	640308	73015	94896	620978	633	1572	620009	71922	89663	622989	580	
3534	57	2	3	51	1488120	1702534	68016	8710	849225	106768	86295	671388	45403	3631	669858	114050	91437	897448	86182	
3596	58	2	3	56	1417200	1504546	64722	6860	868294	97913	209765	782434	1236	3866	704135	114403	165262	640876	41963	
3658	59	2	3	51	2169890	1728834	50853	5958	679666	78137	98354	658983	713	1995	633915	76359	113324	659845	711	
3720	60	2	3	51	1890419	1577597	56651	4662	771683	84976	123697	734581	793	2230	692254	82263	102390	702546	744	
3782	61	2	3	57	1738492	1773232	58503	6755	1018002	123642	119401	1010733	50995	8849	984650	345438	111107	717683	175803	
3844	62	2	3	51	2679329	1630097	53713	4530	855232	91504	128560	776596	667	4115	926521	269163	168339	1029029	142380	
3906	63	2	3	51	2171252	1842240	65255	8205	768916	162054	87796	671041	88863	1456	650048	87745	85177	701548	719	
3968	64	2	3	48	2241182	1992118	57555	6679	755331	95222	135427	705730	750	4697	717122	160153	134118	674423	89859	
4030	65	2	3	47	2033586	1794176	59929	4032	760356	85364	96500	730460	685	2719	704867	122482	98801	691167	46694	
4092	66	2	3	49	1513524	1604259	82037	12727	802512	85511	133220	753325	713	2037	706704	137530	107552	875819	63348	
4154	67	2	3	51	2748319	2794184	69583	16399	1363259	229658	204690	872396	100712	5625	739577	96655	169156	766171	582	
4216	68	2	3	55	2239375	2568366	66388	9100	1073405	239403	160214	928823	63610	3695	856098	145297	162372	1176818	2833	
4278	69	2	3	68	2099615	2283424	62931	5541	928478	105916	127842	794925	973	2110	770174	94247	117100	755000	546	
4340	70	2	3	48	1640924	2285113	74247	8801	928841	141266	124217	762303	53133	2453	731599	86007	109270	732452	579	
4402	71	2	3	51	1670029	1697014	63401	4127	822782	99286	123513	749427	616	1727	732822	97253	107156	735040	615	
4464	72	2	3	46	1849263	1768025	63805	3840	881749	97622	110983	818976	1424	1818	961527	114906	140395	903616	641	
4526	73	2	3	54	2702710	2478394	76306	9334	1165874	117517	220274	1189490	2450	6615	957870	117136	206244	1222730	2707	
4588	74	2	3	67	3160745	3078725	110879	7649	1518459	113041	140649	1002433	2188	7295	838737	249270	121183	750773	156248	
4650	75	2	3	71	1874183	2196939	63612	6374	894270	197372	158772	1061381	126624	6249	954673	273559	212718	932705	56782	
4712	76	2	3	50	1907551	2261491	74097	11534	939975	170430	152471	789729	57404	1601	784103	97239	128901	782814	506	
4774	77	2	3	51	1924279	1834811	67747	10477	911592	340164	129669	1124481	373244	8636	890543	378996	172387	806270	271504	
4836	78	2	3	46	2767639	2312814	69462	7463	881764	105934	165113	832726	841	2627	834670	112507	110710	774358	510	
4898	79	2	3	47	2096759	1860818	68138	5646	855715	102873	117870	769809	549	3969	774351	230471	111124	795511	139150	
4960	80	2	3	62	2062482	3096186	81656	12128	1354657	139127	250987	949342	1033	4483	880548	128412	186786	849862	739	
5022	81	2	3	50	2648971	2045979	68798	5716	910607	172293	143202	879367	58746	1792	782251	102872	116214	779889	523	
5084	82	2	3	50	1867536	1839000	68540	5645	864008	166103	142989	782156	59612	2001	931210	174431	160513	852012	61564	
5146	83	2	3	45	2966259	3592247	76371	11540	940528	216520	274105	825411	133395	2485	932083	166528	209963	840660	837	
5208	84	2	3	77	2738213	1957381	94208	5139	945662	121136	139483	897747	1146	4228	872550	168403	136971	820301	61182	
5270	85	2	3	9194	2449982	2405374	76792	7743	1138649	403813	168802	1173826	141301	4562	1052885	137446	208382	1008932	818	
5332	86	2	3	82	2062540	2372165	73456	4851	1164470	193351	164690	1223716	92263	5831	979656	187553	165382	862176	65264	
5394	87	2	3	66	2151555	2190251	109400	6101	1354368	142264	158161	934601	822	7655	843277	332600	126302	1012256	238029	
5456	88	2	3	79	4030060	3555508	75953	8636	1176411	129449	300330	941253	654	2369	838538	111241	184757	924789	801	
5518	89	2	3	85	2726041	1933926	112076	5085	1064519	129415	171415	881928	688	2198	1018473	184774	153338	883753	64098	
5580	90	2	3	77	1939272	2146038	84916	4989	1065562	109963	142457	948506	734	3887	1050268	224032	189371	1034336	66122	
5642	91	2	3	75	3060042	3165439	95941	7113	1377841	152828	242718	1036098	1005	5440	972957	293230	220369	1044665	196889	
5704	92	2	3	79	3245612	2371810	85964	5583	1065166	144816	192685	971680	793	3201	1967255	311203	188949	1138872	187913	
5766	93	2	3	85	2149866	2394939	86784	4992	1284003	141557	192509	1027621	848	3179	1006557	133679	157142	995928	650	
5828	94	2	3	82	2122190	2521307	89667	4796	1136926	138298	159775	984735	659	2999	990180	209727	159063	973649	74837	
5890	95	2	3	83	2349375	3032691	89970	5332	1915342	237213	239051	1725192	2287	5966	1558986	223176	201373	1397405	110366	
5952	96	2	3	125	2296514	2613307	96964	4944	1457607	137776	172496	1024987	756	7565	989025	454772	162775	1204616	552844	
6014	97	2	3	101	2582792	3411993	86099	6598	1119196	140127	167293	885003	567	2237	929754	123626	144333	1043228	1268	
6076	98	2	3	83	2636159	3096368	96413	6738	1737388	460879	196832	1079177	83169	5283	1137204	305639	246978	1268112	161549	
6138	99	2	3	80	2940130	6842620	204265	4726	1897777	155366	217161	2071462	3995	8287	1633282	165763	232296	1361671	4090	
6200	100	2	3	93	4025448	7434515	211652	19964	2275856	170179	297143	1616100	737	4319	1742449	317938	313327	1763579	158315	
62	1	2	4	93	92257	105996	12680	3236	20666	11318	1335	14404	4190	1241	14096	1879	1078	17685	491	
124	2	2	4	49	113987	135138	8243	3036	32175	5960	2060	28222	3177	1001	26746	2890	2908	25266	439	
186	3	2	4	68	112784	190413	8559	1855	38372	53379	4438	52010	1243	4642	42540	6698	4957	38819	4678	
248	4	2	4	81	139117	248191	11405	4160	66192	10773	4979	57595	8135	4840	47861	4430	5989	46489	532	
310	5	2	4	74	168498	368723	12230	2533	65629	9453	6982	57301	2894	1892	54853	7456	6667	53866	507	
372	6	2	4	95	285276	439192	24554	3678	86053	8588	6455	72407	638	1399	70059	8186	9385	67524	742	
434	7	2	4	99	307182	443609	36149	4553	189081	12209	11192	122814	764	3309	113020	18372	11508	121963	14694	
496	8	2	4	103	316463	487130	19334	4227	127930	24991	10252	119084	19624	1478	108541	10277	11594	105359	654	
558	9	2	4	56	361320	514348	23307	4590	129958	15428	11849	135358	8487	1749	83793	9419	12580	74040	1017	
620	10	2	4	76	336907	297616	16461	6507	100336	12936	21554	82177	583	2100	87014	13574	16311	73665	5967	
682	11	2	4	75	331652	260785	12174	3493	96392	15226	18917	84382	6626	1333	87084	10040	18224	76376	454	
744	12	2	4	71	319231	272131	12332	2747	100592	11083	21259	87673	482	3187	95789	20701	20133	84109	13196	
806	13	2	4	80	373696	312745	12731	3044	138386	13682	31610	123381	522	1766	121767	17536	16203	257023	18117	
868	14	2	4	85	524915	461434	26059	5481	173532	20579	37437	143241	8947	3584	138762	26786	29802	137627	16225	
930	15	2	4	84	498595	506752	36813	4488	222168	31165	34766	208661	896	7352	157358	49282	21231	168141	44008	
992	16	2	4	82	393668	383386	23640	8997	174376	30747	23959	163004	11129	2429	158311	27114	17472	158389	11129	
1054	17	2	4	59	385567	418003	16934	2823	179795	17521	21039	165014	422	5344	166981	65417	21162	168420	60660	
1116	18	2	4	61	565790	1215867	46445	5083	402616	79102	34644	275332	16873	3318	264378	35707	23115	260443	25574	
1178	19	2	4	79	682760	1696832	61719	10361	493910	64009	38659	265476	40260	4586	334906	59699	46255	274115	16450	
1240	20	2	4	319	852510	1455712	52020	4810	326986	31579	39870	335612	655	4574	316623	46027	50039	299760	32016	
1302	21	2	4	100	1018601	1689986	49258	12168	309841	61478	40694	338409	54781	9358	366005	31850	54413	344406	667	
1364	22	2	4	113	1120177	1635378	54635	4970	338118	26409	54109	283912	548	1655	278203	32435	25735	306709	525	
1426	23	2	4	111	933929	1436772	59281	37557	522817	68223	57602	419097	44826	4871	330336	51343	40552	291452	19169	
1488	24	2	4	97	818769	1658106	54587	4411	334675	30530	38185	316044	563	1704	305656	29094	31819	299133	553	
1550	25	2	4	90	972886	1680928	58964	11049	414996	53942	44906	386325	20585	3929	397799	50986	30549	387903	20475	
1612	26	2	4	121	1074264	1861407	61133	5319	447250	32659	56308	423889	601	1770	383421	34973	40681	413769	1622	
1674	27	2	4	91	1170721	1744806	80819	4876	444573	35755	54492	442862	606	4207	441005	95690	54053	432432	56028	
1736	28	2	4	100	1296347	2057933	60081	13185	556295	41222	85754	482043	720	3526	439896	73378	65225	433407	41483	
1798	29	2	4	94	1490415	1988914	196531	12508	568756	80766	57750	488467	47151	2114	464437	40815	60077	466035	596	
1860	30	2	4	100	1144533	1995093	88295	7180	608597	70456	54468	711277	45283	11249	515993	75504	47997	434074	44124	
1922	31	2	4	86	1114053	1880030	69838	19129	507869	59741	65095	465649	24605	3232	478553	127000	104665	513944	50361	
1984	32	2	4	105	1448929	2065119	73885	5650	538159	46443	80033	477954	586	2714	521602	48427	85825	482927	582	
2046	33	2	4	63	2358638	2211929	93640	9838	513256	85564	51429	503358	47231	2233	463603	63515	46437	538388	35362	
2108	34	2	4	114	1190782	2223235	80494	8942	631592	76116	55536	528633	27093	2393	482752	65386	55552	491252	27384	
2170	35	2	4	100	1218182	2006684	84049	5957	634926	208525	88067	664948	87655	3378	525466	46102	74695	487224	516	
2232	36	2	4	90	1614469	2638783	226173	18564	819895	67562	128228	601328	956	4438	569121	53966	93588	569030	589	
2294	37	2	4	91	1696694	2555097	103159	9186	667097	53775	58766	556478	4592	3396	728352	87923	75361	586844	32014	
2356	38	2	4	121	1430931	3396112	135922	8812	949588	119693	79830	795060	36695	6729	880766	82006	76632	613629	34717	
2418	39	2	4	93	1635382	3282781	135525	6906	807773	84748	90666	769741	1096	5178	1009393	64875	178417	736987	1094	
2480	40	2	4	105	1637631	3093167	129924	7934	772392	95362	97678	628872	763	3342	848055	60442	87310	609977	596	
2542	41	2	4	155	1463053	2862929	103658	4954	715972	60546	107269	600978	602	3569	899051	296853	154818	855070	33669	
2604	42	2	4	93	1550522	2759977	99231	7412	622404	85596	71203	668239	44219	4225	670907	67828	79634	640127	514	
2666	43	2	4	111	1626783	5947142	367118	14782	1601167	78267	150810	956959	7822	9793	760005	80846	129114	661563	652	
2728	44	2	4	135	2329951	4910106	173398	13554	963093	126934	87629	659966	70682	4561	1253875	241526	122653	1023407	147977	
2790	45	2	4	133	2294573	4471886	523276	6291	9241722	83485	179916	5159888	1848	7785	1300073	170426	125910	777490	70658	
2852	46	2	4	176	2503459	12419051	195488	15454	2154500	318336	273657	1525548	2244	10813	1343502	231547	201772	996087	62816	
2914	47	2	4	143	2710916	3713323	102435	7135	973838	93172	97267	679160	608	7807	646632	104768	73961	677689	43200	
2976	48	2	4	99	1703426	4187363	119927	6969	1071926	162954	140894	933368	1146	4859	663958	65129	90967	959184	7845	
3038	49	2	4	99	1995025	2972893	122708	5917	665129	67084	72538	817839	1313	6203	804630	83043	94898	726382	751	
3100	50	2	4	116	2010360	3937978	132114	6356	1108499	82268	104198	887077	680	15591	879751	69660	85904	821567	671	
3162	51	2	4	89	1987280	3424854	106049	8071	862327	152691	84294	879347	173879	22155	1221114	92592	209784	992439	4436	
3224	52	2	4	96	2248030	3327213	109697	7767	1036922	133340	188933	1142231	42524	3707	850444	70486	89532	891102	650	
3286	53	2	4	91	1779185	4298149	138867	17950	1548509	212188	216199	997683	130713	5831	1031012	67015	149850	941896	713	
3348	54	2	4	116	2616958	4319736	134085	10933	1023858	137755	97179	975277	169463	5137	929117	109288	86800	855326	44517	
3410	55	2	4	104	1889946	4879073	123717	12436	1164629	90357	150816	914396	579	4773	1045883	152658	139889	1044361	83546	
3472	56	2	4	100	2677916	3787451	170266	7086	1192499	75392	93097	894271	715	6657	875139	281508	98481	1108778	208303	
3534	57	2	4	101	2404622	3493847	118318	12896	925209	509265	175554	1224123	416360	8679	955545	114874	138285	1077961	66950	
3596	58	2	4	106	2681487	3896857	127260	7964	1221851	240821	196688	1508017	108430	14276	1173891	91774	160935	1093689	1587	
3658	59	2	4	100	2582779	3994333	130747	14879	1554055	552401	174202	972844	343607	4338	931226	80785	143623	982324	1504	
3720	60	2	4	106	3024475	4063316	125728	7294	1084461	91753	149774	1233747	4255	24542	1755397	240949	204370	979686	131124	
3782	61	2	4	105	2878351	4143737	129824	5268	1233631	92174	157628	1024500	863	14464	933158	155648	94082	907693	90566	
3844	62	2	4	110	2163208	3857693	135738	6544	1033692	80862	152927	1727599	3232	17578	1436393	99422	194277	911873	563	
3906	63	2	4	95	2800492	3949683	140982	4446	1004391	77522	101621	907058	536	7051	941817	245104	130049	989073	139879	
3968	64	2	4	102	2350709	4912451	165200	9501	2774805	125343	283706	1337771	1203	4182	2107013	178474	294373	2008967	2206	
4030	65	2	4	140	3218149	4720934	148808	5247	1523257	257115	365171	2028070	2486	16832	2724267	284155	245363	1031722	189875	
4092	66	2	4	120	3228898	4981907	335080	26702	1298702	103861	135029	1113301	1003	3837	1014063	93915	120454	1173585	1517	
4154	67	2	4	117	2590945	4234275	160037	17073	1223566	166370	118174	1000394	97599	2551	978858	78779	98270	1491612	1454	
